"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.048408875E0,-1.681004333E-1,1.886077881E-2,1.003947281E1,1.004089776E1
8.058331875E0,-1.707948303E-1,2.380050659E-2,1.004770569E1,1.004918539E1
8.068254875E0,-1.682501221E-1,4.266128540E-2,1.005249573E1,1.005399415E1
8.078177875E0,-1.760339355E-1,3.412902832E-2,1.005399261E1,1.005559149E1
8.088100875E0,-1.754351807E-1,3.951782227E-2,1.005533981E1,1.005694774E1
8.098023875E0,-1.802252197E-1,4.849914551E-2,1.005354355E1,1.005527579E1
8.107947875E0,-1.761836243E-1,5.628295898E-2,1.004516098E1,1.004686357E1
8.117870875E0,-1.707948303E-1,6.436614990E-2,1.004231689E1,1.004397543E1
8.127793875E0,-1.682501221E-1,7.050338745E-2,1.003408401E1,1.003574217E1
8.137716875E0,-1.649569702E-1,7.035369873E-2,1.003468277E1,1.003628511E1
8.147639875E0,-1.695973206E-1,7.244934082E-2,1.002345612E1,1.002515260E1
8.157562875E0,-1.631607056E-1,7.708969116E-2,1.002225861E1,1.002388307E1
8.167485875E0,-1.669029236E-1,7.694000244E-2,1.003138962E1,1.003307301E1
8.177408875E0,-1.657054138E-1,8.202941895E-2,1.002749771E1,1.002920223E1
8.187332875E0,-1.706451416E-1,7.349716187E-2,1.000564316E1,1.000736812E1
8.197255875E0,-1.691482544E-1,7.155120850E-2,1.001507355E1,1.001675740E1
8.207178875E0,-1.610650635E-1,7.574249268E-2,1.004186783E1,1.004344504E1
8.217101875E0,-1.670526123E-1,8.442443848E-2,1.005204666E1,1.005378914E1
8.227024875E0,-1.669029236E-1,8.367599487E-2,1.004396347E1,1.004569860E1
8.236947875E0,-1.640588379E-1,7.289840698E-2,1.005040009E1,1.005200335E1
8.246870875E0,-1.477427673E-1,7.095245361E-2,1.006192612E1,1.006326087E1
8.256793875E0,-1.419049072E-1,6.152206421E-2,1.008033783E1,1.008152433E1
8.266717875E0,-1.463955688E-1,6.511459351E-2,1.009620483E1,1.009747610E1
8.276640875E0,-1.401086426E-1,5.508544922E-2,1.009081604E1,1.009193902E1
8.286563875E0,-1.321751404E-1,5.089416504E-2,1.010084518E1,1.010183815E1
8.296486875E0,-1.344204712E-1,3.547622681E-2,1.011790970E1,1.011886476E1
8.306409875E0,-1.263372803E-1,3.203338623E-2,1.012314880E1,1.012398780E1
8.316332875E0,-1.160087585E-1,2.814147949E-2,1.012105316E1,1.012175711E1
8.326255875E0,-1.240919495E-1,2.484832764E-2,1.011581406E1,1.011660567E1
8.336179875E0,-1.065783691E-1,2.874023438E-2,1.011326935E1,1.011387175E1
8.346102875E0,-1.070274353E-1,2.484832764E-2,1.011237122E1,1.011296811E1
8.356025875E0,-9.759704590E-2,2.275268555E-2,1.010488678E1,1.010538370E1
8.365948875E0,-7.349716187E-2,1.901046753E-2,1.007869125E1,1.007897716E1
8.375871875E0,-8.696914673E-2,1.901046753E-2,1.009695328E1,1.009734572E1
8.385794875E0,-8.741821289E-2,1.481918335E-2,1.012299911E1,1.012338741E1
8.395717875E0,-9.639953613E-2,1.511856079E-2,1.014485367E1,1.014532293E1
8.405640875E0,-8.906478882E-2,3.038681030E-2,1.012464569E1,1.012508302E1
8.415564875E0,-8.113128662E-2,2.933898926E-2,1.012674133E1,1.012710882E1
8.425487875E0,-9.355545044E-2,2.993774414E-2,1.010249176E1,1.010296930E1
8.435410875E0,-7.933502197E-2,3.532653809E-2,1.010204269E1,1.010241598E1
8.445333875E0,-8.322692871E-2,3.667373657E-2,1.009276199E1,1.009317177E1
8.455256875E0,-9.310638428E-2,3.278182983E-2,1.009605515E1,1.009653767E1
8.465179875E0,-9.834548950E-2,4.131408691E-2,1.009006760E1,1.009063144E1
8.475102875E0,-7.080276489E-2,4.670288086E-2,1.007779312E1,1.007815005E1
8.485025875E0,-8.711883545E-2,4.236190796E-2,1.007240433E1,1.007287015E1
8.494949875E0,-8.876541138E-2,5.493576050E-2,1.005548950E1,1.005603134E1
8.504872875E0,-8.666976929E-2,5.658233643E-2,1.005114853E1,1.005168145E1
8.514795875E0,-8.921447754E-2,4.700225830E-2,1.003528152E1,1.003578815E1
8.524718875E0,-8.771759033E-2,5.568420410E-2,1.002914429E1,1.002968246E1
8.534641875E0,-1.049317932E-1,6.047424316E-2,1.003573059E1,1.003646134E1
8.544564875E0,-1.112187195E-1,5.763015747E-2,1.003393433E1,1.003471618E1
8.554487875E0,-1.040336609E-1,5.957611084E-2,1.000564316E1,1.000636134E1
8.564411875E0,-9.864486694E-2,6.256988525E-2,9.977501678E0,9.978185484E0
8.574334875E0,-1.052311707E-1,7.873626709E-2,9.960886230E0,9.961753234E0
8.584257875E0,-9.819580078E-2,7.454498291E-2,9.963580627E0,9.964343345E0
8.594180875E0,-1.079255676E-1,7.259902954E-2,9.971065063E0,9.971913410E0
8.604103875E0,-1.074765015E-1,7.349716187E-2,9.983638916E0,9.984487921E0
8.614026875E0,-9.819580078E-2,6.406677246E-2,9.978399811E0,9.979088623E0
8.623949875E0,-1.089733887E-1,5.583389282E-2,9.970466309E0,9.971218132E0
8.633872875E0,-1.076261902E-1,5.194198608E-2,9.985135803E0,9.985850909E0
8.643796875E0,-1.136137390E-1,5.164260864E-2,9.966724091E0,9.967505412E0
8.653719875E0,-1.115180969E-1,3.876937866E-2,9.969568176E0,9.970267247E0
8.663642875E0,-1.164578247E-1,3.143463135E-2,9.962233429E0,9.962963688E0
8.673565875E0,-1.161584473E-1,2.155517578E-2,9.963430939E0,9.964131346E0
8.683488875E0,-1.199006653E-1,2.125579834E-2,9.965526581E0,9.966270517E0
8.693411875E0,-1.083746338E-1,2.170486450E-2,9.951455841E0,9.952069610E0
8.703334875E0,-1.152603149E-1,2.050735474E-2,9.948162689E0,9.948851511E0
8.713257875E0,-1.071771240E-1,1.766326904E-2,9.946665802E0,9.947258894E0
8.723181875E0,-1.005908203E-1,1.930984497E-2,9.933193817E0,9.933721900E0
8.733104875E0,-1.019380188E-1,1.511856079E-2,9.921518097E0,9.922053279E0
8.743027875E0,-1.020877075E-1,2.110610962E-2,9.913285217E0,9.913833324E0
8.752950875E0,-9.026229858E-2,1.511856079E-2,9.902807007E0,9.903229901E0
8.762873875E0,-8.951385498E-2,1.317260742E-2,9.900112610E0,9.900526043E0
8.772796875E0,-1.010398865E-1,1.511856079E-2,9.908046112E0,9.908572823E0
8.782719875E0,-1.031355286E-1,1.511856079E-2,9.906698914E0,9.907247290E0
8.792646583E0,-9.879455566E-2,2.245330811E-2,9.882449341E0,9.882968658E0
8.802569583E0,-9.654922485E-2,2.709365845E-2,9.873767395E0,9.874276601E0
8.812492583E0,-8.891510010E-2,3.038681030E-2,9.858948212E0,9.859395980E0
8.822415583E0,-7.544311523E-2,3.562591553E-2,9.842183075E0,9.842536693E0
8.832338583E0,-7.170089722E-2,3.802093506E-2,9.830058289E0,9.830393307E0
8.842261583E0,-7.933502197E-2,4.849914551E-2,9.809101868E0,9.809542582E0
8.852184583E0,-8.053253174E-2,5.269042969E-2,9.818981323E0,9.819452938E0
8.862107583E0,-8.816665649E-2,6.077362061E-2,9.816735992E0,9.817320018E0
8.872031583E0,-9.879455566E-2,6.301895142E-2,9.800270233E0,9.800970788E0
8.881954583E0,-1.055305481E-1,6.691085815E-2,9.773326263E0,9.774125025E0
8.891877583E0,-1.040336609E-1,6.735992432E-2,9.766739960E0,9.767526289E0
8.901800583E0,-1.041833496E-1,7.319778442E-2,9.777068481E0,9.777897534E0
8.911723583E0,-1.022373962E-1,6.975494385E-2,9.758207703E0,9.758992561E0
8.921646583E0,-1.089733887E-1,6.825805664E-2,9.743238831E0,9.744087298E0
8.931569583E0,-1.046324158E-1,7.334747314E-2,9.737550659E0,9.738389016E0
8.941492583E0,-1.118174744E-1,7.200027466E-2,9.741592255E0,9.742500030E0
8.951416583E0,-1.115180969E-1,6.466552734E-2,9.749226379E0,9.750078611E0
8.961339583E0,-1.246907043E-1,6.137237549E-2,9.746232605E0,9.747223416E0
8.971262583E0,-1.297801208E-1,6.167175293E-2,9.741592255E0,9.742651895E0
8.981185583E0,-1.350192261E-1,5.733078003E-2,9.757459259E0,9.758561790E0
8.991108583E0,-1.510359192E-1,5.807922363E-2,9.765542450E0,9.766883044E0
9.001031583E0,-1.417552185E-1,5.059478760E-2,9.759105835E0,9.760266445E0
9.010954583E0,-1.401086426E-1,5.298980713E-2,9.757608948E0,9.758758667E0
9.020877583E0,-1.429527283E-1,4.505630493E-2,9.763147430E0,9.764297891E0
9.030801583E0,-1.523831177E-1,3.921844482E-2,9.787247314E0,9.788512078E0
9.040724583E0,-1.541793823E-1,4.071533203E-2,9.780062256E0,9.781362213E0
9.050647583E0,-1.655557251E-1,2.619552612E-2,9.770332489E0,9.771770149E0
9.060570583E0,-1.634600830E-1,3.083587646E-2,9.776619415E0,9.778034426E0
9.070493583E0,-1.678010559E-1,1.437011719E-2,9.786947937E0,9.788396887E0
9.080416583E0,-1.615141296E-1,1.481918335E-2,9.791288910E0,9.792632176E0
9.090339583E0,-1.558259583E-1,1.002914429E-2,9.792935486E0,9.794180300E0
9.100262583E0,-1.700463867E-1,2.993774414E-4,9.796378326E0,9.797854060E0
9.110186583E0,-1.709445190E-1,4.191284180E-3,9.800120544E0,9.801612229E0
9.120109583E0,-1.740879822E-1,3.293151855E-3,9.803862762E0,9.805408841E0
9.130032583E0,-1.743873596E-1,-1.047821045E-3,9.801168365E0,9.802719693E0
9.139955583E0,-1.851649475E-1,-3.592529297E-3,9.807455292E0,9.809203753E0
9.149878583E0,-1.929487610E-1,1.137634277E-2,9.817334747E0,9.819237251E0
9.159801583E0,-1.874102783E-1,1.661544800E-2,9.828860779E0,9.830661366E0
9.169724583E0,-1.935475159E-1,4.191284180E-3,9.818382568E0,9.820290956E0
9.179647583E0,-1.933978271E-1,1.691482544E-2,9.820478210E0,9.822396913E0
9.189571583E0,-1.962419128E-1,1.766326904E-2,9.832752686E0,9.834726649E0
9.199494583E0,-2.070195007E-1,2.380050659E-2,9.830207977E0,9.832416408E0
9.209417583E0,-1.989363098E-1,2.589614868E-2,9.829609222E0,9.831656205E0
9.219340583E0,-1.878593445E-1,3.263214111E-2,9.819430389E0,9.821281442E0
9.229263583E0,-1.960922241E-1,3.712280273E-2,9.823471985E0,9.825499076E0
9.239186583E0,-2.050735474E-1,4.370910645E-2,9.825268250E0,9.827505371E0
9.249109583E0,-1.845661926E-1,5.179229736E-2,9.814790039E0,9.816661888E0
9.259032583E0,-1.812730408E-1,6.286926270E-2,9.815837860E0,9.817712837E0
9.268956583E0,-1.839674377E-1,6.047424316E-2,9.798923035E0,9.800836382E0
9.278879583E0,-1.874102783E-1,6.765930176E-2,9.810149689E0,9.812172915E0
9.288802583E0,-1.919009399E-1,6.646179199E-2,9.802515564E0,9.804619040E0
9.298725583E0,-1.898052979E-1,6.511459351E-2,9.810299377E0,9.812351392E0
9.308648583E0,-1.860630798E-1,6.451583862E-2,9.800719299E0,9.802697616E0
9.318571583E0,-1.776805115E-1,7.304809570E-2,9.812694397E0,9.814574760E0
9.328494583E0,-1.965412903E-1,6.002517700E-2,9.827214203E0,9.829362670E0
9.338417583E0,-1.874102783E-1,6.256988525E-2,9.845925293E0,9.847907518E0
9.348341583E0,-1.922003174E-1,5.478607178E-2,9.857900391E0,9.859926094E0
9.358264583E0,-2.016307068E-1,4.999603271E-2,9.866282959E0,9.868469687E0
9.368187583E0,-2.131567383E-1,5.104385376E-2,9.893376617E0,9.895804271E0
9.378110583E0,-2.145039368E-1,3.742218018E-2,9.906848602E0,9.909241222E0
9.388033583E0,-2.308200073E-1,3.622467041E-2,9.901908875E0,9.904665035E0
9.397956583E0,-2.219883728E-1,4.191284180E-2,9.915081482E0,9.917654779E0
9.407879583E0,-2.282752991E-1,3.173400879E-2,9.943073273E0,9.945743952E0
9.417802583E0,-2.378553772E-1,2.380050659E-2,9.949958954E0,9.952829991E0
9.427726583E0,-2.392025757E-1,2.469863892E-2,9.948761444E0,9.951667306E0
9.437649583E0,-2.363584900E-1,1.901046753E-2,9.954449615E0,9.957273416E0
9.447572583E0,-2.433938599E-1,2.305206299E-2,9.957293701E0,9.960294665E0
9.457495583E0,-2.442919922E-1,2.814147949E-2,9.959389343E0,9.962424736E0
9.467418583E0,-2.490820312E-1,2.814147949E-2,9.961934052E0,9.965087247E0
9.477341583E0,-2.499801636E-1,2.484832764E-2,9.970915375E0,9.974079453E0
9.487264583E0,-2.537223816E-1,2.544708252E-2,9.978699188E0,9.981956727E0
9.497187583E0,-2.637515259E-1,2.963836670E-2,9.989027710E0,9.992553122E0
9.507111583E0,-2.655477905E-1,2.409988403E-2,9.984387360E0,9.987947105E0
9.517034583E0,-2.791694641E-1,1.945953369E-2,9.999954987E0,1.000386995E1
9.526957583E0,-2.778222656E-1,1.975891113E-2,1.001537292E1,1.001924500E1
9.536880583E0,-2.841091919E-1,3.053649902E-2,1.001746857E1,1.002154314E1
9.546803583E0,-2.803669739E-1,2.260299683E-2,1.003168900E1,1.003563155E1
9.556726583E0,-2.953358459E-1,2.589614868E-2,1.003962250E1,1.004399889E1
9.566649583E0,-2.914439392E-1,3.173400879E-2,1.003004242E1,1.003432596E1
9.576572583E0,-2.893482971E-1,4.670288086E-2,1.003812561E1,1.004240357E1
9.586496583E0,-2.878514099E-1,3.817062378E-2,1.004246658E1,1.004666365E1
9.596419583E0,-2.911445618E-1,3.278182983E-2,1.005174728E1,1.005601627E1
9.606342583E0,-2.906954956E-1,3.817062378E-2,1.003588028E1,1.004016204E1
9.616265583E0,-2.818638611E-1,3.981719971E-2,1.003917343E1,1.004320844E1
9.626188583E0,-2.936892700E-1,5.149291992E-2,1.005010071E1,1.005452282E1
9.636111583E0,-2.900967407E-1,5.029541016E-2,1.005294479E1,1.005725533E1
9.646034583E0,-2.981799316E-1,5.284011841E-2,1.003962250E1,1.004418853E1
9.655957583E0,-2.887495422E-1,5.733078003E-2,1.003498215E1,1.003929927E1
9.665881583E0,-2.965333557E-1,5.269042969E-2,1.002914429E1,1.003366550E1
9.675804583E0,-2.914439392E-1,5.269042969E-2,1.004171814E1,1.004608476E1
9.685727583E0,-2.877017212E-1,5.882766724E-2,1.004845413E1,1.005274407E1
9.695650583E0,-2.956352234E-1,5.897735596E-2,1.005219635E1,1.005671567E1
9.705573583E0,-3.008743286E-1,5.763015747E-2,1.006851242E1,1.007317174E1
9.715496583E0,-2.959346008E-1,4.580474854E-2,1.008647507E1,1.009091942E1
9.725419583E0,-2.764750671E-1,4.760101318E-2,1.007045837E1,1.007436530E1
9.735342583E0,-2.905458069E-1,4.400848389E-2,1.008512787E1,1.008940820E1
9.745266583E0,-2.695893860E-1,3.891906738E-2,1.007884094E1,1.008252091E1
9.755189583E0,-2.736309814E-1,3.113525391E-2,1.009874954E1,1.010250393E1
9.765112583E0,-2.826123047E-1,2.365081787E-2,1.006956024E1,1.007355312E1
9.775035583E0,-2.764750671E-1,1.916015625E-2,1.007958939E1,1.008339862E1
9.784958583E0,-2.933898926E-1,1.975891113E-2,1.011431717E1,1.011859080E1
9.794881833E0,-2.755769348E-1,1.422042847E-2,1.014410522E1,1.014785769E1
9.804804833E0,-2.851570129E-1,9.280700684E-3,1.017284546E1,1.017684555E1
9.814727833E0,-2.742297363E-1,-1.945953369E-3,1.013692017E1,1.014062898E1
9.824650833E0,-2.796185303E-1,-5.837860107E-3,1.009680359E1,1.010067638E1
9.834574833E0,-2.908451843E-1,-1.257385254E-2,1.012299911E1,1.012718421E1
9.844497833E0,-2.983296204E-1,-3.592529297E-3,1.011985565E1,1.012425266E1
9.854420833E0,-2.968327332E-1,2.095642090E-3,1.010383896E1,1.010819844E1
9.864343833E0,-3.013233948E-1,5.688171387E-3,1.007674530E1,1.008125111E1
9.874266833E0,-3.215313721E-1,1.197509766E-3,1.010713211E1,1.011224522E1
9.884189833E0,-2.954855347E-1,-1.347198486E-3,1.012763947E1,1.013194920E1
9.894112833E0,-3.044668579E-1,1.347198486E-3,1.010114456E1,1.010573220E1
9.904035833E0,-3.119512939E-1,8.532257080E-3,1.008033783E1,1.008516719E1
9.913959833E0,-3.147953796E-1,2.395019531E-2,1.006072861E1,1.006568079E1
9.923882833E0,-3.028202820E-1,3.068618774E-2,1.007914032E1,1.008373499E1
9.933805833E0,-3.107537842E-1,3.248245239E-2,1.005728577E1,1.006213794E1
9.943728833E0,-3.059637451E-1,4.056564331E-2,1.001746857E1,1.002222210E1
9.953651833E0,-3.245251465E-1,4.535568237E-2,1.002270767E1,1.002806276E1
9.963574833E0,-3.260220337E-1,3.951782227E-2,1.005938141E1,1.006474075E1
9.973497833E0,-3.231779480E-1,2.784210205E-2,1.006836273E1,1.007358661E1
9.983420833E0,-3.213816833E-1,2.574645996E-2,1.001746857E1,1.002265561E1
9.993344833E0,-3.255729675E-1,2.365081787E-2,9.996512146E0,1.000184044E1
1.000326783E1,-3.299139404E-1,3.727249146E-2,1.000459534E1,1.001010291E1
1.001319083E1,-3.195854187E-1,4.370910645E-2,1.002210892E1,1.002729836E1
1.002311383E1,-3.351530457E-1,5.044509888E-2,9.982740784E0,9.988492670E0
1.003303683E1,-3.279679871E-1,4.730163574E-2,9.946067047E0,9.951585308E0
1.004295983E1,-3.303630066E-1,5.254074097E-2,9.928703156E0,9.934336747E0
1.005288283E1,-3.080593872E-1,4.700225830E-2,9.946366425E0,9.951246899E0
1.006280583E1,-3.227288818E-1,5.343887329E-2,9.953850861E0,9.959224699E0
1.007272983E1,-3.065625000E-1,5.194198608E-2,9.950258331E0,9.955115238E0
1.008265283E1,-3.167413330E-1,4.281097412E-2,9.972711639E0,9.977832194E0
1.009257583E1,-3.170407104E-1,3.936813354E-2,9.984237671E0,9.989347653E0
1.010249883E1,-3.065625000E-1,4.775070190E-2,9.940678253E0,9.945518832E0
1.011242183E1,-2.966830444E-1,3.412902832E-2,9.906998291E0,9.911498411E0
1.012234483E1,-3.077600098E-1,2.739303589E-2,9.927805023E0,9.932611901E0
1.013226783E1,-3.291654968E-1,1.945953369E-2,9.957593079E0,9.963051165E0
1.014219083E1,-3.113525391E-1,3.472778320E-2,9.955946503E0,9.960874318E0
1.015211383E1,-3.019221497E-1,2.320175171E-2,9.942923584E0,9.947533599E0
1.016203783E1,-3.050656128E-1,1.945953369E-2,9.954449615E0,9.959142074E0
1.017196083E1,-2.871029663E-1,1.077758789E-2,9.992919617E0,9.997048901E0
1.018188383E1,-3.014730835E-1,1.242416382E-2,9.972861328E0,9.977424690E0
1.019180683E1,-2.884501648E-1,1.032852173E-2,9.914482727E0,9.918683276E0
1.020172983E1,-2.766247559E-1,5.837860107E-3,9.891730042E0,9.895598949E0
1.021165283E1,-2.642005920E-1,-7.484436035E-4,9.916428680E0,9.919947595E0
1.022157583E1,-2.835104370E-1,-7.035369873E-3,9.914632416E0,9.918687595E0
1.023149883E1,-2.621049500E-1,-1.317260742E-2,9.902058563E0,9.905535640E0
1.024142283E1,-2.529739380E-1,-4.640350342E-3,9.885143738E0,9.888381266E0
1.025134583E1,-2.565664673E-1,-5.837860107E-3,9.921518097E0,9.924836612E0
1.026126883E1,-2.582130432E-1,-8.831634521E-3,9.923763428E0,9.927126097E0
1.027119183E1,-2.520758057E-1,-8.083190918E-3,9.903555450E0,9.906766279E0
1.028111483E1,-2.429447937E-1,-6.885681152E-3,9.864187317E0,9.867181006E0
1.029103783E1,-2.555186462E-1,-7.933502197E-3,9.870324554E0,9.873634565E0
1.030096083E1,-2.520758057E-1,3.293151855E-3,9.882000275E0,9.885215348E0
1.031088383E1,-2.487826538E-1,3.592529297E-3,9.859397278E0,9.862536205E0
1.032080683E1,-2.525248718E-1,8.681945801E-3,9.833351440E0,9.836597213E0
1.033073083E1,-2.553689575E-1,1.796264648E-2,9.837093658E0,9.840424158E0
1.034065383E1,-2.658471680E-1,2.529739380E-2,9.839788055E0,9.843411180E0
1.035057683E1,-2.592608643E-1,2.499801636E-2,9.826765137E0,9.830216384E0
1.036049983E1,-2.558180237E-1,3.173400879E-2,9.788444824E0,9.791838540E0
1.037042283E1,-2.568658447E-1,3.532653809E-2,9.771829376E0,9.775268660E0
1.038034583E1,-2.649490356E-1,4.086502075E-2,9.792037354E0,9.795706380E0
1.039026883E1,-2.514770508E-1,3.323089600E-2,9.793234863E0,9.796519488E0
1.040019183E1,-2.697390747E-1,3.487747192E-2,9.765692139E0,9.769478929E0
1.041011583E1,-2.625540161E-1,3.053649902E-2,9.760752411E0,9.764330736E0
1.042003883E1,-2.664459229E-1,2.859054565E-2,9.788744202E0,9.792411546E0
1.042996183E1,-2.468367004E-1,2.829116821E-2,9.802066498E0,9.805214754E0
1.043988483E1,-2.436932373E-1,2.724334717E-2,9.778565369E0,9.781639395E0
1.044980783E1,-2.519261169E-1,2.454895020E-2,9.778715057E0,9.781990472E0
1.045973083E1,-2.451901245E-1,2.320175171E-2,9.808353424E0,9.811445022E0
1.046965383E1,-2.589614868E-1,2.275268555E-2,9.805060272E0,9.808505782E0
1.047957683E1,-2.484832764E-1,2.005828857E-2,9.786947937E0,9.790122379E0
1.048950083E1,-2.477348328E-1,1.362167358E-2,9.784403229E0,9.787548449E0
1.049942383E1,-2.468367004E-1,9.131011963E-3,9.808952179E0,9.812061689E0
1.050934683E1,-2.445913696E-1,8.981323242E-3,9.827363892E0,9.830411317E0
1.051926983E1,-2.362088013E-1,1.107696533E-2,9.828860779E0,9.831704914E0
1.052919283E1,-2.255809021E-1,7.933502197E-3,9.818981323E0,9.821575429E0
1.053911583E1,-2.251318359E-1,3.742218018E-3,9.829309845E0,9.831888444E0
1.054903883E1,-2.089654541E-1,2.395019531E-3,9.845176849E0,9.847394554E0
1.055896183E1,-2.160008240E-1,-2.395019531E-3,9.847422180E0,9.849791149E0
1.056888483E1,-2.091151428E-1,3.143463135E-3,9.820777588E0,9.823004197E0
1.057880883E1,-2.077679443E-1,6.436614990E-3,9.825867004E0,9.828065493E0
1.058873183E1,-2.227368164E-1,7.484436035E-3,9.855355682E0,9.857875194E0
1.059865483E1,-2.089654541E-1,4.340972900E-3,9.864187317E0,9.866401412E0
1.060857783E1,-2.032772827E-1,7.634124756E-3,9.841284943E0,9.843387082E0
1.061850083E1,-1.962419128E-1,7.334747314E-3,9.833052063E0,9.835012840E0
1.062842383E1,-1.887574768E-1,6.137237549E-3,9.853858795E0,9.855668430E0
1.063834683E1,-1.860630798E-1,1.077758789E-2,9.855954437E0,9.857716444E0
1.064826983E1,-1.835183716E-1,1.496887207E-2,9.848020935E0,9.849742098E0
1.065819383E1,-1.808239746E-1,1.362167358E-2,9.848470001E0,9.850139300E0
1.066811683E1,-1.752854919E-1,1.721420288E-2,9.861792297E0,9.863364976E0
1.067803983E1,-1.619631958E-1,1.616638184E-2,9.868827667E0,9.870169854E0
1.068796283E1,-1.678010559E-1,1.676513672E-2,9.864636383E0,9.866077703E0
1.069788583E1,-1.645079041E-1,2.409988403E-2,9.855954437E0,9.857356721E0
1.070780883E1,-1.499880981E-1,2.844085693E-2,9.865833893E0,9.867014934E0
1.071773183E1,-1.472937012E-1,2.230361938E-2,9.869576111E0,9.870700355E0
1.072765483E1,-1.478924561E-1,2.784210205E-2,9.866133270E0,9.867280936E0
1.073757783E1,-1.516346741E-1,3.173400879E-2,9.851014709E0,9.852232789E0
1.074750183E1,-1.420545959E-1,4.805007935E-2,9.850266266E0,9.851407708E0
1.075742483E1,-1.411564636E-1,4.685256958E-2,9.867929535E0,9.869050289E0
1.076734783E1,-1.369651794E-1,3.742218018E-2,9.855655060E0,9.856677764E0
1.077727083E1,-1.306782532E-1,4.924758911E-2,9.846673737E0,9.847663977E0
1.078719383E1,-1.369651794E-1,4.760101318E-2,9.868228912E0,9.869294158E0
1.079711621E1,-1.285826111E-1,4.430786133E-2,9.877659302E0,9.878595546E0
1.080703921E1,-1.336720276E-1,4.176315308E-2,9.893825684E0,9.894816776E0
1.081696221E1,-1.320254517E-1,4.834945679E-2,9.888885956E0,9.889885431E0
1.082688621E1,-1.395098877E-1,4.535568237E-2,9.916428680E0,9.917513697E0
1.083680921E1,-1.300794983E-1,3.203338623E-2,9.938582611E0,9.939485456E0
1.084673221E1,-1.404080200E-1,2.888992310E-2,9.958042145E0,9.959073872E0
1.085665521E1,-1.416055298E-1,2.245330811E-2,9.961934052E0,9.962965739E0
1.086657821E1,-1.460961914E-1,1.631607056E-2,9.962233429E0,9.963317982E0
1.087650121E1,-1.420545959E-1,1.721420288E-2,9.984237671E0,9.985263026E0
1.088642421E1,-1.451980591E-1,1.152603149E-2,1.000549347E1,1.000655360E1
1.089634721E1,-1.407073975E-1,8.532257080E-3,9.995464325E0,9.996458295E0
1.090627021E1,-1.336720276E-1,1.736389160E-2,9.985584869E0,9.986494625E0
1.091619421E1,-1.398092651E-1,9.580078125E-3,1.000998413E1,1.001096502E1
1.092611721E1,-1.272354126E-1,7.484436035E-3,1.002659958E1,1.002740963E1
1.093604021E1,-1.233435059E-1,8.532257080E-3,1.001941452E1,1.002017733E1
1.094596321E1,-1.278341675E-1,2.095642090E-3,1.001267853E1,1.001349476E1
1.095588621E1,-1.184037781E-1,9.879455566E-3,1.002375549E1,1.002445965E1
1.096580921E1,-1.258882141E-1,1.152603149E-2,1.004785538E1,1.004865057E1
1.097573221E1,-1.342707825E-1,1.347198486E-2,1.004396347E1,1.004486995E1
1.098565521E1,-1.356179810E-1,2.305206299E-2,1.003722748E1,1.003817011E1
1.099557921E1,-1.329235840E-1,2.320175171E-2,1.004381378E1,1.004472012E1
1.100550221E1,-1.263372803E-1,2.574645996E-2,1.005923172E1,1.006005799E1
1.101542521E1,-1.230441284E-1,2.754272461E-2,1.005593857E1,1.005672904E1
1.102534821E1,-1.152603149E-1,3.981719971E-2,1.005069946E1,1.005143920E1
1.103527121E1,-1.050814819E-1,3.562591553E-2,1.004605911E1,1.004667184E1
1.104519421E1,-1.046324158E-1,3.996688843E-2,1.005818390E1,1.005880752E1
1.105511721E1,-1.007405090E-1,4.041595459E-2,1.007644592E1,1.007703054E1
1.106504021E1,-9.924362183E-2,4.625381470E-2,1.006072861E1,1.006132441E1
1.107496321E1,-1.076261902E-1,4.535568237E-2,1.005893234E1,1.005961035E1
1.108488721E1,-1.086740112E-1,5.388793945E-2,1.005249573E1,1.005322756E1
1.109481021E1,-1.020877075E-1,5.358856201E-2,1.004875351E1,1.004941494E1
1.110473321E1,-8.711883545E-2,4.939727783E-2,1.004680756E1,1.004730670E1
1.111465621E1,-9.520202637E-2,5.493576050E-2,1.005683670E1,1.005743734E1
1.112457921E1,-1.017883301E-1,5.748046875E-2,1.006821304E1,1.006889163E1
1.113450221E1,-9.954299927E-2,5.224136353E-2,1.006506958E1,1.006569737E1
1.114442521E1,-9.684860229E-2,4.864883423E-2,1.004905289E1,1.004963732E1
1.115434821E1,-8.098159790E-2,5.777984619E-2,1.005129822E1,1.005179051E1
1.116427221E1,-8.023315430E-2,6.032455444E-2,1.005998016E1,1.006048097E1
1.117419521E1,-7.619155884E-2,5.673202515E-2,1.007135651E1,1.007180448E1
1.118411821E1,-7.873626709E-2,5.044509888E-2,1.007105713E1,1.007149124E1
1.119404121E1,-6.706054688E-2,4.146377563E-2,1.005384293E1,1.005415207E1
1.120396421E1,-7.723937988E-2,4.625381470E-2,1.006926086E1,1.006966334E1
1.121388721E1,-6.616241455E-2,4.849914551E-2,1.008363098E1,1.008396467E1
1.122381021E1,-7.499404907E-2,3.787124634E-2,1.008273285E1,1.008308286E1
1.123373321E1,-7.649093628E-2,3.936813354E-2,1.007584717E1,1.007621441E1
1.124365721E1,-5.703140259E-2,4.370910645E-2,1.008378067E1,1.008403668E1
