"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
8.776280563E1,1.780288294E-3,-2.662883140E-3,-6.462473869E-1,6.462553253E-1
8.777272763E1,2.745297505E-3,-1.391454600E-3,-6.427874565E-1,6.427948250E-1
8.778265062E1,-1.332002226E-3,-2.239671536E-3,-6.437043548E-1,6.437096292E-1
8.779257263E1,1.304059639E-3,9.213155136E-4,-6.439594626E-1,6.439614421E-1
8.780249563E1,6.287632976E-3,1.943436451E-3,-6.423338652E-1,6.423675783E-1
8.781241762E1,1.182876527E-3,3.580280580E-3,-6.437101960E-1,6.437212394E-1
8.782234063E1,5.198124330E-3,5.172851495E-3,-6.436212063E-1,6.436629833E-1
8.783226263E1,3.135396168E-3,5.891353823E-3,-6.440026164E-1,6.440371951E-1
8.784218562E1,4.852336366E-3,1.176175941E-2,-6.448779702E-1,6.450034733E-1
8.785210763E1,3.010879504E-3,9.374988265E-3,-6.439874172E-1,6.440626905E-1
8.786203063E1,7.226397283E-3,8.618117310E-3,-6.438417435E-1,6.439399688E-1
8.787195262E1,8.092069998E-3,1.232261490E-2,-6.441174150E-1,6.442860954E-1
8.788187563E1,7.765033748E-3,1.621855050E-2,-6.443661451E-1,6.446169918E-1
8.789179763E1,1.070872881E-2,1.646418497E-2,-6.447620988E-1,6.450611679E-1
8.790172062E1,1.230928861E-2,1.731639728E-2,-6.415750980E-1,6.419267736E-1
8.791164263E1,1.261945441E-2,1.641556993E-2,-6.446601152E-1,6.449925470E-1
8.792156563E1,1.164926495E-2,1.827525720E-2,-6.439192295E-1,6.442838385E-1
8.793148762E1,1.274992246E-2,1.768289134E-2,-6.437418461E-1,6.441108675E-1
8.794141063E1,1.284499746E-2,1.784081757E-2,-6.419775486E-1,6.423538446E-1
8.795133263E1,1.468394510E-2,1.894683018E-2,-6.435203552E-1,6.439666515E-1
8.796125562E1,1.214834955E-2,1.869196445E-2,-6.420643926E-1,6.424512870E-1
8.797117763E1,1.389531977E-2,2.154679596E-2,-6.425575614E-1,6.430688641E-1
8.798110063E1,1.038101222E-2,1.823994890E-2,-6.434504986E-1,6.437926726E-1
8.799102262E1,1.406519301E-2,1.858748123E-2,-6.430163980E-1,6.434387400E-1
8.800094563E1,1.072132774E-2,1.868708059E-2,-6.447549462E-1,6.451147918E-1
8.801086763E1,1.042295247E-2,1.746113226E-2,-6.438487172E-1,6.441697756E-1
8.802079062E1,1.209568419E-2,1.584699377E-2,-6.433368325E-1,6.436456423E-1
8.803071263E1,1.270215027E-2,1.520924922E-2,-6.410675049E-1,6.413736912E-1
8.804063563E1,1.113993954E-2,1.482575480E-2,-6.399008036E-1,6.401694617E-1
8.805055762E1,1.206807978E-2,1.170966495E-2,-6.423365474E-1,6.425566083E-1
8.806048063E1,7.781988010E-3,1.345163863E-2,-6.430190802E-1,6.432068434E-1
8.807040263E1,1.288799290E-2,1.035143342E-2,-6.430699825E-1,6.432824069E-1
8.808032563E1,7.918533869E-3,1.197010186E-2,-6.427567601E-1,6.429169769E-1
8.809024763E1,9.046126157E-3,9.246156551E-3,-6.408385038E-1,6.409690412E-1
8.810017063E1,5.576293450E-3,1.031435002E-2,-6.402187943E-1,6.403261556E-1
8.811009263E1,6.355745252E-3,7.200968452E-3,-6.431211233E-1,6.431928394E-1
8.812001562E1,7.597310934E-3,6.765541621E-3,-6.415999532E-1,6.416805994E-1
8.812993763E1,6.242929026E-3,3.369837068E-3,-6.406198740E-1,6.406591550E-1
8.813986063E1,4.765140824E-3,2.645724453E-3,-6.390262246E-1,6.390494677E-1
8.814978262E1,1.119080582E-3,-1.514378004E-3,-6.425085664E-1,6.425113256E-1
8.815970563E1,4.148426466E-3,-1.321830787E-3,-6.404898763E-1,6.405046747E-1
8.816962763E1,4.404518986E-4,-3.545987420E-3,-6.408651471E-1,6.408751086E-1
8.817955062E1,-3.062984324E-4,-6.874406710E-3,-6.409210563E-1,6.409579952E-1
8.818947263E1,-1.104311319E-3,-7.392559201E-3,-6.405296326E-1,6.405732430E-1
8.819939563E1,-3.025782062E-3,-6.571506150E-3,-6.426298022E-1,6.426705243E-1
8.820931762E1,9.323086124E-5,-1.109004021E-2,-6.401167512E-1,6.402128184E-1
8.821924063E1,-4.036799073E-3,-1.309939474E-2,-6.421021819E-1,6.422484736E-1
8.822916263E1,-1.974660205E-3,-1.426491886E-2,-6.401916742E-1,6.403536265E-1
8.823908562E1,-5.344890989E-3,-1.650330611E-2,-6.392518282E-1,6.394871592E-1
8.824900763E1,-6.973660551E-3,-1.739426143E-2,-6.418428421E-1,6.421163650E-1
8.825893063E1,-5.954469088E-3,-2.046675049E-2,-6.393343806E-1,6.396896074E-1
8.826885262E1,-7.171342615E-3,-2.166971564E-2,-6.407163143E-1,6.411227653E-1
8.827877563E1,-6.698631216E-3,-2.132856473E-2,-6.402167082E-1,6.406069097E-1
8.828869763E1,-6.276473403E-3,-2.423333190E-2,-6.397503614E-1,6.402399343E-1
8.829862062E1,-1.055217814E-2,-2.536996827E-2,-6.413949132E-1,6.419831917E-1
8.830854263E1,-1.143221464E-2,-2.856539562E-2,-6.410547495E-1,6.417926996E-1
8.831846563E1,-1.077894121E-2,-3.132762760E-2,-6.413029432E-1,6.421581354E-1
8.832838762E1,-1.219456829E-2,-2.898508124E-2,-6.392632723E-1,6.400362284E-1
8.833831063E1,-1.137697790E-2,-3.108897805E-2,-6.397303939E-1,6.405864009E-1
8.834823263E1,-9.907564148E-3,-3.024844825E-2,-6.422401071E-1,6.430283692E-1
8.835815562E1,-1.246419828E-2,-2.894456685E-2,-6.386701465E-1,6.394471833E-1
8.836807763E1,-1.126637310E-2,-3.122537956E-2,-6.374211907E-1,6.382849911E-1
8.837800063E1,-1.025224105E-2,-3.013827652E-2,-6.393107176E-1,6.401028181E-1
8.838792262E1,-1.142240595E-2,-2.768729627E-2,-6.395572424E-1,6.402581698E-1
8.839784563E1,-7.480129134E-3,-2.976642549E-2,-6.404022574E-1,6.411373049E-1
8.840776763E1,-6.975894794E-3,-2.661953680E-2,-6.395666003E-1,6.401583391E-1
8.841769062E1,-6.162299309E-3,-2.688531950E-2,-6.364376545E-1,6.370350716E-1
8.842761263E1,-5.134370644E-3,-2.684312873E-2,-6.390994191E-1,6.396835021E-1
8.843753563E1,-6.685160915E-4,-2.315598354E-2,-6.409887075E-1,6.414071793E-1
8.844745762E1,3.344747005E-3,-2.340415120E-2,-6.384478211E-1,6.388854060E-1
8.845738063E1,3.770320211E-3,-2.278603241E-2,-6.370917559E-1,6.375102540E-1
8.846730263E1,6.740838289E-3,-1.973530836E-2,-6.385455728E-1,6.388860382E-1
8.847722562E1,1.328928489E-2,-1.918669790E-2,-6.381519437E-1,6.385786073E-1
8.848714763E1,1.453906018E-2,-1.718714088E-2,-6.385183930E-1,6.389151120E-1
8.849707063E1,1.759903133E-2,-1.613465883E-2,-6.372627020E-1,6.377098121E-1
8.850699262E1,1.894676685E-2,-9.793827310E-3,-6.380235553E-1,6.383799465E-1
8.851691563E1,2.073028497E-2,-1.198081486E-2,-6.396533847E-1,6.401013491E-1
8.852683763E1,2.506569028E-2,-9.083349258E-3,-6.374784112E-1,6.380356736E-1
8.853676063E1,2.912195027E-2,-8.299048990E-3,-6.371724606E-1,6.378916105E-1
8.854668263E1,2.991671301E-2,-3.232635558E-3,-6.393458247E-1,6.400535472E-1
8.855660563E1,3.347735852E-2,-3.253675066E-3,-6.371825337E-1,6.380696680E-1
8.856652763E1,3.641366586E-2,2.469041385E-3,-6.364600658E-1,6.375056601E-1
8.857645062E1,3.397500888E-2,3.512733616E-3,-6.374944448E-1,6.384088093E-1
8.858637263E1,3.256415948E-2,2.893700264E-3,-6.364744306E-1,6.373135011E-1
8.859629563E1,3.703001514E-2,6.200813688E-3,-6.354064941E-1,6.365147955E-1
8.860621762E1,3.496428579E-2,6.929141469E-3,-6.383092999E-1,6.393037437E-1
8.861614063E1,3.578640148E-2,1.015742403E-2,-6.372016668E-1,6.382866159E-1
8.862606263E1,3.412348777E-2,9.315856732E-3,-6.374877691E-1,6.384683652E-1
8.863598562E1,3.333785757E-2,1.297210995E-2,-6.349063516E-1,6.359133303E-1
8.864590763E1,3.162372857E-2,9.266364388E-3,-6.358352304E-1,6.366885941E-1
8.865583063E1,3.170282394E-2,1.489362400E-2,-6.360839605E-1,6.370476387E-1
8.866575262E1,2.922509797E-2,1.079310384E-2,-6.364198327E-1,6.371819214E-1
8.867567563E1,2.695768327E-2,1.320326421E-2,-6.372866631E-1,6.379932083E-1
8.868559763E1,2.158774063E-2,1.043132786E-2,-6.349356174E-1,6.353881345E-1
8.869552062E1,2.094485424E-2,1.378131937E-2,-6.350343823E-1,6.355291326E-1
8.870544263E1,2.227411233E-2,1.329131518E-2,-6.369420290E-1,6.374699549E-1
8.871536563E1,1.965728961E-2,1.160180662E-2,-6.347156167E-1,6.351259127E-1
8.872528762E1,1.612025313E-2,1.050442550E-2,-6.359990835E-1,6.362900594E-1
8.873521063E1,1.396841928E-2,1.337824296E-2,-6.365157366E-1,6.368095296E-1
8.874513263E1,7.712745573E-3,1.016503107E-2,-6.374189854E-1,6.375466863E-1
8.875505513E1,7.224055938E-3,9.624942206E-3,-6.343310475E-1,6.344451941E-1
8.876497712E1,3.791287309E-3,7.213666104E-3,-6.349228024E-1,6.349750987E-1
8.877490013E1,8.034867351E-4,8.286385797E-3,-6.366690397E-1,6.367234690E-1
8.878482213E1,-1.519873273E-3,4.710686393E-3,-6.348685026E-1,6.348877981E-1
8.879474513E1,-5.134315696E-3,4.751167260E-3,-6.350653172E-1,6.351038434E-1
8.880466713E1,-8.902275935E-3,3.161557950E-3,-6.369370222E-1,6.370070771E-1
8.881459013E1,-1.337132603E-2,7.263636217E-4,-6.353796124E-1,6.355207092E-1
8.882451213E1,-1.541426592E-2,-5.767941475E-4,-6.372156143E-1,6.374022838E-1
8.883443512E1,-1.889448427E-2,-2.375492826E-3,-6.350957155E-1,6.353811552E-1
8.884435813E1,-1.960850507E-2,-7.494390011E-4,-6.347439289E-1,6.350471718E-1
8.885428013E1,-2.225142717E-2,-3.887708299E-3,-6.356797218E-1,6.360809296E-1
8.886420312E1,-2.370222285E-2,-4.373581149E-3,-6.360935569E-1,6.365500269E-1
8.887412513E1,-2.961071208E-2,-4.370917566E-3,-6.349369287E-1,6.356420397E-1
8.888404813E1,-2.666255645E-2,-4.494477063E-3,-6.351177692E-1,6.356930651E-1
8.889397012E1,-2.902664430E-2,-7.857516408E-3,-6.346282363E-1,6.353402907E-1
8.890389313E1,-3.160803765E-2,-7.929753512E-3,-6.342924237E-1,6.351289852E-1
8.891381513E1,-3.377398849E-2,-9.087163955E-3,-6.354559660E-1,6.364177430E-1
8.892373812E1,-3.507803753E-2,-1.068310253E-2,-6.334496140E-1,6.345100558E-1
8.893366013E1,-3.479734063E-2,-9.007708170E-3,-6.332437396E-1,6.342630586E-1
8.894358313E1,-3.716686368E-2,-8.763790131E-3,-6.366663575E-1,6.378104974E-1
8.895350512E1,-3.037367016E-2,-9.873796254E-3,-6.339315772E-1,6.347356113E-1
8.896342813E1,-3.566084430E-2,-9.006138891E-3,-6.366059184E-1,6.376675479E-1
8.897335013E1,-3.191403672E-2,-7.018419914E-3,-6.364130974E-1,6.372514374E-1
8.898327312E1,-3.384296224E-2,-4.080421291E-3,-6.334106922E-1,6.343272822E-1
8.899319513E1,-3.092466854E-2,-3.785076551E-3,-6.323472857E-1,6.331143275E-1
8.900311813E1,-2.688396722E-2,-3.114785999E-3,-6.353899837E-1,6.359661004E-1
8.901304012E1,-2.832340635E-2,1.219508238E-3,-6.350866556E-1,6.357190910E-1
8.902296313E1,-2.458098531E-2,1.339658163E-3,-6.343624592E-1,6.348399398E-1
8.903288513E1,-1.972391084E-2,6.525897421E-3,-6.355473399E-1,6.358868148E-1
8.904280812E1,-1.746338233E-2,9.572830983E-3,-6.340985894E-1,6.344112467E-1
8.905273013E1,-1.362470258E-2,9.943810292E-3,-6.350346804E-1,6.352586537E-1
8.906265313E1,-1.367044542E-2,1.426806021E-2,-6.338970065E-1,6.342049144E-1
8.907257512E1,-8.190193214E-3,1.790567487E-2,-6.335891485E-1,6.338950241E-1
8.908249813E1,-6.240675692E-3,1.743424684E-2,-6.372490525E-1,6.375180421E-1
8.909242013E1,-1.915968489E-3,1.634554565E-2,-6.350075006E-1,6.352207283E-1
8.910234312E1,-3.044193727E-4,1.945720613E-2,-6.344555020E-1,6.347538575E-1
8.911226513E1,-2.895056386E-4,2.359149978E-2,-6.365489960E-1,6.369860807E-1
8.912218813E1,2.423349069E-3,2.567751706E-2,-6.342967749E-1,6.348209244E-1
8.913211012E1,6.459902041E-3,2.500373870E-2,-6.331713200E-1,6.336977495E-1
8.914203313E1,1.222777646E-3,2.914455160E-2,-6.338477731E-1,6.345186361E-1
8.915195513E1,7.367755752E-3,2.828674763E-2,-6.335681081E-1,6.342420449E-1
8.916187812E1,6.066507660E-3,2.941480279E-2,-6.359859705E-1,6.366947368E-1
8.917180013E1,5.406309851E-3,2.974689752E-2,-6.346479654E-1,6.353677251E-1
8.918172313E1,3.162661334E-3,2.739007026E-2,-6.355718374E-1,6.361696149E-1
8.919164512E1,6.087877322E-3,2.579590306E-2,-6.332077384E-1,6.337622037E-1
8.920156813E1,7.141746115E-3,2.471374348E-2,-6.351422668E-1,6.356630182E-1
8.921149013E1,6.797665264E-3,2.153925598E-2,-6.340977550E-1,6.344998902E-1
8.922141313E1,2.259728499E-3,2.147629485E-2,-6.328725219E-1,6.332408440E-1
8.923133513E1,6.332234479E-3,1.875747368E-2,-6.359593868E-1,6.362674608E-1
8.924125813E1,1.524770749E-3,1.583147421E-2,-6.332501173E-1,6.334498177E-1
8.925118013E1,-1.068082871E-3,1.270998362E-2,-6.337667704E-1,6.338951047E-1
8.926110312E1,5.726900417E-5,1.226088870E-2,-6.329856515E-1,6.331043892E-1
8.927102513E1,8.700657636E-4,8.801442571E-3,-6.332485080E-1,6.333102678E-1
8.928094813E1,-2.385254484E-3,7.387728430E-3,-6.350650787E-1,6.351125272E-1
8.929087012E1,-1.053223968E-4,1.690427773E-3,-6.321382523E-1,6.321405213E-1
8.930079313E1,5.302738864E-4,-8.625620976E-4,-6.338160038E-1,6.338168126E-1
8.931071513E1,-4.763557576E-3,-3.724661656E-3,-6.332351565E-1,6.332640271E-1
8.932063812E1,-6.111769471E-3,-5.010407418E-3,-6.327413917E-1,6.327907447E-1
8.933056013E1,-5.039580632E-3,-7.521769032E-3,-6.336921453E-1,6.337568220E-1
8.934048313E1,-6.852091290E-3,-1.512215286E-2,-6.305789351E-1,6.307974509E-1
8.935040512E1,-4.868302960E-3,-1.770382188E-2,-6.320066452E-1,6.322732995E-1
8.936032813E1,-6.056265440E-3,-1.663240790E-2,-6.321943998E-1,6.324421511E-1
8.937025013E1,-7.139905356E-3,-2.362187393E-2,-6.334903240E-1,6.339707894E-1
8.938017312E1,-5.641078576E-3,-2.608716115E-2,-6.298246980E-1,6.303899681E-1
8.939009513E1,-5.146529526E-3,-2.722965926E-2,-6.329129338E-1,6.335193153E-1
8.940001813E1,-1.823566156E-3,-2.556801587E-2,-6.318966746E-1,6.324163630E-1
8.940994012E1,1.291267108E-3,-2.671157941E-2,-6.315776110E-1,6.321435395E-1
8.941986313E1,2.274202881E-3,-2.768976614E-2,-6.330969930E-1,6.337063181E-1
8.942978513E1,3.402584232E-3,-2.723356709E-2,-6.304101348E-1,6.310072763E-1
8.943970812E1,9.519057348E-3,-2.554718964E-2,-6.316117644E-1,6.321998832E-1
8.944963013E1,1.176889520E-2,-2.464571036E-2,-6.324533224E-1,6.330427497E-1
8.945955313E1,1.391703822E-2,-2.418550476E-2,-6.304596066E-1,6.310768085E-1
8.946947512E1,2.356620319E-2,-2.214073017E-2,-6.321603060E-1,6.329867537E-1
8.947939813E1,2.339792065E-2,-2.031452954E-2,-6.313365698E-1,6.320965173E-1
8.948932013E1,2.573990449E-2,-1.904926077E-2,-6.296883821E-1,6.305020822E-1
8.949924312E1,3.123110346E-2,-1.474578306E-2,-6.320282221E-1,6.329711632E-1
8.950916513E1,3.152884543E-2,-1.392632816E-2,-6.295621395E-1,6.305049549E-1
8.951908813E1,3.406956792E-2,-1.142506674E-2,-6.308077574E-1,6.318304317E-1
8.952901012E1,3.620702401E-2,-1.224771701E-2,-6.317582130E-1,6.329134182E-1
8.953893313E1,3.782901168E-2,-1.101897657E-2,-6.298274398E-1,6.310586786E-1
8.954885513E1,3.895366192E-2,-8.977396414E-3,-6.302205324E-1,6.314870552E-1
8.955877812E1,3.865582123E-2,-5.981691182E-3,-6.300995350E-1,6.313125035E-1
8.956870013E1,4.114054888E-2,-6.382496096E-3,-6.325947046E-1,6.339632019E-1
8.957862313E1,4.272031412E-2,-5.331488326E-3,-6.297688484E-1,6.312386652E-1
8.958854512E1,3.995142877E-2,-3.007347696E-3,-6.313331723E-1,6.326031420E-1
8.959846813E1,4.390246794E-2,-2.762941644E-3,-6.314705610E-1,6.330008926E-1
8.960839013E1,3.790023550E-2,-1.059051603E-3,-6.321310401E-1,6.332670853E-1
8.961831312E1,3.679535165E-2,-9.202202782E-4,-6.310167909E-1,6.320893410E-1
8.962823513E1,3.758790717E-2,-3.127448261E-3,-6.312226653E-1,6.323485470E-1
8.963815813E1,3.465538472E-2,-3.840341233E-3,-6.280795336E-1,6.290466154E-1
8.964808113E1,3.356002644E-2,-6.940830499E-4,-6.278808713E-1,6.287775009E-1
8.965800313E1,2.854682878E-2,-3.491817042E-3,-6.303347945E-1,6.309905446E-1
8.966792513E1,3.134288266E-2,-4.993307404E-3,-6.292327642E-1,6.300326825E-1
8.967784813E1,2.703675069E-2,-5.963578820E-3,-6.305523515E-1,6.311598990E-1
8.968777112E1,2.783490159E-2,-4.526271485E-3,-6.299132109E-1,6.305441476E-1
8.969769313E1,2.295093983E-2,-7.656081580E-3,-6.301973462E-1,6.306616021E-1
8.970761613E1,2.009576373E-2,-5.894133821E-3,-6.286362410E-1,6.289849791E-1
8.971753812E1,1.603959687E-2,-6.152572110E-3,-6.273272038E-1,6.275623821E-1
8.972746113E1,1.635571383E-2,-1.150605828E-2,-6.282798052E-1,6.285979736E-1
8.973738313E1,1.377491839E-2,-8.902263828E-3,-6.286015511E-1,6.288154806E-1
8.974730612E1,8.650995791E-3,-1.105223410E-2,-6.283456087E-1,6.285023433E-1
8.975722888E1,7.413393352E-3,-1.048797928E-2,-6.285824180E-1,6.287136171E-1
8.976715187E1,6.406718399E-3,-1.058172248E-2,-6.288514137E-1,6.289730673E-1
8.977707388E1,2.742727054E-3,-9.452154860E-3,-6.279833913E-1,6.280605110E-1
8.978699688E1,-2.386818524E-4,-9.476656094E-3,-6.293144822E-1,6.293858765E-1
8.979691887E1,-3.809246467E-3,-1.026636641E-2,-6.291765571E-1,6.292718400E-1
8.980684188E1,-7.550455164E-3,-9.343048558E-3,-6.288875937E-1,6.290023112E-1
8.981676388E1,-1.163891237E-2,-8.528845385E-3,-6.292459965E-1,6.294114152E-1
8.982668687E1,-1.354014315E-2,-8.818863891E-3,-6.289021969E-1,6.291097528E-1
8.983660888E1,-1.689637080E-2,-6.980244070E-3,-6.270396709E-1,6.273061135E-1
8.984653188E1,-2.023730613E-2,-6.919257343E-3,-6.269525886E-1,6.273172825E-1
8.985645387E1,-2.266023122E-2,-3.668732941E-3,-6.275762916E-1,6.279959772E-1
8.986637688E1,-2.470687032E-2,-3.888444044E-3,-6.278992891E-1,6.283972205E-1
8.987629888E1,-3.000279516E-2,-4.954231903E-3,-6.307422519E-1,6.314748613E-1
8.988622188E1,-2.861821838E-2,-1.410629600E-3,-6.269536018E-1,6.276080076E-1
8.989614388E1,-2.730418555E-2,-1.155425794E-3,-6.276079416E-1,6.282026599E-1
8.990606688E1,-3.429605067E-2,-3.104005009E-5,-6.277506948E-1,6.286868496E-1
8.991598888E1,-3.511066362E-2,-1.388242468E-3,-6.284169555E-1,6.293985668E-1
8.992591187E1,-3.675996140E-2,2.402233891E-3,-6.282017827E-1,6.292809748E-1
8.993583388E1,-3.858338296E-2,2.783820964E-3,-6.287059784E-1,6.298949392E-1
8.994575688E1,-4.179515690E-2,6.743143313E-3,-6.268814802E-1,6.283093946E-1
8.995567887E1,-4.009144008E-2,4.543255083E-3,-6.300703287E-1,6.313608983E-1
8.996560188E1,-4.184886068E-2,9.070628323E-3,-6.268231273E-1,6.282840411E-1
8.997552388E1,-4.177064449E-2,8.838986047E-3,-6.279028058E-1,6.293527214E-1
8.998544687E1,-4.141804203E-2,1.114341896E-2,-6.236595511E-1,6.251326785E-1
8.999536888E1,-3.782933950E-2,1.102345902E-2,-6.270045042E-1,6.282413739E-1
9.000529188E1,-3.942510486E-2,1.172174048E-2,-6.249141693E-1,6.262662829E-1
9.001521387E1,-3.878567368E-2,1.532493066E-2,-6.263613701E-1,6.277481564E-1
9.002513688E1,-3.739683330E-2,1.489456464E-2,-6.241700649E-1,6.254667386E-1
9.003505888E1,-3.638441116E-2,1.670230180E-2,-6.255799532E-1,6.268596893E-1
9.004498187E1,-3.364188969E-2,1.749166101E-2,-6.271999478E-1,6.283450561E-1
9.005490388E1,-3.120891377E-2,1.954638958E-2,-6.267927885E-1,6.278735998E-1
9.006482688E1,-2.794094756E-2,2.287267894E-2,-6.292514205E-1,6.302866064E-1
9.007474887E1,-2.358392254E-2,2.082113549E-2,-6.259176135E-1,6.267077309E-1
9.008467188E1,-2.100518346E-2,2.384275943E-2,-6.279650331E-1,6.287684611E-1
9.009459388E1,-1.715021580E-2,2.423845232E-2,-6.261746287E-1,6.268782164E-1
9.010451687E1,-1.563274674E-2,2.490504086E-2,-6.238062978E-1,6.244989519E-1
9.011443888E1,-8.955422789E-3,2.515710890E-2,-6.246305704E-1,6.252011110E-1
9.012436188E1,-7.334356196E-3,2.624900267E-2,-6.267461777E-1,6.273384845E-1
9.013428387E1,-4.019416403E-3,2.833061665E-2,-6.257666349E-1,6.264205145E-1
9.014420688E1,7.953122840E-4,2.905180305E-2,-6.286476851E-1,6.293191175E-1
9.015412888E1,1.533218077E-3,2.575679496E-2,-6.249165535E-1,6.254490084E-1
9.016405187E1,5.994278938E-3,2.787400782E-2,-6.250968575E-1,6.257467323E-1
9.017397388E1,5.021141376E-3,2.283676714E-2,-6.248803735E-1,6.253176880E-1
9.018389688E1,8.453689516E-3,2.351347730E-2,-6.233437061E-1,6.238443111E-1
9.019381887E1,1.032506861E-2,2.302817255E-2,-6.236632466E-1,6.241736529E-1
9.020374188E1,9.982053190E-3,1.497903746E-2,-6.238169074E-1,6.240765553E-1
9.021366388E1,1.448428258E-2,1.727171987E-2,-6.263365746E-1,6.267420613E-1
9.022358687E1,1.232259441E-2,7.719761692E-3,-6.244549751E-1,6.246242527E-1
9.023350888E1,1.571286283E-2,8.303343318E-3,-6.245995760E-1,6.248523585E-1
9.024343188E1,1.402015798E-2,5.958163179E-3,-6.229153872E-1,6.231016322E-1
9.025335487E1,1.780744456E-2,2.983621322E-3,-6.241708994E-1,6.244319969E-1
9.026327688E1,1.779386215E-2,9.985016659E-4,-6.250052452E-1,6.252592863E-1
9.027319988E1,1.813710667E-2,-4.318503663E-3,-6.248140335E-1,6.250921377E-1
9.028312187E1,1.717410609E-2,-7.250376977E-3,-6.241669059E-1,6.244452292E-1
9.029304488E1,1.808772236E-2,-1.241049450E-2,-6.226531267E-1,6.230394067E-1
9.030296688E1,1.942942291E-2,-1.350026019E-2,-6.235376000E-1,6.239862965E-1
9.031288988E1,2.013298310E-2,-1.543552149E-2,-6.248832941E-1,6.253980521E-1
9.032281188E1,1.831271313E-2,-2.084759623E-2,-6.243985891E-1,6.250148605E-1
9.033273488E1,2.145902626E-2,-2.201498300E-2,-6.226784587E-1,6.234369352E-1
9.034265688E1,2.054103464E-2,-2.373272181E-2,-6.232590079E-1,6.240488500E-1
9.035257987E1,1.980332099E-2,-2.609215304E-2,-6.223809719E-1,6.232423655E-1
9.036250188E1,2.144915424E-2,-3.060488030E-2,-6.225104332E-1,6.236312728E-1
9.037242488E1,2.148324251E-2,-3.125309199E-2,-6.246955395E-1,6.258456699E-1
9.038234687E1,2.121346444E-2,-3.210317343E-2,-6.246393323E-1,6.258233938E-1
9.039226988E1,2.203931101E-2,-3.217002004E-2,-6.233064532E-1,6.245250804E-1
9.040219188E1,2.312641405E-2,-3.102992103E-2,-6.249277592E-1,6.261249006E-1
9.041211487E1,2.209572308E-2,-3.180857003E-2,-6.230230927E-1,6.242257446E-1
9.042203688E1,2.225844190E-2,-2.856324241E-2,-6.235708594E-1,6.246214164E-1
9.043195988E1,2.342291549E-2,-2.716685086E-2,-6.217857599E-1,6.228195581E-1
9.044188187E1,2.437606081E-2,-2.370047942E-2,-6.237684488E-1,6.246943115E-1
9.045180488E1,2.849843726E-2,-1.919944398E-2,-6.232417226E-1,6.241882924E-1
9.046172688E1,2.625392564E-2,-1.279720571E-2,-6.231953502E-1,6.238793806E-1
9.047164987E1,2.669710480E-2,-1.339421608E-2,-6.224493980E-1,6.231656229E-1
9.048157188E1,2.523103543E-2,-4.745866172E-3,-6.223732829E-1,6.229025860E-1
9.049149488E1,2.237666771E-2,-1.983965747E-3,-6.248185635E-1,6.252222714E-1
9.050141687E1,2.360731550E-2,1.556972973E-3,-6.222448945E-1,6.226944983E-1
9.051133988E1,2.202678472E-2,8.072539233E-3,-6.206635237E-1,6.211067177E-1
9.052126188E1,2.229070477E-2,1.295677666E-2,-6.234345436E-1,6.239674541E-1
9.053118487E1,2.031328902E-2,1.415053476E-2,-6.225226521E-1,6.230147027E-1
9.054110688E1,1.864987798E-2,1.751996577E-2,-6.217884421E-1,6.223147386E-1
9.055102988E1,1.613381691E-2,1.885809377E-2,-6.229830980E-1,6.234772395E-1
9.056095187E1,1.205571834E-2,2.081951126E-2,-6.216781735E-1,6.221435074E-1
9.057087488E1,1.168894488E-2,2.108115330E-2,-6.242555976E-1,6.247208157E-1
9.058079688E1,1.219148375E-2,2.184921131E-2,-6.230699420E-1,6.235721072E-1
9.059071987E1,5.872839130E-3,1.988026127E-2,-6.231610179E-1,6.235057091E-1
9.060064188E1,3.246429609E-3,1.959290728E-2,-6.227484941E-1,6.230650915E-1
9.061056488E1,8.594008395E-4,1.735398173E-2,-6.208294034E-1,6.210724977E-1
9.062048687E1,-5.850976449E-4,1.542105805E-2,-6.222081184E-1,6.223994650E-1
9.063040988E1,-3.024581354E-3,1.340257842E-2,-6.228185296E-1,6.229700619E-1
9.064033288E1,-5.262435880E-3,1.000545081E-2,-6.209034324E-1,6.210063402E-1
9.065025487E1,-6.892654579E-3,1.079923753E-2,-6.217926741E-1,6.219246431E-1
9.066017788E1,-1.068739220E-2,8.374962024E-3,-6.228294373E-1,6.229774219E-1
9.067009988E1,-1.139792055E-2,5.888055079E-3,-6.216001511E-1,6.217325225E-1
9.068002287E1,-1.653409190E-2,4.048078321E-3,-6.216267943E-1,6.218598191E-1
9.068994488E1,-1.679990813E-2,-1.581338234E-3,-6.201921105E-1,6.204216240E-1
9.069986788E1,-1.975388639E-2,-2.408782020E-3,-6.206182241E-1,6.209371936E-1
9.070978987E1,-1.930930838E-2,-9.385630488E-3,-6.226465106E-1,6.230165460E-1
9.071971288E1,-2.156367339E-2,-9.686036035E-3,-6.218443513E-1,6.222935067E-1
9.072963488E1,-2.304649353E-2,-1.453478076E-2,-6.196312904E-1,6.202300676E-1
9.073955788E1,-2.336633950E-2,-1.611376926E-2,-6.208888292E-1,6.215372697E-1
9.074947988E1,-2.252428420E-2,-2.099747956E-2,-6.208174229E-1,6.215806545E-1
9.075940250E1,-2.397677302E-2,-2.340257913E-2,-6.186555028E-1,6.195621014E-1
