"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.154014813E1,1.363942586E-2,-2.366647124E-3,-1.652361751E0,1.652419738E0
2.155007012E1,1.684880257E-2,1.738313586E-5,-1.650597334E0,1.650683326E0
2.155999313E1,1.651324332E-2,2.322082408E-3,-1.651446939E0,1.651531129E0
2.156991513E1,1.662944444E-2,5.550307222E-3,-1.652742028E0,1.652835006E0
2.157983812E1,1.690587960E-2,1.061217766E-2,-1.652075171E0,1.652195751E0
2.158976013E1,2.003424428E-2,1.499797124E-2,-1.654190302E0,1.654379601E0
2.159968313E1,2.256877534E-2,1.322670188E-2,-1.651353717E0,1.651560896E0
2.160960512E1,2.195960842E-2,1.865040883E-2,-1.652188063E0,1.652439244E0
2.161952813E1,2.594529465E-2,1.718886569E-2,-1.652864218E0,1.653157203E0
2.162945013E1,2.285012044E-2,2.263136208E-2,-1.653300524E0,1.653613295E0
2.163937312E1,2.674925514E-2,2.661811560E-2,-1.650114536E0,1.650545979E0
2.164929513E1,2.727782726E-2,2.705000341E-2,-1.651095629E0,1.651542478E0
2.165921813E1,2.374088205E-2,2.497700229E-2,-1.652634144E0,1.652993374E0
2.166914012E1,2.370970324E-2,2.638914064E-2,-1.651184559E0,1.651565616E0
2.167906313E1,2.280103229E-2,2.604079619E-2,-1.653403044E0,1.653765290E0
2.168898513E1,2.478696033E-2,2.426098660E-2,-1.649992585E0,1.650357089E0
2.169890800E1,2.352888137E-2,2.349452674E-2,-1.650278807E0,1.650613747E0
2.170883000E1,2.218177170E-2,1.955496147E-2,-1.652763844E0,1.653028357E0
2.171875300E1,1.986854896E-2,1.976056024E-2,-1.653307915E0,1.653545373E0
2.172867500E1,1.877818070E-2,1.698339358E-2,-1.650315642E0,1.650509853E0
2.173859800E1,1.565269381E-2,1.867636666E-2,-1.651998758E0,1.652178474E0
2.174852000E1,1.451180130E-2,1.475214120E-2,-1.650925159E0,1.651054845E0
2.175844300E1,1.197380945E-2,1.217846107E-2,-1.651041865E0,1.651130197E0
2.176836500E1,1.342204493E-2,7.288831286E-3,-1.650654674E0,1.650725334E0
2.177828800E1,8.409976028E-3,5.860843696E-3,-1.650092483E0,1.650124322E0
2.178821000E1,7.001420949E-3,3.546624444E-3,-1.650098562E0,1.650117227E0
2.179813300E1,4.212026019E-3,4.146368243E-3,-1.650470018E0,1.650480601E0
2.180805500E1,-8.406768902E-4,8.720317855E-4,-1.650632262E0,1.650632707E0
2.181797800E1,-3.589110565E-4,-2.637215890E-3,-1.648385882E0,1.648388031E0
2.182790100E1,-6.497799885E-3,-2.043903805E-3,-1.649308681E0,1.649322748E0
2.183782300E1,-3.534500254E-3,-5.172585137E-3,-1.647868752E0,1.647880661E0
2.184774600E1,-6.364708766E-3,-1.166834868E-2,-1.646789551E0,1.646843188E0
2.185766800E1,-7.182032801E-3,-1.097406261E-2,-1.648850560E0,1.648902720E0
2.186759100E1,-5.192721728E-3,-1.370835397E-2,-1.646981597E0,1.647046831E0
2.187751300E1,-1.094807871E-2,-1.759470440E-2,-1.648586631E0,1.648716869E0
2.188743600E1,-1.140746102E-2,-2.062443271E-2,-1.648580313E0,1.648748782E0
2.189735800E1,-1.291773934E-2,-2.308971994E-2,-1.646412730E0,1.646625301E0
2.190728100E1,-1.395628788E-2,-2.422161773E-2,-1.648106813E0,1.648343876E0
2.191720300E1,-1.450223569E-2,-2.782247774E-2,-1.648315549E0,1.648614131E0
2.192712600E1,-1.799850911E-2,-3.127527609E-2,-1.645584226E0,1.645979809E0
2.193704800E1,-1.755562611E-2,-3.146303073E-2,-1.646853805E0,1.647247879E0
2.194697100E1,-2.280498296E-2,-3.396347165E-2,-1.650128126E0,1.650635156E0
2.195689300E1,-2.259965241E-2,-3.273389116E-2,-1.649927020E0,1.650406442E0
2.196681600E1,-2.065853402E-2,-3.503788635E-2,-1.645960569E0,1.646463065E0
2.197673800E1,-2.233099937E-2,-3.585521132E-2,-1.647741675E0,1.648283015E0
2.198666100E1,-2.349886857E-2,-3.513274714E-2,-1.647010684E0,1.647552943E0
2.199658300E1,-2.306956612E-2,-3.567123786E-2,-1.649225354E0,1.649772382E0
2.200650600E1,-1.922061481E-2,-3.323416412E-2,-1.648146749E0,1.648593839E0
2.201642800E1,-1.992155984E-2,-3.477160633E-2,-1.648236990E0,1.648724085E0
2.202635100E1,-2.213883027E-2,-3.000826389E-2,-1.646947503E0,1.647369631E0
2.203627300E1,-1.857845113E-2,-3.011239320E-2,-1.646558166E0,1.646938283E0
2.204619600E1,-2.081914060E-2,-2.629859559E-2,-1.645336032E0,1.645677888E0
2.205611800E1,-2.318828925E-2,-2.498725429E-2,-1.647229314E0,1.647582008E0
2.206604100E1,-1.603437029E-2,-2.240441367E-2,-1.647473216E0,1.647703571E0
2.207596300E1,-1.754305139E-2,-1.795320585E-2,-1.647419214E0,1.647610434E0
2.208588600E1,-1.576749422E-2,-1.564097777E-2,-1.647411942E0,1.647561641E0
2.209580800E1,-1.209259871E-2,-8.119944483E-3,-1.646509409E0,1.646573836E0
2.210573100E1,-9.212753735E-3,-5.015861243E-3,-1.645513892E0,1.645547326E0
2.211565300E1,-1.207831502E-2,2.908640541E-3,-1.644506693E0,1.644553620E0
2.212557600E1,-8.335494436E-3,9.123277850E-3,-1.646888375E0,1.646934739E0
2.213549800E1,-2.672282979E-3,1.592871919E-2,-1.645149589E0,1.645228870E0
2.214542100E1,-3.909540363E-3,2.002087235E-2,-1.643295765E0,1.643422371E0
2.215534300E1,-2.933225827E-3,2.383558080E-2,-1.643558383E0,1.643733828E0
2.216526600E1,-2.167968545E-3,2.044394240E-2,-1.644505382E0,1.644633882E0
2.217518800E1,-2.425762359E-3,2.999696508E-2,-1.645524025E0,1.645799204E0
2.218511100E1,1.824973966E-3,2.987427637E-2,-1.643612981E0,1.643885469E0
2.219503400E1,7.634379435E-4,3.007560968E-2,-1.645454288E0,1.645729303E0
2.220495600E1,3.464135109E-3,3.265496343E-2,-1.644895315E0,1.645223068E0
2.221487900E1,2.628701273E-3,3.606061265E-2,-1.644192696E0,1.644590192E0
2.222480100E1,3.643754753E-4,3.511328623E-2,-1.645972252E0,1.646346783E0
2.223472400E1,6.946111564E-3,3.989525884E-2,-1.642207623E0,1.642706838E0
2.224464600E1,3.185302019E-3,3.908037022E-2,-1.643326998E0,1.643794708E0
2.225456900E1,8.851177059E-3,4.119731858E-2,-1.643684387E0,1.644224415E0
2.226449100E1,5.939740688E-3,4.222366959E-2,-1.643424153E0,1.643977210E0
2.227441400E1,9.437270463E-3,3.683343157E-2,-1.643369317E0,1.643809136E0
2.228433600E1,1.198051311E-2,3.899537027E-2,-1.642327189E0,1.642833762E0
2.229425900E1,1.143083721E-2,3.524430841E-2,-1.639784098E0,1.640202644E0
2.230418100E1,1.117824391E-2,2.953805029E-2,-1.641563416E0,1.641867198E0
2.231410400E1,1.399347093E-2,2.709193528E-2,-1.642315745E0,1.642598794E0
2.232402600E1,1.244735625E-2,2.410330251E-2,-1.641401768E0,1.641625922E0
2.233394900E1,1.263484266E-2,2.019884065E-2,-1.642202020E0,1.642374837E0
2.234387100E1,1.812967658E-2,1.678911969E-2,-1.641596198E0,1.641782153E0
2.235379400E1,2.083731256E-2,1.378107909E-2,-1.641359448E0,1.641549558E0
2.236371600E1,1.792821847E-2,4.729314707E-3,-1.639663815E0,1.639768647E0
2.237363900E1,1.898416318E-2,3.079487942E-3,-1.641036391E0,1.641149085E0
2.238356100E1,2.316495590E-2,-4.418473691E-5,-1.639463782E0,1.639627430E0
2.239348400E1,2.647872828E-2,-7.075995207E-3,-1.641698480E0,1.641927249E0
2.240340600E1,2.586247958E-2,-8.317888714E-3,-1.639098167E0,1.639323293E0
2.241332900E1,2.757835388E-2,-1.458856743E-2,-1.638374209E0,1.638671243E0
2.242325100E1,2.375823632E-2,-2.046532556E-2,-1.640878916E0,1.641178509E0
2.243317400E1,2.700383030E-2,-2.433436736E-2,-1.637956381E0,1.638359690E0
2.244309600E1,2.935895324E-2,-2.788366564E-2,-1.639900804E0,1.640400589E0
2.245301900E1,2.817943878E-2,-3.049862385E-2,-1.641362309E0,1.641887474E0
2.246294100E1,2.896858938E-2,-3.427936882E-2,-1.640268803E0,1.640882689E0
2.247286400E1,2.976780385E-2,-3.806159273E-2,-1.641260028E0,1.641971159E0
2.248278600E1,2.887446620E-2,-4.086299241E-2,-1.637781143E0,1.638545267E0
2.249270900E1,2.745739929E-2,-4.149016365E-2,-1.639298439E0,1.640053266E0
2.250263100E1,2.808353491E-2,-4.526672140E-2,-1.637648821E0,1.638515005E0
2.251255400E1,3.231796250E-2,-4.544142634E-2,-1.638753176E0,1.639701602E0
2.252247600E1,2.787665650E-2,-4.366968200E-2,-1.636621356E0,1.637441178E0
2.253239900E1,2.494717948E-2,-4.460605234E-2,-1.636868477E0,1.637666166E0
2.254232100E1,2.362841927E-2,-4.447528347E-2,-1.639755130E0,1.640528341E0
2.255224400E1,2.178764157E-2,-4.269042984E-2,-1.638262630E0,1.638963580E0
2.256216600E1,2.421635948E-2,-4.320836440E-2,-1.639503956E0,1.640251998E0
2.257208900E1,1.959710754E-2,-4.003307596E-2,-1.636989474E0,1.637596175E0
2.258201100E1,1.951503195E-2,-3.835011646E-2,-1.638275504E0,1.638840503E0
2.259193400E1,1.066348236E-2,-2.991215698E-2,-1.639053106E0,1.639360708E0
2.260185600E1,5.296722520E-3,-2.680349350E-2,-1.635862947E0,1.636091092E0
2.261177900E1,-5.598269869E-3,-1.503391936E-2,-1.635382175E0,1.635460858E0
2.262170100E1,-8.747523651E-3,-6.952633150E-3,-1.635278821E0,1.635316997E0
2.263162400E1,-2.002041787E-2,-1.551742665E-3,-1.636253357E0,1.636376568E0
2.264154600E1,-2.388833836E-2,6.012306549E-3,-1.635176659E0,1.635362194E0
2.265146900E1,-2.976992913E-2,9.438729845E-3,-1.636044025E0,1.636342077E0
2.266139100E1,-3.204116225E-2,9.978388436E-3,-1.637000918E0,1.637344866E0
2.267131400E1,-3.830198571E-2,1.550178509E-2,-1.634911299E0,1.635433368E0
2.268123700E1,-3.962075338E-2,1.479553897E-2,-1.634463906E0,1.635011001E0
2.269115900E1,-4.001090676E-2,1.538489666E-2,-1.635491133E0,1.636052815E0
2.270108275E1,-4.378091544E-2,1.497876178E-2,-1.635596871E0,1.636251282E0
2.271100475E1,-4.159738868E-2,1.807868108E-2,-1.635819197E0,1.636447868E0
2.272092775E1,-4.002644122E-2,1.510695834E-2,-1.634997964E0,1.635557605E0
2.273084975E1,-3.701653704E-2,1.794268936E-2,-1.633663893E0,1.634181715E0
2.274077275E1,-3.817223758E-2,1.411577035E-2,-1.632104635E0,1.632611992E0
2.275069475E1,-3.662893549E-2,1.411497127E-2,-1.635020018E0,1.635491171E0
2.276061775E1,-3.291578963E-2,1.175503898E-2,-1.634698868E0,1.635072481E0
2.277053975E1,-3.110484034E-2,1.132067759E-2,-1.633285284E0,1.633620668E0
2.278046275E1,-3.101336025E-2,7.239225321E-3,-1.632790446E0,1.633101000E0
2.279038475E1,-2.755551040E-2,9.266423993E-3,-1.632642031E0,1.632900846E0
2.280030775E1,-2.542148903E-2,3.805416636E-3,-1.633196592E0,1.633398862E0
2.281022975E1,-2.206297778E-2,1.946796663E-3,-1.632777095E0,1.632927312E0
2.282015275E1,-1.884604059E-2,2.321817912E-3,-1.632241011E0,1.632351458E0
2.283007475E1,-1.710752957E-2,-4.646609537E-3,-1.631469965E0,1.631566274E0
2.283999775E1,-1.332587004E-2,-5.481277592E-3,-1.633148909E0,1.633212473E0
2.284991975E1,-7.255195174E-3,-8.103692904E-3,-1.631422639E0,1.631458898E0
2.285984275E1,-5.505376961E-3,-9.635049850E-3,-1.632263660E0,1.632301382E0
2.286976475E1,-3.441426903E-3,-1.098633744E-2,-1.628863096E0,1.628903781E0
2.287968775E1,2.814894076E-3,-1.279160846E-2,-1.629943013E0,1.629995637E0
2.288960975E1,6.316151936E-3,-1.766705699E-2,-1.630436182E0,1.630544131E0
2.289953275E1,8.102871478E-3,-1.699222438E-2,-1.630230546E0,1.630339236E0
2.290945475E1,1.055803895E-2,-1.854324900E-2,-1.630448937E0,1.630588563E0
2.291937775E1,1.339084376E-2,-2.060906217E-2,-1.628920317E0,1.629105720E0
2.292929975E1,1.809703372E-2,-1.725644432E-2,-1.629620671E0,1.629812511E0
2.293922275E1,2.329483069E-2,-2.357874811E-2,-1.629210591E0,1.629547716E0
2.294914475E1,2.357046865E-2,-2.376703173E-2,-1.631861806E0,1.632205071E0
2.295906775E1,2.822810784E-2,-2.046470717E-2,-1.629502773E0,1.629875737E0
2.296898975E1,3.222125396E-2,-2.507943287E-2,-1.626903176E0,1.627415476E0
2.297891275E1,3.086904995E-2,-2.587169781E-2,-1.629467607E0,1.629965314E0
2.298883475E1,3.649923950E-2,-2.446501702E-2,-1.630074263E0,1.630666377E0
2.299875775E1,3.521266580E-2,-2.572282776E-2,-1.627055049E0,1.627639311E0
2.300867975E1,4.235659540E-2,-2.048785239E-2,-1.626534104E0,1.627214499E0
2.301860275E1,4.469482973E-2,-1.926133782E-2,-1.628734469E0,1.629461444E0
2.302852475E1,4.190650210E-2,-2.077214792E-2,-1.627568722E0,1.628240640E0
2.303844775E1,4.566744342E-2,-1.760531031E-2,-1.626587391E0,1.627323570E0
2.304836975E1,4.176032171E-2,-1.512883790E-2,-1.627284884E0,1.627890937E0
2.305829275E1,4.615046084E-2,-1.097931620E-2,-1.627956510E0,1.628647539E0
2.306821475E1,3.948989511E-2,-8.549181744E-3,-1.625905633E0,1.626407596E0
2.307813775E1,4.236018285E-2,-1.059004012E-2,-1.629380822E0,1.629965766E0
2.308805975E1,3.315070271E-2,-3.162750043E-3,-1.625852585E0,1.626193592E0
2.309798275E1,3.386607766E-2,-3.762018867E-3,-1.626196980E0,1.626553929E0
2.310790475E1,2.551413886E-2,-8.405316621E-4,-1.627606869E0,1.627807052E0
2.311782775E1,2.165578865E-2,5.822968669E-3,-1.625194788E0,1.625349494E0
2.312774975E1,1.256748475E-2,8.463759907E-3,-1.625294447E0,1.625365072E0
2.313767275E1,3.247875138E-4,1.488779765E-2,-1.624136209E0,1.624204476E0
2.314759475E1,-1.081042085E-2,2.046871558E-2,-1.622516990E0,1.622682105E0
2.315751775E1,-1.389953401E-2,2.223436907E-2,-1.625424862E0,1.625636351E0
2.316743975E1,-1.699785516E-2,2.332945913E-2,-1.624023795E0,1.624280295E0
2.317736275E1,-2.013811469E-2,2.579511330E-2,-1.623856068E0,1.624185784E0
2.318728575E1,-2.549426444E-2,2.498231456E-2,-1.621908784E0,1.622301506E0
2.319720775E1,-2.756988257E-2,3.123930469E-2,-1.621967554E0,1.622502616E0
2.320713075E1,-3.107460216E-2,2.870024741E-2,-1.624061108E0,1.624611897E0
2.321705275E1,-2.773737349E-2,2.893526852E-2,-1.625178337E0,1.625672550E0
2.322697575E1,-3.264505044E-2,2.973714843E-2,-1.622493267E0,1.623094082E0
2.323689775E1,-2.973750792E-2,2.905980870E-2,-1.622497082E0,1.623029751E0
2.324682075E1,-3.342865035E-2,2.770452574E-2,-1.621722817E0,1.622303890E0
2.325674275E1,-2.825613879E-2,2.483627200E-2,-1.623677135E0,1.624112892E0
2.326666575E1,-3.049506061E-2,2.728132159E-2,-1.622303367E0,1.622819285E0
2.327658775E1,-2.429682761E-2,2.144053951E-2,-1.622721791E0,1.623045300E0
2.328651075E1,-2.064110525E-2,1.833928749E-2,-1.621211767E0,1.621446878E0
2.329643275E1,-2.299842425E-2,1.945943385E-2,-1.621509314E0,1.621789151E0
2.330635575E1,-1.871819235E-2,1.876674592E-2,-1.622324944E0,1.622541458E0
2.331627775E1,-1.812376454E-2,1.442812663E-2,-1.622771382E0,1.622936721E0
2.332620075E1,-1.094228495E-2,1.227922272E-2,-1.621237397E0,1.621320823E0
2.333612275E1,-9.123116732E-3,1.398763154E-2,-1.620838642E0,1.620924671E0
2.334604575E1,-6.715353578E-3,1.465555187E-2,-1.620503902E0,1.620584086E0
2.335596775E1,-3.567890497E-3,8.685912006E-3,-1.618683934E0,1.618711171E0
2.336589075E1,2.312369412E-3,4.074382596E-3,-1.618664980E0,1.618671759E0
2.337581275E1,5.493735429E-3,7.444134913E-3,-1.617508888E0,1.617535347E0
2.338573575E1,4.236723296E-3,4.037951119E-3,-1.619633079E0,1.619643653E0
2.339565775E1,1.387530938E-2,2.779628150E-3,-1.618271708E0,1.618333579E0
2.340558075E1,1.714833453E-2,-6.057824939E-4,-1.619645357E0,1.619736249E0
2.341550275E1,2.131906897E-2,-2.268393524E-3,-1.618121743E0,1.618263768E0
2.342542575E1,2.235237509E-2,-3.238050267E-3,-1.618257761E0,1.618415365E0
2.343534775E1,2.425076254E-2,-3.612012602E-3,-1.618565917E0,1.618751610E0
2.344527075E1,2.772245929E-2,-7.812350057E-3,-1.618092418E0,1.618348739E0
2.345519275E1,2.920776047E-2,-9.070550092E-3,-1.615732551E0,1.616021981E0
2.346511575E1,3.228770569E-2,-9.376547299E-3,-1.613552213E0,1.613902463E0
2.347503775E1,3.182043880E-2,-1.346026268E-2,-1.614417315E0,1.614786978E0
2.348496075E1,3.458639607E-2,-1.354974508E-2,-1.615988016E0,1.616414886E0
2.349488275E1,3.810003400E-2,-1.290510595E-2,-1.614880085E0,1.615381021E0
2.350480575E1,3.809151426E-2,-1.506359782E-2,-1.616933107E0,1.617451869E0
2.351472775E1,3.969128430E-2,-1.755505055E-2,-1.615505457E0,1.616088320E0
2.352465075E1,4.093151912E-2,-1.233791746E-2,-1.616483927E0,1.617049133E0
2.353457275E1,4.502928630E-2,-1.687994599E-2,-1.615351200E0,1.616066852E0
2.354449575E1,4.236239940E-2,-1.964084432E-2,-1.614019871E0,1.614695166E0
2.355441775E1,4.797742516E-2,-1.637966931E-2,-1.613386869E0,1.614183173E0
2.356434075E1,4.264843836E-2,-1.881220005E-2,-1.615484715E0,1.616157063E0
2.357426275E1,3.968141973E-2,-1.758214831E-2,-1.614085674E0,1.614669103E0
2.358418575E1,3.791494668E-2,-1.816138625E-2,-1.611943483E0,1.612491604E0
2.359410775E1,3.456818685E-2,-2.186343819E-2,-1.616002917E0,1.616520460E0
2.360403075E1,3.455700353E-2,-2.404803038E-2,-1.612051368E0,1.612601038E0
2.361395275E1,3.143708408E-2,-2.135511488E-2,-1.613311529E0,1.613759096E0
2.362387575E1,3.232018650E-2,-2.687078714E-2,-1.610878229E0,1.611426481E0
2.363379775E1,2.271119878E-2,-2.376049012E-2,-1.614707828E0,1.615042330E0
2.364372075E1,2.165365778E-2,-2.515199035E-2,-1.613846540E0,1.614187771E0
2.365364275E1,1.561959740E-2,-2.248946577E-2,-1.613582134E0,1.613814442E0
2.366356575E1,1.276175957E-2,-2.560669556E-2,-1.611014247E0,1.611268280E0
2.367348775E1,8.268941194E-3,-2.717564628E-2,-1.610622287E0,1.610872758E0
2.368341075E1,2.659525024E-3,-2.733730152E-2,-1.610337615E0,1.610571835E0
2.369333275E1,-1.751343370E-4,-2.787346020E-2,-1.611346126E0,1.611587198E0
2.370325913E1,-5.248455796E-3,-2.954246290E-2,-1.611264825E0,1.611544178E0
2.371318113E1,-4.863555077E-3,-2.703561075E-2,-1.612586021E0,1.612819970E0
2.372310412E1,-1.183650922E-2,-2.709020674E-2,-1.609660625E0,1.609932083E0
2.373302613E1,-1.269026753E-2,-2.862909064E-2,-1.612208128E0,1.612512237E0
2.374294913E1,-1.529936586E-2,-2.735316940E-2,-1.608574510E0,1.608879803E0
2.375287112E1,-1.543248724E-2,-2.830018476E-2,-1.610185266E0,1.610507886E0
2.376279413E1,-1.924639940E-2,-2.738405764E-2,-1.608866215E0,1.609214345E0
2.377271613E1,-1.768120378E-2,-2.575006336E-2,-1.610260129E0,1.610563061E0
2.378263912E1,-2.051320858E-2,-2.679988183E-2,-1.610139966E0,1.610493631E0
2.379256113E1,-2.042841725E-2,-2.762510441E-2,-1.608618498E0,1.608985375E0
2.380248413E1,-1.915382966E-2,-2.734440751E-2,-1.608631492E0,1.608977894E0
2.381240612E1,-1.769506000E-2,-2.644667774E-2,-1.609132171E0,1.609446764E0
2.382232913E1,-1.879148372E-2,-2.703763358E-2,-1.611278772E0,1.611615164E0
2.383225113E1,-2.005707286E-2,-2.202145196E-2,-1.609323382E0,1.609599012E0
2.384217412E1,-1.857875288E-2,-2.650381997E-2,-1.607730389E0,1.608056164E0
2.385209713E1,-1.692586206E-2,-2.645096928E-2,-1.605728984E0,1.606036023E0
2.386201913E1,-1.513994765E-2,-2.547199279E-2,-1.607891679E0,1.608164697E0
2.387194112E1,-1.291800942E-2,-2.304119989E-2,-1.607697010E0,1.607914005E0
2.388186413E1,-1.639050618E-2,-2.060733736E-2,-1.606035471E0,1.606251302E0
2.389178713E1,-1.479326189E-2,-2.086562663E-2,-1.605519652E0,1.605723379E0
2.390170912E1,-1.664842106E-2,-2.034604177E-2,-1.606416821E0,1.606631923E0
2.391163213E1,-1.727179252E-2,-1.698165387E-2,-1.605577946E0,1.605760639E0
2.392155413E1,-1.248103194E-2,-1.771828532E-2,-1.604936361E0,1.605082689E0
2.393147712E1,-1.043255627E-2,-1.405837573E-2,-1.607151151E0,1.607246496E0
2.394139913E1,-1.125840191E-2,-1.612259075E-2,-1.605049014E0,1.605169470E0
2.395132213E1,-1.066168211E-2,-1.369926706E-2,-1.606462121E0,1.606555909E0
2.396124412E1,-5.226169713E-3,-9.756457061E-3,-1.604120135E0,1.604158318E0
2.397116713E1,-7.007909473E-3,-1.196709368E-2,-1.604850888E0,1.604910806E0
2.398108913E1,-4.328769166E-3,-1.349441614E-2,-1.605738521E0,1.605801057E0
2.399101212E1,-7.556013879E-4,-1.160571352E-2,-1.605278611E0,1.605320741E0
2.400093413E1,-2.651772229E-3,-1.266565174E-2,-1.606350064E0,1.606402185E0
2.401085713E1,-1.270950772E-3,-1.202177443E-2,-1.604338288E0,1.604383832E0
2.402077912E1,-2.230221406E-3,-9.532784112E-3,-1.602131009E0,1.602160921E0
2.403070213E1,-4.963487736E-4,-1.191394217E-2,-1.602618694E0,1.602663055E0
2.404062413E1,2.540187445E-3,-9.353046305E-3,-1.602952600E0,1.602981899E0
2.405054712E1,5.867494037E-4,-6.563586183E-3,-1.603484988E0,1.603498529E0
2.406046913E1,4.810256418E-3,-6.710326299E-3,-1.603562474E0,1.603583729E0
2.407039213E1,1.663623378E-3,-3.809905611E-3,-1.604001880E0,1.604007267E0
2.408031412E1,7.900213823E-3,-5.730844103E-3,-1.601582408E0,1.601612146E0
2.409023713E1,4.201943520E-3,-3.646568395E-3,-1.601719856E0,1.601729519E0
2.410015913E1,3.806730499E-3,-2.312591299E-3,-1.602730513E0,1.602736702E0
2.411008213E1,7.872414775E-3,-3.444080241E-3,-1.602310777E0,1.602333817E0
2.412000413E1,3.860629164E-3,-3.966251388E-4,-1.601882815E0,1.601887517E0
2.412992713E1,7.357551251E-3,-2.133822069E-3,-1.601344347E0,1.601362671E0
2.413984913E1,8.242785931E-3,1.827813685E-5,-1.602251887E0,1.602273090E0
2.414977212E1,1.031478215E-2,-1.454038545E-3,-1.603094578E0,1.603128421E0
2.415969413E1,1.063968707E-2,1.079426147E-3,-1.601228714E0,1.601264426E0
2.416961713E1,1.056006830E-2,-4.982948303E-4,-1.602647185E0,1.602682053E0
2.417953912E1,1.026046276E-2,7.637767121E-4,-1.602807760E0,1.602840783E0
2.418946213E1,1.049476489E-2,4.700583406E-3,-1.599573016E0,1.599614350E0
2.419938413E1,1.296351478E-2,2.847555093E-3,-1.599991679E0,1.600046729E0
2.420930712E1,1.276551560E-2,2.535798587E-3,-1.599799395E0,1.599852334E0
2.421922913E1,1.268109307E-2,4.658070393E-3,-1.599637747E0,1.599694792E0
2.422915213E1,1.393687446E-2,3.489841707E-3,-1.598351717E0,1.598416287E0
2.423907412E1,1.353500318E-2,2.091947012E-3,-1.599365354E0,1.599423992E0
2.424899713E1,1.247901097E-2,2.286150120E-3,-1.600128889E0,1.600179182E0
2.425891913E1,1.367317233E-2,2.450200729E-3,-1.599616766E0,1.599677079E0
2.426884212E1,1.323194336E-2,4.582202993E-3,-1.598930478E0,1.598991793E0
2.427876413E1,1.376244519E-2,1.239669509E-3,-1.601855397E0,1.601914996E0
2.428868713E1,1.663945802E-2,7.360945456E-3,-1.598917365E0,1.599020886E0
2.429860912E1,1.619151421E-2,3.792309202E-3,-1.598609805E0,1.598696299E0
2.430853213E1,1.655214466E-2,5.530570634E-3,-1.597174644E0,1.597269985E0
2.431845413E1,1.493800245E-2,8.099456318E-3,-1.598056912E0,1.598147252E0
2.432837712E1,1.657464355E-2,4.563198425E-3,-1.596163988E0,1.596256564E0
2.433829913E1,1.570538804E-2,9.464480914E-3,-1.595113635E0,1.595219027E0
2.434822213E1,1.801417209E-2,3.431250341E-3,-1.597129107E0,1.597234381E0
2.435814412E1,1.676355116E-2,5.070957355E-3,-1.597715497E0,1.597811485E0
2.436806713E1,1.390590798E-2,7.325303741E-3,-1.596320271E0,1.596397646E0
2.437798913E1,1.159188803E-2,5.579334684E-3,-1.596051574E0,1.596103420E0
2.438791212E1,1.414820086E-2,6.283859722E-3,-1.595383406E0,1.595458514E0
2.439783413E1,1.256974507E-2,5.163733847E-3,-1.595631838E0,1.595689702E0
2.440775713E1,1.582589187E-2,5.034220405E-3,-1.597791672E0,1.597877977E0
2.441767912E1,1.073579211E-2,1.626706682E-3,-1.596393228E0,1.596430155E0
2.442760213E1,1.038456615E-2,4.994741641E-3,-1.595658779E0,1.595700387E0
2.443752413E1,7.757623680E-3,1.336736605E-4,-1.595616698E0,1.595635562E0
2.444744712E1,5.195957143E-3,1.329773106E-3,-1.596003652E0,1.596012664E0
2.445736913E1,2.929074224E-3,2.099135891E-4,-1.594936252E0,1.594938955E0
2.446729213E1,1.116470783E-3,-7.092896849E-4,-1.596831322E0,1.596831870E0
2.447721412E1,1.802234678E-3,5.932627246E-4,-1.593048573E0,1.593049702E0
2.448713713E1,2.910431940E-3,3.893597983E-3,-1.594234824E0,1.594242235E0
2.449705913E1,8.651753888E-6,-2.129140310E-3,-1.595944524E0,1.595945944E0
2.450698212E1,4.441895289E-4,2.115701325E-3,-1.592984676E0,1.592986143E0
2.451690413E1,-2.215775661E-3,-2.994371578E-3,-1.592633367E0,1.592637723E0
2.452682713E1,-1.669267425E-3,-5.335748196E-3,-1.591461658E0,1.591471479E0
2.453674912E1,-3.866907908E-3,4.944438115E-4,-1.593953252E0,1.593958019E0
2.454667213E1,-8.505464531E-3,-2.350780182E-3,-1.592471004E0,1.592495452E0
2.455659413E1,-8.625040762E-3,-1.739584841E-3,-1.596012115E0,1.596036369E0
2.456651713E1,-1.079993322E-2,-6.159655750E-4,-1.591396689E0,1.591433455E0
2.457643913E1,-8.755957708E-3,-5.008850247E-3,-1.592339873E0,1.592371825E0
2.458636213E1,-1.250698604E-2,5.284035578E-4,-1.595122457E0,1.595171576E0
2.459628413E1,-1.252589468E-2,-5.472497083E-3,-1.593374252E0,1.593432883E0
2.460620712E1,-1.651274413E-2,-6.233724765E-3,-1.593695164E0,1.593792899E0
2.461612913E1,-1.576679386E-2,-5.199885927E-3,-1.593364954E0,1.593451445E0
2.462605213E1,-1.857020147E-2,-6.787031889E-3,-1.589192033E0,1.589315020E0
2.463597412E1,-1.777072065E-2,-9.132477455E-3,-1.592484236E0,1.592609570E0
2.464589713E1,-1.467520930E-2,-8.157270029E-3,-1.591578245E0,1.591666803E0
2.465581913E1,-1.807579957E-2,-7.788688876E-3,-1.591299653E0,1.591421372E0
2.466574212E1,-2.007173933E-2,-9.258126840E-3,-1.589862347E0,1.590015996E0
