"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.230623000E0,1.653743152E0,-1.499030065E0,-1.699402013E0,2.805338616E0
3.240618000E0,-3.417897085E-1,-3.173141263E0,-2.257388354E0,3.909149250E0
3.250612000E0,-8.872054131E-1,-3.856577861E0,-2.873529932E0,4.890552169E0
3.260606000E0,-2.171584996E-1,-3.979380792E0,-3.806962482E0,5.511405687E0
3.270600000E0,9.303087480E-1,-4.061488856E0,-4.214774199E0,5.926675935E0
3.280594000E0,1.760591955E0,-3.933790344E0,-4.169751808E0,5.996767516E0
3.290588000E0,2.327670717E0,-3.891291611E0,-4.128881525E0,6.132525093E0
3.300582000E0,2.760970154E0,-3.941030951E0,-4.246945580E0,6.418039257E0
3.310576000E0,2.665959916E0,-3.757054743E0,-4.622920377E0,6.526422866E0
3.320570000E0,2.681728980E0,-3.475289115E0,-5.668714192E0,7.169632162E0
3.330564000E0,3.044757749E0,-2.949254884E0,-6.877393309E0,8.078811351E0
3.340558000E0,3.533523874E0,-2.445434956E0,-7.479562966E0,8.626111827E0
3.350552000E0,3.701423163E0,-2.406015220E0,-7.143901797E0,8.397903045E0
3.360546000E0,4.152536728E0,-3.107897446E0,-5.890177485E0,7.848361524E0
3.370540000E0,4.521430255E0,-3.759171435E0,-3.734872161E0,6.965914978E0
3.380534000E0,4.035476933E0,-4.037954983E0,-1.921328990E0,6.023425902E0
3.390528000E0,3.193974015E0,-3.883082120E0,-1.453314341E0,5.233729008E0
3.400522000E0,2.295234457E0,-2.718791849E0,-1.347421265E0,3.804664821E0
3.410516000E0,2.256047734E0,-4.661471947E-1,-1.151868154E0,2.575625134E0
3.420510000E0,3.114691910E0,2.078167247E0,-1.133147124E0,3.912046422E0
3.430504000E0,3.206617449E0,4.990307368E0,-1.100890374E0,6.033035945E0
3.440498000E0,3.992972645E0,6.589990965E0,-6.379984707E-1,7.731678570E0
3.450492000E0,4.935736474E0,4.970784100E0,1.426199632E0,7.148722578E0
3.460486000E0,5.028853968E0,3.789963457E-1,5.538866243E0,7.490797669E0
3.470480000E0,3.440342938E0,-4.245429397E0,1.021836720E1,1.158769427E1
3.480474000E0,5.883583872E-1,-5.579734772E0,1.355908499E1,1.467407208E1
3.490468000E0,-9.714770199E-1,-3.900317958E0,1.456021485E1,1.510483711E1
3.500462000E0,-8.523077682E-1,-8.129819539E-1,1.293168810E1,1.298521950E1
3.510456000E0,-1.039924673E0,2.221359419E0,9.385662298E0,9.700852424E0
3.520450000E0,-1.449983182E0,4.383146236E0,5.641967273E0,7.290145188E0
3.530444000E0,-1.746426929E0,5.334207264E0,2.886342936E0,6.311477616E0
3.540438000E0,-2.296245002E0,5.421028476E0,5.012747812E-1,5.908601125E0
3.550432000E0,-2.765430118E0,5.313183600E0,-1.732692550E0,6.235362634E0
3.560426000E0,-2.298487263E0,5.315675683E0,-3.081404881E0,6.560069185E0
3.570420000E0,-1.758025466E0,5.716411099E0,-4.262544782E0,7.344201618E0
3.580413750E0,-1.417101511E0,5.559751328E0,-6.115688805E0,8.385741534E0
3.590407750E0,-1.309324316E0,5.265178544E0,-7.077548763E0,8.917854661E0
3.600401750E0,-1.405500050E0,5.153329495E0,-6.669551690E0,8.544890579E0
3.610395750E0,-1.488765278E0,5.020724584E0,-5.340946180E0,7.479960127E0
3.620389750E0,-2.035191674E0,4.767434312E0,-3.890442011E0,6.481201594E0
3.630383750E0,-2.715699256E0,4.514186724E0,-2.712874174E0,5.925587778E0
3.640377750E0,-3.357420357E0,3.921404772E0,-2.115563554E0,5.579004928E0
3.650371750E0,-3.817478700E0,3.038367327E0,-1.952071896E0,5.255036091E0
3.660365750E0,-4.354249004E0,2.102313617E0,-1.343636363E0,5.018422621E0
3.670359750E0,-4.676261894E0,9.204410599E-1,-2.933758593E-1,4.775008528E0
3.680353750E0,-5.206502320E0,-2.505923671E-1,1.724877162E0,5.490506731E0
3.690347750E0,-5.425947738E0,-1.083012659E0,3.529299846E0,6.562757247E0
3.700341750E0,-5.643198112E0,-1.147277652E0,4.728135760E0,7.450986425E0
3.710335750E0,-5.590545105E0,-1.188306248E-1,4.693957615E0,7.300791284E0
3.720329750E0,-4.710616332E0,2.062806027E0,3.769643213E0,6.376149692E0
3.730323750E0,-2.699285830E0,4.166146707E0,2.195467510E0,5.427983047E0
3.740317750E0,2.586008598E-1,5.226606216E0,1.357560922E0,5.406224061E0
3.750311750E0,8.192632522E-1,4.978493069E0,3.592876037E0,6.193976407E0
3.760306750E0,-2.899348606E0,1.819455437E0,7.596791453E0,8.332339456E0
3.770300750E0,-8.050969251E0,-2.359468168E0,9.875001158E0,1.295765580E1
3.780294750E0,-8.825936995E0,-4.149535645E0,7.715318023E0,1.243551133E1
3.790288750E0,-5.723568091E0,-2.301041473E0,4.860612617E0,7.853634736E0
3.800282750E0,-1.256473673E0,-7.077573614E-1,2.205019521E0,2.634721553E0
3.810276750E0,2.400743224E0,-3.099566625E-1,4.770252085E-1,2.467223989E0
3.820270750E0,4.333265393E0,-5.855425143E-1,6.679952717E-1,4.423377294E0
3.830264750E0,4.536874505E0,-1.328336538E0,1.055777351E0,4.843797482E0
3.840258750E0,2.880986594E0,-2.647880618E0,3.718080711E-1,3.930597507E0
3.850252750E0,-6.192617990E-2,-4.363724709E0,-4.082373941E-1,4.383216394E0
3.860246750E0,-2.408448831E0,-5.907652473E0,-1.279569590E-1,6.381015319E0
3.870240750E0,-2.362296027E0,-6.303264560E0,1.715573072E-2,6.731410027E0
3.880234750E0,-8.755172675E-1,-5.680861198E0,-8.764888555E-1,5.814374184E0
3.890228750E0,1.737995098E0,-4.588420635E0,-3.977204751E0,6.316042156E0
3.900222750E0,5.183769515E0,-2.838587556E0,-7.854051400E0,9.829301557E0
3.910216750E0,7.725914347E0,-1.051624513E0,-1.042800392E1,1.302071167E1
3.920210750E0,7.639366785E0,-1.989246154E-1,-1.163625151E1,1.392127311E1
3.930204750E0,5.010411265E0,-1.141514490E0,-1.172938245E1,1.280568971E1
3.940198750E0,2.281033617E0,-3.503373876E0,-1.052432393E1,1.132422788E1
3.950192750E0,6.789014983E-1,-5.630110874E0,-7.255682434E0,9.208907822E0
3.960186750E0,6.112409540E-1,-6.944150385E0,-3.241531466E0,7.687806340E0
3.970180750E0,2.073184835E0,-7.366925712E0,-8.624298102E-1,7.701524198E0
3.980174750E0,4.740615180E0,-6.951937122E0,-5.017355418E-1,8.429389099E0
3.990168750E0,6.686822026E0,-6.130961732E0,-1.078261065E0,9.135914157E0
4.000162750E0,7.098920336E0,-5.427365688E0,-2.145222970E0,9.189828608E0
4.010156750E0,6.306877554E0,-4.579413584E0,-2.456952070E0,8.172169034E0
4.020150750E0,4.151116147E0,-3.494900968E0,7.113137841E-2,5.426892086E0
4.030144750E0,3.643881299E0,-3.096028183E0,2.560652440E0,5.424039301E0
4.040138750E0,4.312528535E0,-1.659815486E0,3.793911497E0,5.978850580E0
4.050132750E0,5.421061220E0,4.905027482E-1,3.359231240E0,6.396321773E0
4.060126750E0,5.377060922E0,5.502959369E-1,2.907340288E0,6.137445505E0
4.070120750E0,3.849931624E0,-1.415355532E0,3.882102712E0,5.647647851E0
4.080114750E0,2.816137464E0,-2.723749995E0,5.862251183E0,7.050917187E0
4.090108750E0,2.456128197E0,-1.607680542E0,7.977737553E0,8.500676380E0
4.100102750E0,2.229382968E0,-5.117907062E-2,9.634230359E0,9.888941416E0
4.110096750E0,1.239005993E0,1.291183330E0,9.726072575E0,9.889326467E0
4.120090750E0,3.673889648E-2,2.797191609E0,7.970205170E0,8.446881146E0
4.130084750E0,-7.287547128E-1,4.683639033E0,6.135785685E0,7.753413700E0
4.140078750E0,-1.943785514E0,6.050530942E0,3.773031675E0,7.390737096E0
4.150072750E0,-3.001636580E0,6.219220190E0,1.056312371E0,6.986008714E0
4.160066750E0,-4.014084309E0,5.966766070E0,-9.306434280E-1,7.251294185E0
4.170060750E0,-4.580897315E0,5.468645861E0,-2.310361789E0,7.498565153E0
4.180054750E0,-4.802566430E0,4.766956009E0,-3.122809015E0,7.452546548E0
4.190048750E0,-4.529050054E0,3.914839518E0,-3.711364599E0,7.043613421E0
4.200042750E0,-3.696918468E0,2.947006337E0,-4.216420190E0,6.334844255E0
4.210036750E0,-3.119253323E0,2.153535080E0,-4.079947931E0,5.568970260E0
4.220030750E0,-3.225629086E0,1.738587129E0,-2.750471771E0,4.581753285E0
4.230024750E0,-3.295632244E0,1.761716959E0,-1.294476482E0,3.954808200E0
4.240018750E0,-3.729543593E0,2.352339827E0,-1.262848892E0,4.586696567E0
4.250012750E0,-4.284891378E0,3.409050979E0,-2.517005314E0,6.026378551E0
4.260006750E0,-4.980330849E0,4.542722013E0,-3.892261080E0,7.783939553E0
4.270000750E0,-5.637816335E0,4.709855317E0,-4.916921303E0,8.839899617E0
4.279994750E0,-6.001144189E0,3.823866783E0,-5.027435433E0,8.712680172E0
4.289988750E0,-6.257515360E0,2.328110866E0,-3.648052703E0,7.608211827E0
4.299982750E0,-6.786172067E0,6.072431396E-1,-9.864644569E-1,6.884329138E0
4.309976750E0,-7.266664674E0,-7.068441725E-1,1.865493343E0,7.535523179E0
4.319970750E0,-6.680025807E0,-1.414039763E0,3.454549626E0,7.652200099E0
4.329964750E0,-5.299688226E0,-1.303030666E0,3.474399168E0,6.469623930E0
4.339958750E0,-4.451452532E0,-1.216805577E-3,3.755055580E0,5.823733642E0
4.349952750E0,-4.234220869E0,1.507125535E0,4.657919471E0,6.472732618E0
4.359946750E0,-4.553199931E0,2.750438734E0,6.303045874E0,8.247722724E0
4.369940750E0,-4.192820536E0,2.943656467E0,7.570329294E0,9.140828358E0
4.379934750E0,-3.205131672E0,2.859180573E0,7.397461041E0,8.553958875E0
4.389928750E0,-4.125595390E0,2.670865146E0,8.200724046E0,9.560645000E0
4.399922750E0,-5.366789703E0,3.758148757E-1,9.366344851E0,1.080148529E1
4.409916750E0,-5.708294579E0,-2.739509703E0,8.952145636E0,1.096496475E1
4.419910750E0,-5.800219241E0,-3.707914450E0,8.179906204E0,1.069121314E1
4.429904750E0,-3.851664154E0,-4.180687271E0,7.332373930E0,9.277778304E0
4.439898750E0,-1.072582688E0,-4.390372517E0,6.553487383E0,7.960778940E0
4.449892750E0,1.427674300E0,-4.441607282E0,5.825035994E0,7.463053898E0
4.459886750E0,3.481955818E0,-3.943880007E0,4.192763525E0,6.727367375E0
4.469880750E0,5.208626028E0,-3.299911821E0,1.344042744E0,6.310757009E0
4.479874750E0,5.493602362E0,-2.730181640E0,-1.591140230E0,6.337608850E0
4.489868750E0,4.765235758E0,-2.945905014E0,-4.730348346E0,7.332259110E0
4.499862750E0,4.015025126E0,-3.331115195E0,-7.358188802E0,9.019961067E0
4.509856750E0,3.540102869E0,-3.653107036E0,-8.999724430E0,1.033791851E1
4.519850750E0,3.520588664E0,-4.171923172E0,-9.853246007E0,1.126436613E1
4.529844750E0,4.048934299E0,-4.539067796E0,-1.018532342E1,1.186329712E1
4.539838750E0,4.500692812E0,-4.782459317E0,-1.024008376E1,1.216501000E1
4.549832750E0,4.805594703E0,-5.111704921E0,-9.963594661E0,1.218591343E1
4.559826750E0,5.290259006E0,-5.356118535E0,-8.918360424E0,1.167098962E1
4.569820750E0,5.618693016E0,-5.478204889E0,-7.741419994E0,1.102315851E1
4.579814500E0,5.815151861E0,-5.795968316E0,-7.262248857E0,1.096127266E1
4.589808500E0,5.636491941E0,-6.121293361E0,-6.852295305E0,1.077934250E1
4.599802500E0,5.299462523E0,-6.423002672E0,-6.729464015E0,1.070630432E1
4.609796500E0,4.866194661E0,-6.698908805E0,-6.717023479E0,1.066178381E1
4.619790500E0,4.410464427E0,-6.724097441E0,-6.549522970E0,1.037120697E1
4.629784500E0,3.149286084E0,-6.710826015E0,-5.577480086E0,9.276932293E0
4.639778500E0,1.293944093E0,-6.661504751E0,-4.109734817E0,7.933464384E0
4.649772500E0,3.047396122E-2,-6.235798216E0,-2.324219690E0,6.654930895E0
4.659766500E0,-1.072041948E-1,-4.929113917E0,3.900420284E-1,4.945683930E0
4.669760500E0,9.258674222E-1,-2.254731379E0,3.439096604E0,4.215261502E0
4.679754500E0,4.027382924E0,9.627393794E-1,4.872954919E0,6.394714222E0
4.689748500E0,6.839310978E0,4.379344668E0,4.794579425E0,9.430950442E0
4.699742500E0,5.638117467E0,6.629797640E0,4.286420717E0,9.701339489E0
4.709736500E0,2.176152841E0,5.101324943E0,3.319151500E0,6.463429743E0
4.719730500E0,1.222225581E-1,1.303520662E0,3.931685346E0,4.143941859E0
4.729724500E0,-1.868466798E-1,-3.756755657E-1,7.396735402E0,7.408625947E0
4.739718500E0,3.924740316E-1,-5.025506437E-2,1.111100548E1,1.111804858E1
4.749712500E0,3.914157952E-1,7.129945663E-1,1.281628278E1,1.284206649E1
4.759706500E0,-1.065635903E0,1.146874340E0,1.188826416E1,1.199090178E1
4.769700500E0,-3.245317246E0,1.526103697E0,9.681362425E0,1.032423629E1
4.779694500E0,-4.696228089E0,1.814559709E0,6.845406700E0,8.497457155E0
4.789688500E0,-4.772754401E0,2.303671989E0,3.961667529E0,6.616713596E0
4.799682500E0,-3.491877666E0,3.056570002E0,1.606779193E0,4.910964181E0
4.809676500E0,-2.296433721E0,3.833708231E0,-6.611458433E-1,4.517525923E0
4.819670500E0,-1.890042585E0,4.270281233E0,-3.077657400E0,5.592811266E0
4.829664500E0,-1.688369486E0,4.294580507E0,-5.154541038E0,6.918331198E0
4.839658500E0,-1.796366390E0,4.383537414E0,-6.105737429E0,7.728024458E0
4.849652500E0,-2.096223449E0,4.364168805E0,-5.913501443E0,7.642618754E0
4.859646500E0,-2.251586016E0,4.231104595E0,-4.767440159E0,6.760204978E0
4.869640500E0,-2.670449116E0,4.402534141E0,-2.366003308E0,5.666707774E0
4.879634500E0,-3.130605985E0,4.593638105E0,-3.599586886E-1,5.570617123E0
4.889628500E0,-3.969724993E0,4.596911961E0,2.766118920E-1,6.080035381E0
4.899622500E0,-5.305230217E0,4.371456482E0,2.827888906E-2,6.874292627E0
4.909616500E0,-6.896541186E0,3.578851490E0,-2.004659414E-2,7.769868737E0
4.919610500E0,-8.604597078E0,2.111994267E0,2.773047870E-1,8.864339152E0
4.929604500E0,-1.026080512E1,2.304428619E-1,1.142774565E0,1.032681749E1
4.939598500E0,-1.105093119E1,-1.461105902E0,2.863839342E0,1.150910450E1
4.949593500E0,-1.015706149E1,-2.612763995E0,5.174445544E0,1.169475611E1
4.959587500E0,-8.036417871E0,-2.833470950E0,6.640918459E0,1.080344241E1
4.969581500E0,-6.724489204E0,-1.711071009E0,5.917135488E0,9.119156290E0
4.979574500E0,-6.605068595E0,1.570738418E0,3.532498273E0,7.653279975E0
4.989569500E0,-4.485498237E0,5.725692970E0,2.288869178E-1,7.277062844E0
4.999562500E0,6.390581323E-1,8.182766662E0,-3.898695356E0,9.086577519E0
5.009556500E0,3.799474538E0,9.672468810E0,-4.074691869E0,1.116224769E1
5.019551500E0,-2.100482123E-1,9.696907833E0,1.798238084E0,9.864471703E0
5.029545500E0,-5.651620442E0,3.115298559E0,6.707976083E0,9.308213677E0
5.039538500E0,-9.980831083E0,-4.863996693E0,1.074220288E1,1.544896034E1
5.049532500E0,-1.133022228E1,-7.933846014E0,1.434920754E1,1.993036895E1
5.059526500E0,-6.191062923E0,-8.548059765E0,1.483833415E1,1.820919400E1
5.069520500E0,3.353694657E-1,-7.435988345E0,1.180160843E1,1.395293363E1
5.079515500E0,4.534054686E0,-5.133937204E0,7.963297269E0,1.050376440E1
5.089509500E0,6.427906732E0,-2.992885637E0,4.363988126E0,8.325847810E0
5.099502500E0,6.170247420E0,-2.290916873E0,5.363247460E-1,6.603627607E0
5.109497500E0,4.136649551E0,-2.551639834E0,-3.155076290E0,5.794587280E0
5.119490500E0,1.858300683E0,-2.857027336E0,-6.075876283E0,6.966502654E0
5.129484500E0,2.145693525E-1,-2.973721680E0,-7.748890981E0,8.302672586E0
5.139479500E0,-6.544866686E-1,-2.983743808E0,-8.222323076E0,8.771412467E0
5.149473500E0,-4.325475586E-1,-2.955586249E0,-8.182338061E0,8.710524875E0
5.159467500E0,6.931719936E-1,-3.295459167E0,-8.503920304E0,9.146430947E0
5.169460500E0,1.877868244E0,-3.648282790E0,-9.312953925E0,1.017681027E1
5.179454500E0,2.981958653E0,-3.881876132E0,-1.022999614E1,1.134080512E1
5.189448500E0,4.570756196E0,-4.640865774E0,-1.045890294E1,1.232144870E1
5.199442500E0,5.833665900E0,-5.552618895E0,-9.539035934E0,1.248424771E1
5.209436500E0,6.241868210E0,-6.844144287E0,-8.709810122E0,1.271471675E1
5.219430500E0,5.482679179E0,-8.172389023E0,-8.091815561E0,1.274069042E1
5.229424500E0,3.485621729E0,-9.155873154E0,-7.057633731E0,1.207434329E1
5.239418500E0,1.325087240E0,-1.003031958E1,-5.665829176E0,1.159589528E1
5.249412500E0,5.218968876E-3,-1.051942630E1,-3.633025943E0,1.112911652E1
5.259406500E0,7.307869857E-1,-1.005227470E1,-1.283690123E0,1.016022326E1
5.269400500E0,3.320593423E0,-8.598123626E0,1.168261993E0,9.290796879E0
5.279394500E0,6.523060226E0,-6.506914895E0,4.384475600E0,1.020362105E1
5.289388500E0,8.908235385E0,-4.660180297E0,7.905265993E0,1.278933808E1
5.299382500E0,9.545329292E0,-3.038286051E0,1.101890365E1,1.489163292E1
5.309376500E0,9.326158108E0,-1.228366984E0,1.179898420E1,1.508980247E1
5.319370500E0,8.393384539E0,1.404879222E0,8.257384735E0,1.185778193E1
5.329364500E0,6.573498893E0,4.167505015E0,2.627271522E0,8.214714931E0
5.339358500E0,3.456008798E0,5.080546278E0,-5.296548271E-1,6.167372336E0
5.349352500E0,1.359807715E0,2.779414026E0,1.375732899E-1,3.097280381E0
5.359346500E0,2.776163340E-1,1.962793935E0,3.141600212E0,3.714738584E0
5.369340500E0,2.025365684E-1,3.768760868E0,6.081149887E0,7.157161692E0
5.379334500E0,3.432533762E-1,4.536217863E0,6.491478830E0,7.926814794E0
5.389328500E0,-8.388110058E-1,3.853421827E0,4.473433385E0,5.963561849E0
5.399322500E0,-1.283379782E0,2.815370894E0,3.260146662E0,4.494656071E0
5.409316500E0,-1.100019797E0,2.235208257E0,3.282399411E0,4.120721466E0
5.419310500E0,-1.133156918E0,1.639499920E0,3.215771558E0,3.783277851E0
5.429304500E0,-1.446139076E0,1.241513426E0,2.674598885E0,3.284227917E0
5.439298500E0,-2.172492484E0,1.475347234E0,1.327679896E0,2.942636056E0
5.449292500E0,-2.656710498E0,2.031199195E0,-8.468440568E-1,3.449786327E0
5.459286500E0,-2.844405244E0,2.375169111E0,-2.858658709E0,4.680170842E0
5.469280500E0,-2.565307116E0,2.537399232E0,-4.381378330E0,5.675885088E0
5.479274500E0,-1.882190213E0,2.905575306E0,-5.028450510E0,6.104942456E0
5.489268500E0,-1.383187075E0,3.362500125E0,-4.888337190E0,6.092245404E0
5.499262500E0,-1.169686228E0,3.631923158E0,-4.233399920E0,5.699184730E0
5.509256500E0,-9.605519360E-1,3.960089951E0,-3.251184635E0,5.212981294E0
5.519250500E0,-1.095875363E0,4.591398622E0,-2.624322186E0,5.400828738E0
5.529244500E0,-1.742598611E0,5.091044369E0,-2.628073175E0,5.988501590E0
5.539238500E0,-2.548158986E0,4.735392447E0,-2.927996162E0,6.122925556E0
5.549232500E0,-3.485161846E0,3.626264808E0,-2.984094933E0,5.848159721E0
5.559226500E0,-4.959588436E0,1.942746318E0,-2.427810717E0,5.853720662E0
5.569220500E0,-6.600121266E0,2.411916523E-1,-1.377250836E0,6.746598699E0
5.579214542E0,-7.571458976E0,-1.293538881E0,4.571937919E-2,7.681297034E0
5.589208542E0,-8.006922176E0,-2.107082460E0,1.362733954E0,8.390926233E0
5.599202542E0,-7.185287220E0,-2.023252537E0,1.969352172E0,7.720119898E0
5.609196542E0,-5.053454373E0,-7.618255413E-1,2.085721119E0,5.519783678E0
5.619190542E0,-4.019350312E0,2.045312473E0,2.098202586E0,4.974025948E0
5.629184542E0,-5.035263101E0,5.469240523E0,2.426841248E0,7.820231764E0
5.639178542E0,-6.089454687E0,7.713591925E0,1.972438332E0,1.002354587E1
5.649172542E0,-4.054323678E0,7.159423231E0,1.180846370E0,8.311996128E0
5.659166542E0,-2.983961617E0,6.686464761E0,3.807164796E0,8.252717232E0
5.669160542E0,-4.131911260E0,5.608255152E0,7.051715764E0,9.912210234E0
5.679154542E0,-6.068114689E0,2.733823871E0,8.400275483E0,1.071729616E1
5.689148542E0,-6.329838985E0,-5.759586355E-1,8.771001819E0,1.083185408E1
5.699142542E0,-4.541258455E0,-2.176732738E0,8.873411708E0,1.020287357E1
5.709136542E0,-7.302751350E-1,-3.168698840E0,7.877190002E0,8.521976088E0
5.719130542E0,1.362209458E0,-3.982963673E0,6.326303174E0,7.598797673E0
5.729124542E0,2.310607226E0,-4.613271301E0,4.724201168E0,6.995659692E0
5.739118542E0,2.950227568E0,-4.691760231E0,2.850545697E0,6.232340455E0
5.749112542E0,3.016061369E0,-4.777429250E0,1.938796377E-1,5.653144765E0
5.759106542E0,2.392306423E0,-5.184488137E0,-2.395539349E0,6.191983207E0
5.769100542E0,1.545647577E0,-5.661788750E0,-4.469752563E0,7.377232967E0
5.779094542E0,8.750888859E-1,-5.684194111E0,-5.819879335E0,8.182104785E0
5.789088542E0,3.138846027E-1,-5.182918745E0,-6.860707694E0,8.604096718E0
5.799082542E0,2.641363458E-1,-4.590407519E0,-7.697851220E0,8.966522325E0
5.809076542E0,1.105501123E0,-4.080260757E0,-8.279761444E0,9.296510644E0
5.819070542E0,2.711397752E0,-4.104147218E0,-9.045784702E0,1.029669476E1
5.829064542E0,4.740161144E0,-4.572853593E0,-9.116295691E0,1.124664238E1
5.839058542E0,6.725766236E0,-4.864624684E0,-8.118273042E0,1.161063573E1
5.849052542E0,7.536595538E0,-5.120541233E0,-6.551094117E0,1.122216775E1
5.859046542E0,6.913413911E0,-6.025808330E0,-5.253699290E0,1.056915390E1
5.869040542E0,5.113991182E0,-7.547881833E0,-4.829811823E0,1.031748556E1
5.879034542E0,2.955271376E0,-8.557033487E0,-4.540046620E0,1.012760951E1
5.889028542E0,1.893159882E0,-8.809209280E0,-4.419535505E0,1.003586153E1
5.899022542E0,2.294395967E0,-8.296195044E0,-4.081344246E0,9.526199448E0
5.909016542E0,4.122869125E0,-7.100835299E0,-3.595701411E0,8.963759279E0
5.919010542E0,6.747687448E0,-5.868070917E0,-2.580449942E0,9.307215700E0
5.929004542E0,7.828780904E0,-3.653152352E0,4.155610317E-1,8.649163169E0
5.938998542E0,7.233602763E0,-1.210806919E0,3.635089425E0,8.185654369E0
5.948992542E0,6.797784637E0,4.359809706E-1,4.767652413E0,8.314473219E0
5.958986542E0,6.050934985E0,2.647088613E0,3.856401860E0,7.648053845E0
5.968980542E0,4.871408916E0,5.144054056E0,1.373578200E0,7.216552780E0
5.978974542E0,2.860134546E0,5.531518632E0,-3.770477611E-1,6.238608259E0
5.988968542E0,2.187236969E0,2.133084735E0,1.318245998E0,3.327435733E0
5.998962542E0,2.247744834E0,1.514034167E-1,5.230960638E0,5.695456876E0
6.008956542E0,2.999052403E0,5.731455401E-2,9.714855861E0,1.016740009E1
6.018950542E0,3.277718130E0,2.122932507E-1,1.253549247E1,1.295866798E1
6.028944542E0,2.498077292E0,4.588991323E-1,1.222969478E1,1.249065303E1
6.038938542E0,1.219010416E0,5.485139979E-1,1.062295710E1,1.070673020E1
6.048932542E0,-3.582423846E-1,5.452176301E-1,8.899580337E0,8.923459533E0
6.058926542E0,-2.032698568E0,5.078730717E-1,6.766558751E0,7.083510137E0
6.068920542E0,-3.049469728E0,9.494670770E-1,3.869459862E0,5.017317309E0
6.078914542E0,-3.079348415E0,1.928570328E0,8.477819502E-1,3.731019218E0
6.088908542E0,-2.527698117E0,2.931814393E0,-2.233055751E0,4.468929558E0
6.098902542E0,-1.569950505E0,3.574794984E0,-4.852720630E0,6.228386732E0
6.108896542E0,-7.715528230E-1,3.842451573E0,-6.414624197E0,7.517122550E0
6.118890542E0,-1.272129447E0,4.056488317E0,-6.093048971E0,7.429579837E0
6.128884542E0,-2.497060169E0,4.330143857E0,-4.769057499E0,6.908644204E0
6.138878542E0,-3.502196247E0,4.423468927E0,-3.492795094E0,6.635666769E0
6.148872542E0,-4.368646603E0,4.461055122E0,-2.426513804E0,6.698809982E0
6.158866542E0,-5.301074016E0,4.652488284E0,-1.979806409E0,7.325753639E0
6.168860542E0,-6.089340667E0,4.836365967E0,-2.072624525E0,8.047749869E0
6.178854542E0,-6.612890416E0,4.702095185E0,-2.883436870E0,8.611284861E0
6.188848542E0,-7.221169243E0,3.523110860E0,-3.274133787E0,8.676263449E0
6.198842542E0,-7.629552818E0,1.582493806E0,-2.218604942E0,8.101640003E0
6.208836542E0,-8.100765309E0,-3.372391860E-1,-9.835601449E-3,8.107787960E0
6.218830542E0,-8.433813357E0,-2.142401689E0,3.072485538E0,9.228177508E0
6.228824542E0,-7.792526413E0,-3.478361827E0,5.785892978E0,1.031014192E1
6.238818542E0,-6.674154618E0,-3.859710799E0,6.131404951E0,9.850676829E0
6.248812542E0,-5.110868769E0,-3.041730646E0,4.170941716E0,7.264286592E0
6.258806542E0,-5.170893361E0,-2.711321738E-1,3.162363675E0,6.067305400E0
6.268800542E0,-5.532843027E0,3.863796834E0,2.767907583E0,7.294010578E0
6.278794542E0,-3.056661511E0,6.559115328E0,1.452653021E0,7.380743477E0
6.288788542E0,-1.385181561E0,8.283770295E0,1.501216486E0,8.531894819E0
6.298782542E0,-3.550479338E0,1.027773515E1,3.545923480E0,1.143727750E1
6.308776542E0,-5.066695978E0,8.457777586E0,4.605094555E0,1.088174185E1
6.318770542E0,-5.506615341E0,3.254400896E0,6.053294921E0,8.806606446E0
6.328764542E0,-6.156718717E0,-2.877210170E-1,9.734477363E0,1.152163262E1
6.338758542E0,-4.656179632E0,-3.910571051E0,1.179106005E1,1.326656217E1
6.348752542E0,-2.220364808E0,-6.585156487E0,1.171089823E1,1.361761518E1
6.358746542E0,2.308929513E-1,-6.615794143E0,9.796882941E0,1.182374556E1
6.368740542E0,2.275088607E0,-5.221095216E0,5.623391254E0,8.003648706E0
6.378734542E0,3.724678417E0,-4.180437302E0,7.454837430E-1,5.648453891E0
6.388727542E0,4.169216495E0,-3.694505030E0,-3.439183728E0,6.546733408E0
6.398721542E0,3.758828495E0,-3.654382606E0,-6.248281437E0,8.156244528E0
6.408715542E0,2.829869943E0,-3.964663643E0,-7.986069251E0,9.354358544E0
6.418709542E0,2.143170013E0,-4.489392483E0,-9.445899729E0,1.067580649E1
6.428703542E0,2.263236300E0,-5.045589284E0,-1.076910241E1,1.210593972E1
6.438697542E0,2.702958466E0,-5.304384125E0,-1.128997940E1,1.276346780E1
6.448691542E0,3.390754749E0,-5.722950625E0,-1.100306003E1,1.285755466E1
6.458685542E0,4.363799553E0,-6.206575001E0,-9.865794132E0,1.244581109E1
6.468679542E0,5.844478571E0,-6.590502596E0,-8.665204053E0,1.235631076E1
6.478673542E0,6.847112918E0,-6.865947969E0,-7.521928382E0,1.227206598E1
6.488667542E0,6.846027675E0,-7.544232001E0,-6.482471194E0,1.207501405E1
6.498661542E0,5.986026213E0,-8.625561100E0,-5.554106426E0,1.187774862E1
6.508655542E0,4.361702157E0,-9.768942021E0,-4.826345009E0,1.173670653E1
6.518649542E0,2.361952503E0,-1.039842285E1,-4.558670586E0,1.159687436E1
6.528643542E0,1.168681165E0,-1.032813581E1,-4.451193500E0,1.130704774E1
6.538637542E0,8.869988602E-1,-9.406574864E0,-4.168823855E0,1.032712496E1
