"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.239691958E0,6.616241455E-2,7.289840698E-2,9.488618317E0,9.489129001E0
3.249685958E0,6.930587769E-2,6.721023560E-2,9.597891083E0,9.598376621E0
3.259679958E0,8.068222046E-2,7.559280396E-2,9.724827118E0,9.725455587E0
3.269673958E0,7.918533325E-2,7.125183105E-2,9.614207153E0,9.614797259E0
3.279666958E0,5.104385376E-2,7.963439941E-2,9.793833618E0,9.794290380E0
3.289660958E0,3.891906738E-2,1.231938171E-1,1.027238846E1,1.027320087E1
3.299654958E0,6.062393188E-2,1.118174744E-1,9.907297668E0,9.908114124E0
3.309648958E0,4.086502075E-2,9.160949707E-2,1.024694138E1,1.024743235E1
3.319642958E0,6.286926270E-2,6.930587769E-2,1.010922775E1,1.010966081E1
3.329636958E0,4.924758911E-2,7.110214233E-2,9.981842651E0,9.982217367E0
3.339630958E0,3.832031250E-2,7.559280396E-2,9.986183624E0,9.986543251E0
3.349624958E0,7.319778442E-2,6.361770630E-2,9.859996033E0,9.860472955E0
3.359618958E0,2.888992310E-2,6.451583862E-2,9.925559692E0,9.925811409E0
3.369612958E0,6.137237549E-2,7.978408813E-2,9.717791748E0,9.718313049E0
3.379606958E0,7.619155884E-2,6.152206421E-2,9.878407745E0,9.878893142E0
3.389600958E0,6.810836792E-2,4.610412598E-2,9.682016144E0,9.682365462E0
3.399594958E0,6.331832886E-2,4.281097412E-2,9.753866730E0,9.754166196E0
3.409588958E0,7.125183105E-2,7.514373779E-2,9.724228363E0,9.724779723E0
3.419582958E0,6.721023560E-2,7.664062500E-2,9.743987274E0,9.744520460E0
3.429576958E0,5.568420410E-2,8.472381592E-2,9.709708557E0,9.710237851E0
3.439570958E0,3.876937866E-2,8.023315430E-2,9.776020660E0,9.776426769E0
3.449563958E0,3.712280273E-2,9.325607300E-2,9.845625916E0,9.846137540E0
3.459557958E0,5.598358154E-2,9.475296021E-2,9.871072998E0,9.871686503E0
3.469551958E0,5.433700562E-2,1.170565796E-1,9.931247864E0,9.932086331E0
3.479545958E0,6.271957397E-2,1.191522217E-1,9.947863312E0,9.948774571E0
3.489539958E0,7.738906860E-2,1.071771240E-1,9.896969147E0,9.897852004E0
3.499533958E0,5.598358154E-2,1.040336609E-1,9.868827667E0,9.869534776E0
3.509527958E0,6.137237549E-2,9.385482788E-2,9.845625916E0,9.846264518E0
3.519521958E0,4.805007935E-2,5.598358154E-2,9.811945953E0,9.812223314E0
3.529515958E0,7.020401001E-2,6.316864014E-2,9.857900391E0,9.858352752E0
3.539509958E0,7.020401001E-2,7.708969116E-2,9.787397003E0,9.787952366E0
3.549503958E0,6.047424316E-2,7.125183105E-2,9.829459534E0,9.829903798E0
3.559497958E0,6.256988525E-2,4.445755005E-2,9.768536224E0,9.768837773E0
3.569491958E0,4.834945679E-2,4.340972900E-2,9.835447083E0,9.835661716E0
3.579485958E0,6.212081909E-2,6.271957397E-2,9.784103851E0,9.784502078E0
3.589479958E0,6.316864014E-2,6.646179199E-2,9.843081207E0,9.843508272E0
3.599473958E0,5.867797852E-2,7.933502197E-2,9.816137238E0,9.816633202E0
3.609467958E0,6.182144165E-2,8.427474976E-2,9.888137512E0,9.888689882E0
3.619460958E0,5.209167480E-2,9.086105347E-2,9.849817200E0,9.850374010E0
3.629454958E0,6.137237549E-2,7.574249268E-2,9.868977356E0,9.869458827E0
3.639448958E0,7.035369873E-2,9.011260986E-2,9.835896149E0,9.836560526E0
3.649442958E0,6.346801758E-2,8.038284302E-2,9.850116577E0,9.850649023E0
3.659436958E0,4.400848389E-2,8.322692871E-2,9.841135254E0,9.841585571E0
3.669430958E0,4.116439819E-2,8.128097534E-2,9.816286926E0,9.816709740E0
3.679424958E0,4.924758911E-2,9.160949707E-2,9.806856537E0,9.807408055E0
3.689418958E0,6.152206421E-2,9.250762939E-2,9.837243347E0,9.837870669E0
3.699412958E0,4.879852295E-2,7.798782349E-2,9.821975098E0,9.822405928E0
3.709406958E0,4.355941772E-2,7.469467163E-2,9.852361908E0,9.852741338E0
3.719400958E0,6.556365967E-2,8.502319336E-2,9.840985565E0,9.841571238E0
3.729394958E0,7.843688965E-2,8.711883545E-2,9.857601013E0,9.858298016E0
3.739388958E0,6.541397095E-2,7.589218140E-2,9.847721558E0,9.848231236E0
3.749382958E0,5.837860107E-2,5.777984619E-2,9.848619690E0,9.848962198E0
3.759376958E0,6.346801758E-2,6.391708374E-2,9.847721558E0,9.848133501E0
3.769370958E0,6.361770630E-2,6.092330933E-2,9.834548950E0,9.834943412E0
3.779363958E0,6.556365967E-2,7.738906860E-2,9.837093658E0,9.837616546E0
3.789357667E0,5.673202515E-2,7.903564453E-2,9.828112335E0,9.828593858E0
3.799351667E0,5.284011841E-2,9.056167603E-2,9.824070740E0,9.824630242E0
3.809345667E0,4.924758911E-2,9.954299927E-2,9.852511597E0,9.853137515E0
3.819339667E0,5.044509888E-2,8.666976929E-2,9.836644592E0,9.837155747E0
3.829333667E0,5.852828979E-2,9.041198730E-2,9.856403503E0,9.856991930E0
3.839327667E0,6.750961304E-2,8.607101440E-2,9.847272491E0,9.847880040E0
3.849321667E0,5.807922363E-2,9.924362183E-2,9.857151947E0,9.857822630E0
3.859315667E0,6.676116943E-2,8.711883545E-2,9.843081207E0,9.843693128E0
3.869309667E0,6.601272583E-2,9.131011963E-2,9.841734009E0,9.842378956E0
3.879303667E0,6.212081909E-2,8.008346558E-2,9.840536499E0,9.841058426E0
3.889297667E0,6.227050781E-2,7.544311523E-2,9.829160156E0,9.829646924E0
3.899291667E0,6.047424316E-2,7.349716187E-2,9.831106110E0,9.831566829E0
3.909285667E0,5.343887329E-2,7.813751221E-2,9.835147705E0,9.835603264E0
3.919279667E0,5.358856201E-2,7.469467163E-2,9.839638367E0,9.840067795E0
3.929273667E0,5.882766724E-2,7.903564453E-2,9.842183075E0,9.842676212E0
3.939267667E0,6.930587769E-2,7.185058594E-2,9.835596771E0,9.836103378E0
3.949260667E0,6.646179199E-2,6.825805664E-2,9.839039612E0,9.839500842E0
3.959254667E0,5.703140259E-2,6.316864014E-2,9.829010468E0,9.829378904E0
3.969248667E0,6.631210327E-2,7.319778442E-2,9.849517822E0,9.850013022E0
3.979242667E0,6.556365967E-2,8.262817383E-2,9.843679962E0,9.844245081E0
3.989236667E0,6.721023560E-2,9.131011963E-2,9.842632141E0,9.843285133E0
3.999230667E0,6.691085815E-2,8.382568359E-2,9.836644592E0,9.837229317E0
4.009224667E0,6.271957397E-2,8.187973022E-2,9.849368134E0,9.849908155E0
4.019218667E0,5.448669434E-2,7.439529419E-2,9.834548950E0,9.834981267E0
4.029212667E0,5.897735596E-2,8.951385498E-2,9.835147705E0,9.835731871E0
4.039206667E0,6.242019653E-2,8.996292114E-2,9.833351440E0,9.833961062E0
4.049200667E0,6.496490479E-2,7.798782349E-2,9.838590546E0,9.839114110E0
4.059194667E0,5.852828979E-2,7.738906860E-2,9.842033386E0,9.842511661E0
4.069188667E0,4.894821167E-2,7.334747314E-2,9.843979340E0,9.844374283E0
4.079182667E0,5.328918457E-2,7.694000244E-2,9.834848328E0,9.835293647E0
4.089176667E0,5.822891235E-2,7.783813477E-2,9.831555176E0,9.832035728E0
4.099170667E0,6.481521606E-2,6.825805664E-2,9.829160156E0,9.829610855E0
4.109163667E0,6.661148071E-2,7.574249268E-2,9.849368134E0,9.849884601E0
4.119157667E0,5.807922363E-2,7.768844604E-2,9.844278717E0,9.844756582E0
4.129151667E0,5.972579956E-2,8.008346558E-2,9.857451324E0,9.857957555E0
4.139145667E0,6.271957397E-2,7.229965210E-2,9.828112335E0,9.828578384E0
4.149139667E0,5.733078003E-2,6.391708374E-2,9.848919067E0,9.849293325E0
4.159133667E0,5.942642212E-2,7.125183105E-2,9.841584320E0,9.842021655E0
4.169127667E0,5.792953491E-2,8.202941895E-2,9.852960663E0,9.853472407E0
4.179121667E0,5.568420410E-2,8.771759033E-2,9.845027161E0,9.845575397E0
4.189115667E0,5.343887329E-2,8.831634521E-2,9.849817200E0,9.850358083E0
4.199109667E0,5.418731689E-2,9.160949707E-2,9.856702881E0,9.857277527E0
4.209103667E0,5.209167480E-2,9.310638428E-2,9.864636383E0,9.865213293E0
4.219097667E0,5.119354248E-2,7.918533325E-2,9.892777863E0,9.893227225E0
4.229091667E0,7.140151978E-2,7.993377686E-2,9.924511871E0,9.925090603E0
4.239085667E0,7.723937988E-2,7.020401001E-2,9.892478485E0,9.893029117E0
4.249079667E0,7.065307617E-2,8.487350464E-2,9.937534790E0,9.938148372E0
4.259073667E0,5.867797852E-2,7.723937988E-2,9.915231171E0,9.915705633E0
4.269067667E0,6.062393188E-2,7.334747314E-2,9.945917358E0,9.946372566E0
4.279060667E0,5.194198608E-2,8.217910767E-2,9.923763428E0,9.924239615E0
4.289054667E0,4.655319214E-2,7.963439941E-2,9.970615997E0,9.971042684E0
4.299048667E0,5.313949585E-2,8.262817383E-2,9.969568176E0,9.970052199E0
4.309042667E0,6.601272583E-2,7.903564453E-2,9.946815491E0,9.947348527E0
4.319036667E0,5.343887329E-2,8.232879639E-2,1.001552261E1,1.001600354E1
4.329030667E0,6.182144165E-2,7.349716187E-2,9.932595062E0,9.933059367E0
4.339024667E0,6.032455444E-2,7.214996338E-2,9.994416504E0,9.994858975E0
4.349018667E0,7.125183105E-2,7.903564453E-2,9.955198059E0,9.955766764E0
4.359012667E0,7.110214233E-2,7.259902954E-2,9.965526581E0,9.966044660E0
4.369006667E0,5.897735596E-2,8.292755127E-2,9.986183624E0,9.986702093E0
4.379000667E0,6.975494385E-2,8.128097534E-2,9.970765686E0,9.971340969E0
4.388994667E0,6.361770630E-2,7.723937988E-2,9.999655609E0,1.000015627E1
4.398988667E0,5.927673340E-2,7.828720093E-2,9.950557709E0,9.951042223E0
4.408982667E0,5.463638306E-2,7.379653931E-2,1.003782623E1,1.003824619E1
4.418976667E0,5.987548828E-2,7.679031372E-2,9.997110901E0,9.997585118E0
4.428970667E0,5.688171387E-2,7.379653931E-2,1.005414230E1,1.005457403E1
4.438964667E0,6.002517700E-2,8.098159790E-2,1.003722748E1,1.003773363E1
4.448957667E0,5.673202515E-2,8.367599487E-2,1.006072861E1,1.006123652E1
4.458951667E0,5.927673340E-2,7.843688965E-2,1.008363098E1,1.008411027E1
4.468945667E0,6.361770630E-2,7.259902954E-2,1.008961853E1,1.009008027E1
4.478939667E0,5.733078003E-2,9.101074219E-2,1.009021729E1,1.009079059E1
4.488933667E0,5.912704468E-2,8.113128662E-2,1.010967682E1,1.011017525E1
4.498927667E0,6.885681152E-2,7.858657837E-2,1.012748978E1,1.012802875E1
4.508921667E0,5.807922363E-2,8.741821289E-2,1.012479538E1,1.012533933E1
4.518915667E0,6.571334839E-2,9.220825195E-2,1.014425491E1,1.014488681E1
4.528909667E0,6.406677246E-2,8.262817383E-2,1.015862503E1,1.015916308E1
4.538903667E0,5.777984619E-2,7.948471069E-2,1.013961456E1,1.014009072E1
4.548897667E0,5.224136353E-2,7.978408813E-2,1.015518219E1,1.015562996E1
4.558891667E0,5.792953491E-2,8.232879639E-2,1.015787659E1,1.015837539E1
4.568885667E0,5.688171387E-2,8.232879639E-2,1.016296600E1,1.016345864E1
4.578879667E0,5.089416504E-2,8.786727905E-2,1.016012192E1,1.016062932E1
4.588873667E0,6.062393188E-2,8.577163696E-2,1.015353561E1,1.015407886E1
4.598867667E0,6.092330933E-2,8.023315430E-2,1.016206787E1,1.016256722E1
4.608860667E0,6.002517700E-2,8.053253174E-2,1.016236725E1,1.016286360E1
4.618854667E0,5.373825073E-2,7.244934082E-2,1.017030075E1,1.017070077E1
4.628848667E0,6.810836792E-2,7.963439941E-2,1.018347336E1,1.018401247E1
4.638842667E0,6.586303711E-2,7.858657837E-2,1.017389328E1,1.017440997E1
4.648836667E0,7.274871826E-2,8.412506104E-2,1.018407211E1,1.018467939E1
4.658830667E0,7.110214233E-2,8.098159790E-2,1.018197647E1,1.018254675E1
4.668824667E0,6.960525513E-2,8.427474976E-2,1.021685394E1,1.021743860E1
4.678818667E0,7.155120850E-2,8.083190918E-2,1.020248383E1,1.020305491E1
4.688812667E0,6.481521606E-2,8.532257080E-2,1.022418869E1,1.022475014E1
4.698806667E0,5.418731689E-2,8.711883545E-2,1.023257126E1,1.023308558E1
4.708800667E0,6.571334839E-2,8.053253174E-2,1.024065445E1,1.024118193E1
4.718794667E0,5.358856201E-2,7.948471069E-2,1.024020538E1,1.024065407E1
4.728788667E0,5.418731689E-2,7.200027466E-2,1.026445496E1,1.026485050E1
4.738782667E0,6.511459351E-2,7.125183105E-2,1.025427612E1,1.025473040E1
4.748776667E0,6.601272583E-2,7.679031372E-2,1.026969406E1,1.027019331E1
4.758770667E0,6.900650024E-2,7.574249268E-2,1.027223877E1,1.027274979E1
4.768763667E0,5.688171387E-2,7.903564453E-2,1.027987289E1,1.028033408E1
4.778757667E0,6.556365967E-2,7.439529419E-2,1.029184799E1,1.029232570E1
4.788751667E0,6.840774536E-2,7.888595581E-2,1.030951126E1,1.031004001E1
4.798746042E0,7.005432129E-2,8.128097534E-2,1.028107040E1,1.028163036E1
4.808740042E0,6.047424316E-2,8.487350464E-2,1.032702484E1,1.032755066E1
4.818734042E0,6.646179199E-2,8.981323242E-2,1.029588959E1,1.029649581E1
4.828728042E0,6.571334839E-2,9.475296021E-2,1.030067963E1,1.030132502E1
4.838722042E0,5.972579956E-2,8.951385498E-2,1.033465897E1,1.033521920E1
4.848716042E0,7.020401001E-2,7.843688965E-2,1.029035110E1,1.029088951E1
4.858710042E0,6.167175293E-2,8.831634521E-2,1.032537827E1,1.032594013E1
4.868704042E0,6.601272583E-2,7.783813477E-2,1.029963181E1,1.030013746E1
4.878698042E0,7.110214233E-2,7.888595581E-2,1.031430130E1,1.031484803E1
4.888692042E0,7.095245361E-2,8.232879639E-2,1.032642609E1,1.032699801E1
4.898686042E0,7.155120850E-2,8.457412720E-2,1.031190628E1,1.031250132E1
4.908680042E0,6.182144165E-2,7.798782349E-2,1.032582733E1,1.032630689E1
4.918674042E0,6.122268677E-2,6.795867920E-2,1.033376083E1,1.033416564E1
4.928668042E0,5.179229736E-2,7.020401001E-2,1.033989807E1,1.034026611E1
4.938661042E0,4.146377563E-2,7.589218140E-2,1.035741165E1,1.035777268E1
4.948655042E0,6.271957397E-2,8.532257080E-2,1.036100418E1,1.036154532E1
4.958649042E0,5.748046875E-2,8.652008057E-2,1.036579422E1,1.036631466E1
4.968643042E0,5.343887329E-2,7.768844604E-2,1.037043457E1,1.037086324E1
4.978637042E0,6.316864014E-2,8.652008057E-2,1.039812698E1,1.039867880E1
4.988631042E0,6.286926270E-2,8.442443848E-2,1.039049286E1,1.039102603E1
4.998625042E0,5.194198608E-2,8.352630615E-2,1.041668839E1,1.041715276E1
5.008619042E0,6.286926270E-2,8.831634521E-2,1.040276733E1,1.040333218E1
5.018613042E0,6.840774536E-2,7.798782349E-2,1.040306671E1,1.040358394E1
5.028607042E0,5.508544922E-2,6.496490479E-2,1.039513321E1,1.039548216E1
5.038601042E0,6.361770630E-2,7.589218140E-2,1.039258850E1,1.039306031E1
5.048595042E0,8.202941895E-2,7.694000244E-2,1.039797729E1,1.039858550E1
5.058589042E0,6.960525513E-2,6.945556641E-2,1.038001465E1,1.038048039E1
5.068583042E0,5.688171387E-2,8.083190918E-2,1.038225998E1,1.038273045E1
5.078577042E0,6.047424316E-2,7.334747314E-2,1.037597305E1,1.037640852E1
5.088571042E0,6.107299805E-2,7.679031372E-2,1.036863831E1,1.036910252E1
5.098564042E0,6.481521606E-2,8.187973022E-2,1.036833893E1,1.036886481E1
5.108558042E0,6.676116943E-2,8.187973022E-2,1.035965698E1,1.036019566E1
5.118552042E0,6.586303711E-2,8.696914673E-2,1.037776932E1,1.037834272E1
5.128546042E0,6.212081909E-2,8.951385498E-2,1.038270905E1,1.038328074E1
5.138540042E0,5.912704468E-2,9.939331055E-2,1.038076309E1,1.038140729E1
5.148534042E0,5.733078003E-2,9.250762939E-2,1.038061340E1,1.038118390E1
5.158528042E0,7.170089722E-2,8.786727905E-2,1.039498352E1,1.039560215E1
5.168522042E0,6.197113037E-2,9.131011963E-2,1.039154068E1,1.039212662E1
5.178516042E0,6.556365967E-2,8.637039185E-2,1.040007294E1,1.040063823E1
5.188510042E0,6.765930176E-2,8.187973022E-2,1.037342834E1,1.037397213E1
5.198504042E0,6.242019653E-2,8.143066406E-2,1.037732025E1,1.037782746E1
5.208498042E0,5.313949585E-2,6.795867920E-2,1.036923706E1,1.036959591E1
5.218492042E0,5.089416504E-2,6.661148071E-2,1.034723282E1,1.034757239E1
5.228486042E0,6.047424316E-2,6.706054688E-2,1.035801041E1,1.035840402E1
5.238480042E0,6.017486572E-2,7.214996338E-2,1.033570679E1,1.033613378E1
5.248474042E0,6.735992432E-2,8.098159790E-2,1.031055908E1,1.031109713E1
5.258468042E0,7.813751221E-2,8.307723999E-2,1.032537827E1,1.032600812E1
5.268461042E0,6.975494385E-2,7.828720093E-2,1.030801437E1,1.030854767E1
5.278455042E0,6.975494385E-2,8.562194824E-2,1.030397278E1,1.030456461E1
5.288449042E0,7.499404907E-2,8.382568359E-2,1.030487091E1,1.030548472E1
5.298443042E0,7.244934082E-2,8.292755127E-2,1.031400192E1,1.031458974E1
5.308437042E0,5.718109131E-2,8.607101440E-2,1.030472122E1,1.030523932E1
5.318431042E0,5.957611084E-2,7.394622803E-2,1.030097900E1,1.030141669E1
5.328425042E0,4.251159668E-2,8.053253174E-2,1.031265472E1,1.031305678E1
5.338419042E0,5.269042969E-2,7.798782349E-2,1.029903305E1,1.029946310E1
5.348413042E0,5.044509888E-2,6.721023560E-2,1.030696655E1,1.030730913E1
5.358407042E0,6.301895142E-2,7.679031372E-2,1.030367340E1,1.030415225E1
5.368401042E0,7.334747314E-2,8.128097534E-2,1.032567764E1,1.032625805E1
5.378395042E0,7.020401001E-2,7.873626709E-2,1.030472122E1,1.030526115E1
5.388389042E0,7.185058594E-2,9.190887451E-2,1.031310379E1,1.031376360E1
5.398383042E0,7.559280396E-2,8.412506104E-2,1.030576904E1,1.030638961E1
5.408377042E0,6.825805664E-2,8.637039185E-2,1.032313293E1,1.032371990E1
5.418371042E0,7.394622803E-2,9.939331055E-2,1.032013916E1,1.032088268E1
5.428364042E0,6.735992432E-2,7.723937988E-2,1.033630554E1,1.033681361E1
5.438358042E0,4.969665527E-2,7.005432129E-2,1.032073792E1,1.032109531E1
5.448352042E0,4.475692749E-2,6.077362061E-2,1.032956955E1,1.032984529E1
5.458346042E0,5.673202515E-2,5.867797852E-2,1.033061737E1,1.033093979E1
5.468340042E0,5.403762817E-2,6.601272583E-2,1.033989807E1,1.034024999E1
5.478334042E0,5.897735596E-2,7.888595581E-2,1.034393967E1,1.034440859E1
5.488328042E0,7.065307617E-2,8.367599487E-2,1.036220169E1,1.036278039E1
5.498322042E0,7.723937988E-2,9.460327148E-2,1.034543655E1,1.034615741E1
5.508316042E0,7.439529419E-2,1.115180969E-1,1.036414764E1,1.036501458E1
5.518310042E0,6.511459351E-2,1.106199646E-1,1.037552399E1,1.037631797E1
5.528304042E0,6.556365967E-2,1.133143616E-1,1.037971527E1,1.038054083E1
5.538298042E0,6.331832886E-2,1.038839722E-1,1.037058426E1,1.037129784E1
5.548292042E0,5.628295898E-2,9.505233765E-2,1.036863831E1,1.036922673E1
5.558286042E0,4.400848389E-2,7.873626709E-2,1.036519547E1,1.036558793E1
5.568280042E0,5.822891235E-2,7.259902954E-2,1.037013519E1,1.037055279E1
5.578274042E0,6.706054688E-2,6.301895142E-2,1.037178177E1,1.037219001E1
5.588267042E0,8.068222046E-2,5.373825073E-2,1.035247192E1,1.035292579E1
5.598261042E0,7.364685059E-2,6.376739502E-2,1.034783157E1,1.034829012E1
5.608255042E0,8.023315430E-2,6.167175293E-2,1.032627640E1,1.032677225E1
5.618249042E0,6.481521606E-2,6.810836792E-2,1.033046768E1,1.033089552E1
5.628243042E0,5.867797852E-2,8.457412720E-2,1.033106644E1,1.033157924E1
5.638237042E0,6.227050781E-2,9.071136475E-2,1.032013916E1,1.032072567E1
5.648231042E0,6.002517700E-2,9.205856323E-2,1.032163605E1,1.032222110E1
5.658225042E0,5.433700562E-2,9.819580078E-2,1.032403107E1,1.032464103E1
5.668219042E0,5.373825073E-2,8.771759033E-2,1.031280441E1,1.031331746E1
5.678213042E0,3.442840576E-2,7.873626709E-2,1.033376083E1,1.033411814E1
5.688207042E0,3.966751099E-2,8.173004150E-2,1.033944901E1,1.033984811E1
5.698201042E0,5.029541016E-2,8.098159790E-2,1.033510803E1,1.033554767E1
5.708195042E0,6.915618896E-2,7.708969116E-2,1.035022659E1,1.035074470E1
5.718189042E0,6.466552734E-2,8.801696777E-2,1.033885025E1,1.033942712E1
5.728183042E0,5.957611084E-2,8.038284302E-2,1.034423904E1,1.034472291E1
5.738177042E0,6.077362061E-2,8.187973022E-2,1.033391052E1,1.033441360E1
5.748170042E0,5.059478760E-2,8.322692871E-2,1.032762360E1,1.032808287E1
5.758164042E0,5.748046875E-2,8.726852417E-2,1.035262161E1,1.035314899E1
5.768158042E0,6.406677246E-2,8.292755127E-2,1.033361115E1,1.033414248E1
5.778152042E0,6.242019653E-2,7.918533325E-2,1.034094589E1,1.034143745E1
5.788146042E0,6.511459351E-2,7.783813477E-2,1.034738251E1,1.034788014E1
5.798140083E0,6.182144165E-2,7.888595581E-2,1.036938675E1,1.036987109E1
5.808134083E0,5.867797852E-2,8.397537231E-2,1.035980667E1,1.036031318E1
5.818128083E0,6.107299805E-2,8.113128662E-2,1.035860916E1,1.035910691E1
5.828122083E0,6.601272583E-2,7.858657837E-2,1.037941589E1,1.037992331E1
5.838116083E0,6.586303711E-2,9.475296021E-2,1.034992722E1,1.035057049E1
5.848110083E0,5.867797852E-2,8.412506104E-2,1.037537430E1,1.037588126E1
5.858104083E0,6.616241455E-2,7.439529419E-2,1.036983582E1,1.037031374E1
5.868098083E0,5.852828979E-2,6.601272583E-2,1.033301239E1,1.033338900E1
5.878092083E0,5.508544922E-2,7.155120850E-2,1.035112473E1,1.035151859E1
5.888086083E0,5.718109131E-2,6.556365967E-2,1.032537827E1,1.032574475E1
5.898080083E0,7.544311523E-2,7.379653931E-2,1.032358200E1,1.032412141E1
5.908073083E0,8.457412720E-2,7.469467163E-2,1.032762360E1,1.032823999E1
5.918067083E0,7.110214233E-2,8.307723999E-2,1.031130753E1,1.031188733E1
5.928061083E0,6.182144165E-2,8.592132568E-2,1.032013916E1,1.032068199E1
5.938055083E0,7.334747314E-2,8.577163696E-2,1.031789383E1,1.031851102E1
5.948049083E0,7.110214233E-2,8.981323242E-2,1.033091675E1,1.033155181E1
5.958043083E0,6.511459351E-2,1.094224548E-1,1.032927017E1,1.033005496E1
5.968037083E0,6.870712280E-2,1.005908203E-1,1.032298325E1,1.032370197E1
5.978031083E0,5.598358154E-2,9.220825195E-2,1.032492920E1,1.032549270E1
5.988025083E0,5.478607178E-2,9.116043091E-2,1.034723282E1,1.034777941E1
5.998019083E0,6.511459351E-2,9.086105347E-2,1.036444702E1,1.036504982E1
6.008013083E0,6.691085815E-2,7.110214233E-2,1.035801041E1,1.035847055E1
6.018007083E0,6.780899048E-2,6.227050781E-2,1.037267990E1,1.037308845E1
6.028001083E0,7.185058594E-2,7.514373779E-2,1.037866745E1,1.037918817E1
6.037995083E0,7.170089722E-2,7.229965210E-2,1.036833893E1,1.036883891E1
6.047989083E0,8.846603394E-2,5.718109131E-2,1.038690033E1,1.038743445E1
6.057983083E0,9.295669556E-2,6.915618896E-2,1.035636383E1,1.035701189E1
6.067976083E0,8.891510010E-2,7.768844604E-2,1.035232224E1,1.035299556E1
6.077970083E0,8.741821289E-2,8.397537231E-2,1.032807266E1,1.032878399E1
6.087964083E0,6.586303711E-2,7.828720093E-2,1.033106644E1,1.033157299E1
6.097958083E0,8.442443848E-2,8.681945801E-2,1.032807266E1,1.032878260E1
6.107952083E0,9.385482788E-2,7.993377686E-2,1.030052994E1,1.030126765E1
6.117946083E0,8.442443848E-2,6.990463257E-2,1.032088760E1,1.032146962E1
6.127940083E0,5.583389282E-2,8.053253174E-2,1.029678772E1,1.029725402E1
6.137934083E0,5.328918457E-2,9.101074219E-2,1.031085846E1,1.031139781E1
6.147928083E0,4.760101318E-2,9.714797974E-2,1.031804352E1,1.031861064E1
6.157922083E0,5.673202515E-2,8.637039185E-2,1.031624725E1,1.031676479E1
6.167916083E0,5.508544922E-2,9.654922485E-2,1.033001862E1,1.033061667E1
6.177910083E0,4.715194702E-2,9.595046997E-2,1.030966095E1,1.031021526E1
6.187904083E0,5.074447632E-2,9.041198730E-2,1.035935760E1,1.035987641E1
6.197898083E0,5.523513794E-2,9.235794067E-2,1.029723679E1,1.029779910E1
6.207892083E0,5.718109131E-2,8.143066406E-2,1.035307068E1,1.035354882E1
6.217886083E0,3.772155762E-2,7.379653931E-2,1.031220566E1,1.031253870E1
6.227880083E0,2.305206299E-2,6.556365967E-2,1.034154465E1,1.034177817E1
6.237873083E0,4.834945679E-2,7.170089722E-2,1.030651749E1,1.030688029E1
6.247867083E0,5.628295898E-2,7.499404907E-2,1.032477951E1,1.032520527E1
6.257861083E0,5.343887329E-2,7.229965210E-2,1.025547363E1,1.025586771E1
6.267855083E0,4.580474854E-2,8.053253174E-2,1.023227188E1,1.023269131E1
6.277849083E0,6.586303711E-2,8.816665649E-2,1.024050476E1,1.024109609E1
6.287843083E0,7.589218140E-2,9.011260986E-2,1.021850052E1,1.021917965E1
6.297837083E0,8.472381592E-2,8.322692871E-2,1.017045044E1,1.017114384E1
6.307831083E0,7.095245361E-2,8.232879639E-2,1.019978943E1,1.020036846E1
6.317825083E0,7.140151978E-2,7.259902954E-2,1.017284546E1,1.017335508E1
6.327819083E0,7.170089722E-2,7.110214233E-2,1.019709503E1,1.019759499E1
6.337813083E0,8.936416626E-2,6.855743408E-2,1.022299118E1,1.022361163E1
6.347807083E0,7.110214233E-2,6.960525513E-2,1.014215927E1,1.014264734E1
6.357801083E0,5.269042969E-2,6.930587769E-2,1.019365219E1,1.019402396E1
6.367795083E0,6.735992432E-2,6.975494385E-2,1.022703278E1,1.022749248E1
6.377789083E0,6.930587769E-2,7.903564453E-2,1.014410522E1,1.014464986E1
6.387782083E0,6.466552734E-2,9.131011963E-2,1.023511597E1,1.023572753E1
6.397776083E0,3.652404785E-2,8.577163696E-2,1.018601807E1,1.018644466E1
6.407770083E0,5.059478760E-2,9.445358276E-2,1.017299515E1,1.017355944E1
6.417764083E0,6.286926270E-2,1.100212097E-1,1.020652542E1,1.020731201E1
6.427758083E0,6.301895142E-2,1.029858398E-1,1.013497421E1,1.013569335E1
6.437752083E0,2.469863892E-2,8.367599487E-2,1.008033783E1,1.008071537E1
6.447746083E0,3.382965088E-2,8.487350464E-2,1.014530273E1,1.014571415E1
6.457740083E0,5.763015747E-2,8.966354370E-2,1.003588028E1,1.003644627E1
6.467734083E0,6.631210327E-2,8.607101440E-2,1.006102798E1,1.006161466E1
6.477728083E0,6.376739502E-2,7.738906860E-2,1.004575974E1,1.004626020E1
6.487722083E0,6.795867920E-2,7.304809570E-2,1.005608826E1,1.005658319E1
6.497716083E0,5.089416504E-2,8.217910767E-2,1.000444565E1,1.000491261E1
6.507710083E0,9.190887451E-2,7.813751221E-2,1.010892838E1,1.010964814E1
6.517704083E0,8.367599487E-2,7.484436035E-2,9.961934052E0,9.962566607E0
6.527698083E0,5.703140259E-2,9.101074219E-2,1.010503647E1,1.010560723E1
6.537692083E0,6.167175293E-2,1.001417542E-1,1.005354355E1,1.005423143E1
