"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.176815875E0,1.061560686E0,-7.029608173E-1,-2.530346906E0,2.832617246E0
9.186811875E0,9.883510610E-1,-5.878991250E-1,-3.083352004E0,3.290824027E0
9.196807875E0,7.932087171E-1,-5.498777879E-1,-3.387486155E0,3.522301535E0
9.206803875E0,5.696997759E-1,-6.300260114E-1,-3.463812785E0,3.566439347E0
9.216799875E0,3.676792060E-1,-7.368597577E-1,-3.392331158E0,3.490853905E0
9.226796875E0,2.671699543E-1,-7.995981889E-1,-3.287795806E0,3.394162387E0
9.236792875E0,3.027439758E-1,-8.421046693E-1,-3.109661551E0,3.235859878E0
9.246788875E0,4.513325429E-1,-9.073232701E-1,-2.796572388E0,2.974517390E0
9.256784875E0,5.973651458E-1,-9.754178240E-1,-2.408737684E0,2.666515006E0
9.266780875E0,7.071404801E-1,-1.019176924E0,-2.121492630E0,2.457539469E0
9.276776875E0,8.558946696E-1,-1.060574919E0,-1.973787285E0,2.398585227E0
9.286772875E0,1.083214826E0,-1.072298659E0,-1.880597870E0,2.420707980E0
9.296768875E0,1.303539081E0,-1.055689935E0,-1.927755665E0,2.555374195E0
9.306764875E0,1.442159169E0,-1.041786645E0,-1.993390076E0,2.671843273E0
9.316760875E0,1.529448304E0,-1.027642377E0,-1.993464335E0,2.714619868E0
9.326756875E0,1.632471713E0,-1.007229382E0,-1.895878984E0,2.697004272E0
9.336753875E0,1.679730518E0,-1.004168656E0,-1.685505520E0,2.582784962E0
9.346749875E0,1.641087439E0,-1.006980582E0,-1.414177757E0,2.388948849E0
9.356745875E0,1.582733104E0,-9.974098599E-1,-1.019134605E0,2.130376926E0
9.366741875E0,1.497353084E0,-1.039670026E0,-3.124465531E-1,1.849487191E0
9.376737875E0,1.404852764E0,-1.133226573E0,5.187024075E-1,1.877995192E0
9.386733875E0,1.236486720E0,-1.287521219E0,1.282483258E0,2.198038581E0
9.396729875E0,1.115788641E0,-1.358359798E0,1.891391246E0,2.582147648E0
9.406725875E0,1.110608593E0,-1.326664819E0,2.514122052E0,3.051933924E0
9.416721875E0,1.129466448E0,-1.134579107E0,2.917226175E0,3.327637715E0
9.426717875E0,1.190025330E0,-8.353688961E-1,3.049624094E0,3.378492059E0
9.436713875E0,1.163938269E0,-5.080056208E-1,2.965545226E0,3.226031695E0
9.446709875E0,9.715047942E-1,-1.834153875E-1,2.771428192E0,2.942495028E0
9.456706875E0,4.982068934E-1,3.143536225E-2,2.669652725E0,2.715924146E0
9.466702875E0,-2.319933973E-1,8.306320667E-2,2.688700615E0,2.699968783E0
9.476698875E0,-9.050541119E-1,-1.556463026E-2,2.654977968E0,2.805044245E0
9.486694875E0,-1.221689026E0,-2.225560644E-1,2.479456249E0,2.773041393E0
9.496690875E0,-1.295549153E0,-5.455523832E-1,2.413150578E0,2.792735348E0
9.506686875E0,-1.014415902E0,-9.242745676E-1,2.536905143E0,2.884304214E0
9.516682875E0,-3.273575377E-1,-1.112749039E0,2.920400628E0,3.142310171E0
9.526678875E0,5.914789000E-1,-9.816280787E-1,3.577939324E0,3.757005561E0
9.536674875E0,1.402115097E0,-4.873032980E-1,4.162978978E0,4.419704201E0
9.546670875E0,1.864382518E0,2.901555783E-1,4.081103926E0,4.496167444E0
9.556666875E0,1.342933527E0,1.076227623E0,3.289467525E0,3.712456458E0
9.566662875E0,2.833667417E-1,1.748882467E0,1.953754724E0,2.637431348E0
9.576659875E0,-6.603915524E-1,2.166915848E0,4.932886541E-1,2.318399230E0
9.586654792E0,-1.608219655E0,2.298170344E0,-8.901888818E-1,2.942854674E0
9.596650792E0,-2.411189421E0,2.150969321E0,-2.008937822E0,3.804777867E0
9.606646792E0,-2.679045108E0,1.861259082E0,-2.525698954E0,4.125617925E0
9.616642792E0,-2.596766013E0,1.395817207E0,-2.494221638E0,3.861688877E0
9.626638792E0,-2.504804513E0,7.399240641E-1,-1.955759735E0,3.262901992E0
9.636634792E0,-2.108519998E0,9.602217145E-2,-1.117920390E0,2.388477095E0
9.646630792E0,-1.644500605E0,-5.023459180E-1,-3.553937674E-2,1.719882760E0
9.656626792E0,-1.265863424E0,-9.856915281E-1,8.697464311E-1,1.824953931E0
9.666622792E0,-8.235753545E-1,-1.184417265E0,1.288481331E0,1.934245270E0
9.676618792E0,-3.048000030E-1,-1.027968140E0,1.065978988E0,1.511930138E0
9.686614792E0,4.670258850E-2,-6.286272843E-1,2.795249748E-1,6.895560934E-1
9.696611792E0,5.719468608E-2,-2.133716600E-1,-7.711740696E-1,8.021895930E-1
9.706607792E0,-3.871076033E-2,2.070109857E-1,-1.929823825E0,1.941281037E0
9.716603792E0,-1.282366021E-1,5.727682485E-1,-2.830590904E0,2.890804898E0
9.726599792E0,-1.986147130E-1,7.609576683E-1,-3.486218145E0,3.573824469E0
9.736595792E0,-2.308083860E-1,8.113981625E-1,-3.923063627E0,4.012738181E0
9.746591792E0,-1.911738387E-1,7.415935173E-1,-4.080262511E0,4.151511838E0
9.756587792E0,-1.869968071E-1,5.606722231E-1,-3.891985676E0,3.936606870E0
9.766583792E0,-2.152311842E-1,3.335167024E-1,-3.499611778E0,3.522050603E0
9.776579792E0,-2.129134941E-1,1.234792344E-1,-3.022959622E0,3.032962933E0
9.786575792E0,-1.914283387E-1,-3.719421186E-2,-2.510613722E0,2.518175824E0
9.796571792E0,-2.713387267E-1,-4.666443542E-2,-1.917694361E0,1.937357462E0
9.806567792E0,-4.867283705E-1,-2.418097761E-2,-1.323942356E0,1.410784387E0
9.816564792E0,-7.372572953E-1,7.707167443E-2,-9.302458173E-1,1.189472842E0
9.826560792E0,-9.015339419E-1,2.811614643E-1,-7.613793987E-1,1.213059688E0
9.836556792E0,-9.982368024E-1,5.989384488E-1,-7.872007030E-1,1.405307413E0
9.846552792E0,-1.062237209E0,9.706442302E-1,-9.428968531E-1,1.720335021E0
9.856548792E0,-1.097377221E0,1.258788439E0,-1.080926811E0,1.989268174E0
9.866544792E0,-1.085184022E0,1.469439207E0,-1.119776296E0,2.142609367E0
9.876540792E0,-1.035420562E0,1.633488251E0,-9.715885556E-1,2.164339144E0
9.886536792E0,-9.939581023E-1,1.626278196E0,-6.112345952E-1,2.001584675E0
9.896532792E0,-9.167906432E-1,1.475969962E0,-1.516913921E-1,1.744133794E0
9.906528792E0,-8.394699870E-1,1.324959625E0,3.723840219E-1,1.612109713E0
9.916524792E0,-8.041120201E-1,1.144372682E0,1.032634656E0,1.738539418E0
9.926520792E0,-7.844951963E-1,9.713222880E-1,1.785344388E0,2.178612927E0
9.936516792E0,-7.563942088E-1,8.001822527E-1,2.526474295E0,2.755992779E0
9.946513792E0,-7.346449055E-1,6.779212857E-1,2.928419500E0,3.094336952E0
9.956509792E0,-7.445114972E-1,6.475561832E-1,3.190626191E0,3.339718832E0
9.966505792E0,-9.116379306E-1,4.961227264E-1,3.240147430E0,3.402319333E0
9.976501792E0,-1.183364620E0,1.861037911E-1,3.172178226E0,3.390826027E0
9.986497792E0,-1.448618588E0,-1.155964568E-1,3.195721455E0,3.510625866E0
9.996493792E0,-1.511261856E0,-3.819941401E-1,3.333050916E0,3.679546212E0
1.000648979E1,-1.349371165E0,-6.500359143E-1,3.645841286E0,3.941510867E0
1.001648579E1,-1.023505106E0,-8.201832385E-1,3.952315493E0,4.164259958E0
1.002648179E1,-5.774841741E-1,-7.457345154E-1,4.132260046E0,4.238535245E0
1.003647779E1,-3.729471087E-2,-3.572013610E-1,4.078932855E0,4.094713291E0
1.004647379E1,5.163828170E-1,2.280887729E-1,3.698303674E0,3.741139635E0
1.005646979E1,9.084123141E-1,8.470161112E-1,2.952147501E0,3.202783804E0
1.006646579E1,1.055191314E0,1.404244507E0,2.184855983E0,2.803377786E0
1.007646279E1,7.858568667E-1,1.719524036E0,1.373260696E0,2.336702562E0
1.008645879E1,3.547094969E-1,1.838942598E0,6.864157552E-1,1.994666713E0
1.009645479E1,-5.415676519E-2,1.788740159E0,2.190320206E-1,1.802914124E0
1.010645079E1,-3.557082014E-1,1.540151633E0,8.915249705E-3,1.580719728E0
1.011644679E1,-5.362990183E-1,1.052979678E0,-5.887035191E-2,1.183151959E0
1.012644279E1,-4.473279311E-1,3.924374134E-1,1.440753937E-3,5.950726654E-1
1.013643879E1,-1.664136578E-1,-2.066176508E-1,2.594959223E-1,3.711098124E-1
1.014643479E1,2.385760465E-1,-6.346507935E-1,4.340926123E-1,8.050692863E-1
1.015643079E1,7.301796792E-1,-1.092582869E0,3.924768090E-1,1.371472835E0
1.016642679E1,1.165672407E0,-1.517538988E0,2.596491194E-1,1.931096685E0
1.017642279E1,1.548754056E0,-1.705103048E0,-1.386784136E-2,2.303520751E0
1.018641879E1,1.871129913E0,-1.651837545E0,-4.137793851E-1,2.530001542E0
1.019641479E1,1.958957284E0,-1.426167619E0,-1.025039123E0,2.631002266E0
1.020641179E1,1.762854974E0,-1.223042656E0,-1.787582703E0,2.792658754E0
1.021640779E1,1.534452644E0,-9.561980993E-1,-2.491804984E0,3.078628233E0
1.022640379E1,1.349536057E0,-6.766619416E-1,-3.056981061E0,3.409435754E0
1.023639979E1,1.142670630E0,-5.098549855E-1,-3.433028364E0,3.653947457E0
1.024639579E1,9.323896989E-1,-4.403768342E-1,-3.657693007E0,3.800263207E0
1.025639179E1,8.029054472E-1,-4.164269312E-1,-3.780585108E0,3.887273119E0
1.026638779E1,7.993699282E-1,-4.757717116E-1,-3.730145856E0,3.844390603E0
1.027638379E1,8.970456192E-1,-5.844336630E-1,-3.442410221E0,3.605057791E0
1.028637979E1,1.051917750E0,-6.976741304E-1,-2.908180532E0,3.170298749E0
1.029637579E1,1.175142265E0,-8.039629161E-1,-2.377321764E0,2.771096260E0
1.030637179E1,1.212487262E0,-8.445612308E-1,-1.831685327E0,2.353397580E0
1.031636779E1,1.183417976E0,-8.108200921E-1,-1.262334922E0,1.910862837E0
1.032636379E1,1.087655932E0,-6.942206186E-1,-8.353922850E-1,1.537146045E0
1.033636079E1,9.739987779E-1,-4.664535522E-1,-7.057332015E-1,1.290082124E0
1.034635679E1,9.634435304E-1,-1.865370698E-1,-7.496469605E-1,1.234904887E0
1.035635279E1,9.446502869E-1,6.363418814E-2,-8.149170899E-1,1.249201080E0
1.036634879E1,8.808108249E-1,2.092192964E-1,-8.481438929E-1,1.240543625E0
1.037634479E1,8.812708546E-1,1.927026663E-1,-8.060877943E-1,1.209772776E0
1.038634079E1,9.822771196E-1,1.238765527E-1,-6.470400202E-1,1.182740262E0
1.039633679E1,1.081703613E0,-1.205003338E-1,-3.394215131E-1,1.140092102E0
1.040633279E1,1.203566019E0,-5.186672876E-1,7.401230156E-2,1.312655606E0
1.041632879E1,1.344837819E0,-9.434130161E-1,5.446231145E-1,1.730673631E0
1.042632479E1,1.450891108E0,-1.301276501E0,9.611606312E-1,2.173070477E0
1.043632079E1,1.673297411E0,-1.588047492E0,1.390727499E0,2.693685586E0
1.044631679E1,1.731241125E0,-1.769197156E0,1.943996891E0,3.147439963E0
1.045631279E1,1.674872797E0,-1.833139529E0,2.420431530E0,3.467576706E0
1.046630879E1,1.611081136E0,-1.815360485E0,2.831160423E0,3.729153451E0
1.047630579E1,1.394337423E0,-1.760452938E0,3.033690432E0,3.774473345E0
1.048630179E1,9.243306278E-1,-1.618338262E0,3.215041825E0,3.716167350E0
1.049629779E1,2.228810965E-1,-1.397677791E0,3.554126539E0,3.825571153E0
1.050629379E1,-6.586907436E-1,-1.278669119E0,3.769780623E0,4.034862346E0
1.051628979E1,-1.439944682E0,-1.310396696E0,3.793751283E0,4.264168030E0
1.052628579E1,-1.787086128E0,-1.437882808E0,3.601704748E0,4.270065677E0
1.053628179E1,-1.731847628E0,-1.677149557E0,3.303354077E0,4.089532369E0
1.054627779E1,-1.273532632E0,-1.930014736E0,3.035396649E0,3.815819056E0
1.055627379E1,-4.820941597E-1,-2.061453712E0,2.866807389E0,3.563788825E0
1.056626979E1,3.711691166E-1,-1.902428158E0,2.707050932E0,3.329433008E0
1.057626579E1,1.195875761E0,-1.311236064E0,2.402131500E0,2.986585775E0
1.058626179E1,1.462907867E0,-4.071233899E-1,1.912865730E0,2.442315333E0
1.059625775E1,8.240149190E-1,5.391379876E-1,1.033342754E0,1.427398895E0
1.060625375E1,-5.031821430E-3,1.278278379E0,-1.337837094E-1,1.285270016E0
1.061625075E1,-9.210520940E-1,1.800662339E0,-1.427131094E0,2.475363605E0
1.062624675E1,-1.711020430E0,2.130576280E0,-2.714988527E0,3.852026597E0
1.063624275E1,-2.224663388E0,2.165829728E0,-3.603668827E0,4.756718892E0
1.064623875E1,-2.425981561E0,1.969986449E0,-4.024975333E0,5.095749167E0
1.065623475E1,-2.328959589E0,1.597535622E0,-3.985131821E0,4.884408712E0
1.066623075E1,-2.105968127E0,1.085659766E0,-3.450896285E0,4.185981850E0
1.067622675E1,-1.867221634E0,3.809124783E-1,-2.475157961E0,3.123782623E0
1.068622275E1,-1.554366214E0,-4.023692746E-1,-1.381305295E0,2.118008423E0
1.069621875E1,-1.115532241E0,-1.040381706E0,-4.850353092E-1,1.600645346E0
1.070621475E1,-6.454456307E-1,-1.465948420E0,1.744978720E-1,1.611227587E0
1.071621075E1,-1.875473955E-1,-1.587072322E0,3.603182924E-1,1.638231319E0
1.072620675E1,2.170122461E-1,-1.419040301E0,6.517891288E-2,1.437017043E0
1.073620275E1,4.214620417E-1,-1.040011650E0,-5.475490612E-1,1.248625027E0
1.074619875E1,5.620864087E-1,-5.873949122E-1,-1.333189142E0,1.561527202E0
1.075619575E1,5.790813410E-1,-8.308771016E-2,-1.982452274E0,2.066967776E0
1.076619175E1,4.245900097E-1,3.642362192E-1,-2.376614835E0,2.441565640E0
1.077618775E1,3.827167828E-1,6.927290670E-1,-2.620923784E0,2.737807002E0
1.078618375E1,3.956385447E-1,7.498437193E-1,-2.777158463E0,2.903688101E0
1.079617975E1,4.208893070E-1,5.584810887E-1,-2.800797002E0,2.886782427E0
1.080617575E1,4.613325973E-1,4.039604482E-1,-2.550611016E0,2.623285795E0
1.081617175E1,4.367203510E-1,2.797327154E-1,-2.114786459E0,2.177451911E0
1.082616775E1,3.257092077E-1,1.219212620E-1,-1.631369659E0,1.668028251E0
1.083616375E1,1.428466013E-1,3.140371419E-2,-1.153255699E0,1.162493033E0
1.084615975E1,-6.465193257E-2,1.931749751E-1,-8.068683976E-1,8.321857091E-1
1.085615575E1,-2.790047188E-1,5.249222369E-1,-7.703092664E-1,9.730176535E-1
1.086615175E1,-4.702911164E-1,8.381733669E-1,-9.904797399E-1,1.380129864E0
1.087614775E1,-6.764301726E-1,1.144715986E0,-1.144004234E0,1.754046224E0
1.088614375E1,-9.349937564E-1,1.497980636E0,-1.191067303E0,2.129976674E0
1.089613975E1,-1.137425678E0,1.821406799E0,-1.073796716E0,2.400895517E0
1.090613675E1,-1.286719419E0,2.018926767E0,-8.855210495E-1,2.552618201E0
1.091613275E1,-1.402977123E0,2.136896828E0,-6.320664704E-1,2.633283289E0
1.092612875E1,-1.432224019E0,2.237894029E0,-3.135148394E-1,2.675392846E0
1.093612475E1,-1.427591854E0,2.258823261E0,7.033966541E-2,2.673059800E0
1.094612075E1,-1.505293603E0,2.151231423E0,5.258862966E-1,2.677734464E0
1.095611675E1,-1.550986377E0,1.978316392E0,8.742189664E-1,2.661494560E0
1.096611275E1,-1.490402353E0,1.788792492E0,1.166321302E0,2.604108894E0
1.097610875E1,-1.317413355E0,1.586343467E0,1.608153289E0,2.614999148E0
1.098610475E1,-1.133193171E0,1.391655452E0,2.092948862E0,2.757039463E0
1.099610075E1,-1.035010819E0,1.147785628E0,2.337853058E0,2.802537451E0
1.100609675E1,-1.093174096E0,7.121943748E-1,2.381573274E0,2.715537091E0
1.101609275E1,-1.252195558E0,9.993330091E-2,2.620936648E0,2.906422078E0
1.102608875E1,-1.293122997E0,-6.539153226E-1,3.017749752E0,3.347623919E0
1.103608475E1,-1.115459297E0,-1.282276851E0,3.564049264E0,3.948535237E0
1.104608075E1,-8.096730146E-1,-1.717498853E0,4.252381736E0,4.657050905E0
1.105607775E1,-4.596269645E-1,-1.979015865E0,5.058983501E0,5.451703844E0
1.106607375E1,-2.642649114E-3,-1.943139689E0,5.808001301E0,6.124432867E0
1.107606975E1,2.745231204E-1,-1.431908269E0,6.099733508E0,6.271560659E0
1.108606575E1,4.116378424E-1,-4.473148479E-1,5.768820278E0,5.800760613E0
1.109606175E1,5.053817193E-1,7.518800122E-1,4.697910917E0,4.784464570E0
1.110605775E1,3.925952151E-1,1.869724388E0,3.296288887E0,3.809923978E0
1.111605375E1,-1.386506394E-2,2.581155701E0,1.760127686E0,3.124196931E0
1.112604975E1,-4.212228906E-1,2.871549773E0,3.820091236E-1,2.927312384E0
1.113604575E1,-7.083363819E-1,2.847678807E0,-6.937411469E-1,3.015342733E0
1.114604175E1,-8.424339406E-1,2.555500750E0,-1.466119743E0,3.064275792E0
1.115603775E1,-7.793791750E-1,2.025535144E0,-1.792204342E0,2.814644013E0
1.116603375E1,-5.395756517E-1,1.256544863E0,-1.540454811E0,2.059865991E0
1.117602975E1,-3.331910124E-1,4.001803695E-1,-1.032600743E0,1.156470870E0
1.118602575E1,-6.940016404E-2,-4.198991541E-1,-4.500175041E-1,6.193927965E-1
1.119602175E1,1.902398922E-1,-1.101251440E0,9.395890832E-2,1.121505340E0
1.120601875E1,4.382726406E-1,-1.599246225E0,4.036777353E-1,1.706642057E0
1.121601475E1,6.772875206E-1,-1.852983810E0,3.849181134E-1,2.010081923E0
1.122601075E1,8.888982551E-1,-1.821544793E0,6.762655735E-2,2.027988879E0
1.123600675E1,1.117554646E0,-1.618022073E0,-4.111498922E-1,2.008971889E0
1.124600275E1,1.326704873E0,-1.350601420E0,-9.174053317E-1,2.103782916E0
1.125599875E1,1.359435539E0,-1.088106314E0,-1.428581788E0,2.252306875E0
1.126599475E1,1.375378850E0,-8.553861811E-1,-1.901933776E0,2.498140225E0
1.127599075E1,1.407540875E0,-6.904209517E-1,-2.301816668E0,2.784997734E0
1.128598675E1,1.379368113E0,-6.125832189E-1,-2.665377241E0,3.063029616E0
1.129598275E1,1.373156031E0,-6.215210900E-1,-2.930708685E0,3.295587860E0
1.130597875E1,1.393796410E0,-7.036162902E-1,-3.088639641E0,3.460843704E0
1.131597475E1,1.423915710E0,-8.857804466E-1,-3.069910424E0,3.498069891E0
1.132597075E1,1.480451707E0,-1.064546567E0,-2.896224146E0,3.422442250E0
1.133596675E1,1.518490038E0,-1.155350610E0,-2.582121077E0,3.210606840E0
1.134596275E1,1.481471169E0,-1.178218339E0,-2.244903379E0,2.936417283E0
1.135595875E1,1.416933111E0,-1.157990482E0,-2.022705676E0,2.727632609E0
1.136595575E1,1.363498039E0,-1.019293868E0,-1.746955664E0,2.439250086E0
1.137595175E1,1.236868982E0,-8.468567745E-1,-1.526138488E0,2.139184415E0
1.138594775E1,1.065185083E0,-7.453031371E-1,-1.536630732E0,2.012791602E0
1.139594375E1,9.576034775E-1,-6.529579141E-1,-1.626859701E0,1.997506182E0
1.140593975E1,8.287128644E-1,-5.720813468E-1,-1.689022036E0,1.966427602E0
1.141593575E1,7.372793685E-1,-5.140535787E-1,-1.737890725E0,1.956552100E0
1.142593175E1,7.539068033E-1,-5.247171093E-1,-1.679303378E0,1.914095961E0
1.143592775E1,8.331323361E-1,-6.361703387E-1,-1.482249872E0,1.815457758E0
1.144592375E1,8.598025100E-1,-7.576261441E-1,-1.141650730E0,1.617598256E0
1.145591975E1,8.822162032E-1,-8.714277980E-1,-7.734708560E-1,1.461488625E0
1.146591575E1,9.162507990E-1,-1.025829301E0,-3.793848932E-1,1.426805586E0
1.147591175E1,9.767339592E-1,-1.211333753E0,9.251640022E-2,1.558813001E0
1.148590775E1,1.034836279E0,-1.337026962E0,5.778452396E-1,1.786737906E0
1.149590375E1,1.000280697E0,-1.416122687E0,1.066016411E0,2.035277849E0
1.150589975E1,8.805013610E-1,-1.383823252E0,1.570015410E0,2.270506073E0
1.151589575E1,6.438600120E-1,-1.135375571E0,2.073049618E0,2.449728173E0
1.152589275E1,2.605273712E-1,-7.712455519E-1,2.403278723E0,2.537408685E0
1.153588875E1,-2.520012537E-1,-6.349587956E-1,2.554735057E0,2.644494000E0
1.154588475E1,-9.413857864E-1,-8.153367008E-1,2.690008637E0,2.964308959E0
1.155588075E1,-1.613979893E0,-1.188672503E0,2.788310857E0,3.434028371E0
1.156587675E1,-1.959048355E0,-1.583835304E0,2.963981681E0,3.889934721E0
1.157587275E1,-1.936395803E0,-2.098915507E0,3.263867830E0,4.336808530E0
1.158586875E1,-1.675390714E0,-2.803670908E0,3.838333379E0,5.039871797E0
1.159586500E1,-1.124763094E0,-3.531777311E0,4.543143305E0,5.863334724E0
1.160586100E1,-1.910130402E-1,-3.877688649E0,5.017142580E0,6.343869080E0
1.161585700E1,1.116031154E0,-3.693928787E0,5.320581497E0,6.572611573E0
1.162585300E1,2.092526986E0,-2.915880731E0,5.275847958E0,6.380877785E0
1.163584900E1,2.569347249E0,-1.568886897E0,4.502845464E0,5.416508900E0
1.164584500E1,2.170324775E0,3.904514797E-2,2.911329258E0,3.631483471E0
1.165584100E1,1.472419241E0,1.537869464E0,1.174096929E0,2.431370912E0
1.166583700E1,5.511855908E-1,2.628168777E0,-4.690694869E-1,2.726004926E0
1.167583300E1,-6.824563131E-1,3.269884907E0,-2.054311046E0,3.921490507E0
1.168582900E1,-1.645235454E0,3.578324364E0,-3.176689353E0,5.059897251E0
1.169582600E1,-2.255018039E0,3.675096660E0,-3.738381659E0,5.706745066E0
1.170582200E1,-2.506518625E0,3.479947007E0,-3.756311561E0,5.701100186E0
1.171581800E1,-2.555599276E0,2.941140118E0,-3.152401189E0,5.011888477E0
1.172581400E1,-2.451292404E0,2.190979479E0,-2.130569263E0,3.917722669E0
1.173581000E1,-2.098547279E0,1.400639845E0,-1.030986326E0,2.725550488E0
1.174580600E1,-1.668441444E0,5.940669873E-1,-1.972868103E-1,1.782002953E0
1.175580200E1,-1.223041048E0,-9.224260435E-2,2.385441792E-1,1.249496470E0
1.176579800E1,-6.667862137E-1,-5.583835132E-1,2.747010219E-1,9.120617600E-1
1.177579400E1,-1.366593701E-1,-7.201864953E-1,3.915529490E-2,7.340827669E-1
1.178579000E1,1.653380625E-1,-6.448696800E-1,-2.158756936E-1,6.998541949E-1
1.179578600E1,9.744911134E-2,-5.290470821E-1,-5.217026138E-1,7.493735795E-1
1.180578200E1,-6.962776691E-2,-3.221842137E-1,-8.789891249E-1,9.387611918E-1
1.181577800E1,-4.819742918E-2,-5.240570683E-2,-1.292069183E0,1.294029414E0
1.182577400E1,1.080637081E-1,1.676793973E-1,-1.786850631E0,1.797951424E0
1.183577000E1,1.919108802E-1,2.148231582E-1,-2.128936136E0,2.148336064E0
1.184576600E1,2.692596030E-1,1.357810360E-1,-2.264341863E0,2.284333884E0
1.185576200E1,2.719990236E-1,-1.555875563E-2,-2.333224402E0,2.349076766E0
1.186575800E1,3.506266786E-1,-2.144173249E-1,-2.385157617E0,2.420307980E0
1.187575500E1,5.860846974E-1,-3.912936249E-1,-2.351044376E0,2.454387018E0
1.188575100E1,8.598927033E-1,-5.103545204E-1,-2.199840642E0,2.416438712E0
1.189574700E1,1.065732821E0,-5.804910682E-1,-2.122737502E0,2.445152517E0
1.190574300E1,1.281940782E0,-5.563376456E-1,-2.021336843E0,2.457373878E0
1.191573900E1,1.312719210E0,-4.389527814E-1,-1.861700839E0,2.319879583E0
1.192573500E1,1.204006315E0,-2.350158779E-1,-1.656472340E0,2.061253085E0
1.193573100E1,1.009843087E0,1.529448889E-2,-1.380385528E0,1.710403808E0
1.194572700E1,7.994623142E-1,2.592829923E-1,-1.233819221E0,1.492875591E0
1.195572300E1,5.779004958E-1,5.079895044E-1,-1.194387937E0,1.420769110E0
1.196571900E1,3.487899220E-1,8.255135603E-1,-1.133205596E0,1.444742874E0
1.197571500E1,5.852478147E-2,1.198956074E0,-9.660144049E-1,1.540812983E0
1.198571100E1,-2.732469656E-1,1.558095276E0,-7.581663537E-1,1.754178159E0
1.199570700E1,-5.133899197E-1,1.856422557E0,-5.438390028E-1,2.001408200E0
1.200570300E1,-6.879711145E-1,2.093196200E0,-2.165551400E-1,2.213971706E0
1.201569900E1,-8.598574738E-1,2.213672816E0,1.874862921E-1,2.382195063E0
1.202569500E1,-9.715996653E-1,2.190813272E0,6.034987289E-1,2.471412434E0
1.203569100E1,-9.415837146E-1,2.062895051E0,9.859557492E-1,2.472695821E0
1.204568700E1,-8.585519367E-1,1.897405692E0,1.375622971E0,2.495916334E0
1.205568300E1,-7.290383027E-1,1.720630329E0,1.767777014E0,2.572372669E0
1.206568000E1,-5.593351476E-1,1.500000849E0,2.014150615E0,2.572870198E0
1.207567600E1,-3.320595762E-1,1.216444292E0,2.155643878E0,2.497358766E0
1.208567200E1,-1.860929006E-1,8.256745049E-1,2.336368450E0,2.484952010E0
1.209566800E1,-2.000721315E-1,4.221069165E-1,2.601881157E0,2.643480407E0
1.210566400E1,-2.945043719E-1,9.271118559E-2,2.901412965E0,2.917794609E0
1.211566000E1,-3.316969027E-1,-1.712096172E-1,3.191302130E0,3.213058489E0
1.212565600E1,-3.310227187E-1,-3.074277417E-1,3.515974626E0,3.544878761E0
1.213565200E1,-3.681614551E-1,-3.227128751E-1,3.585074097E0,3.618348067E0
1.214564800E1,-3.785276914E-1,-9.849795565E-2,3.511236627E0,3.532954530E0
1.215564400E1,-4.277171007E-1,3.776859116E-1,3.319887664E0,3.368566857E0
1.216564000E1,-4.473212068E-1,9.269099808E-1,2.904687406E0,3.081633869E0
1.217563600E1,-4.617278691E-1,1.371548339E0,2.342367108E0,2.753365421E0
1.218563200E1,-4.312705998E-1,1.706154377E0,1.729350282E0,2.467308146E0
1.219562800E1,-3.898055086E-1,1.827991933E0,1.255908247E0,2.251845547E0
1.220562400E1,-3.384236857E-1,1.709695159E0,1.137345425E0,2.081139770E0
1.221562000E1,-3.464916739E-1,1.451789095E0,1.226094464E0,1.931594080E0
1.222561600E1,-3.607596110E-1,1.061119367E0,1.461104001E0,1.841452338E0
1.223561200E1,-2.344235002E-1,6.332454883E-1,1.752077240E0,1.877692435E0
1.224560800E1,-6.110150322E-2,2.648122108E-1,2.008431453E0,2.026735257E0
1.225560500E1,1.148330297E-1,3.703027055E-2,2.125764606E0,2.129186001E0
1.226560100E1,3.345078054E-1,-5.022772864E-2,1.967347746E0,1.996215282E0
1.227559700E1,5.491292712E-1,-6.862840466E-2,1.598006616E0,1.691117370E0
1.228559300E1,6.977241240E-1,-4.020556446E-2,1.130695387E0,1.329250728E0
1.229558900E1,8.192950465E-1,-4.750475340E-2,5.929117602E-1,1.012445273E0
1.230558500E1,9.103896962E-1,-6.658023465E-2,8.711415768E-2,9.169684853E-1
1.231558100E1,9.256187694E-1,-1.086973635E-1,-4.298785239E-1,1.026343397E0
1.232557700E1,8.655351202E-1,-1.920995991E-1,-1.018332367E0,1.350205210E0
1.233557300E1,8.137722051E-1,-3.050787508E-1,-1.594937412E0,1.816348974E0
1.234556900E1,7.330611871E-1,-4.500529163E-1,-2.056233026E0,2.228905693E0
1.235556500E1,5.778648278E-1,-6.423376894E-1,-2.370733121E0,2.523271883E0
1.236556100E1,4.639993662E-1,-8.213499042E-1,-2.575590906E0,2.742914434E0
1.237555700E1,3.695718035E-1,-9.506248257E-1,-2.732519649E0,2.916664964E0
1.238555300E1,2.834820780E-1,-1.053180018E0,-2.878359733E0,3.078068386E0
1.239554900E1,2.138512413E-1,-1.172544713E0,-3.030163391E0,3.256145518E0
