"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.574016013E1,-6.176168311E-1,1.393287848E0,-1.268057592E0,1.982592150E0
2.575015612E1,-7.562623541E-1,1.568908385E0,-1.239317358E0,2.137595327E0
2.576015213E1,-8.001400065E-1,1.656564434E0,-1.226037161E0,2.210791007E0
2.577014813E1,-7.801708880E-1,1.703027287E0,-1.252691694E0,2.253487305E0
2.578014313E1,-6.585107955E-1,1.718764629E0,-1.222068071E0,2.209352550E0
2.579013912E1,-5.210287222E-1,1.744490185E0,-1.091545354E0,2.122778414E0
2.580013512E1,-4.294411522E-1,1.696892973E0,-9.112207317E-1,1.973369881E0
2.581013113E1,-3.684007524E-1,1.592806979E0,-6.468499857E-1,1.758171804E0
2.582012713E1,-4.083370891E-1,1.461553506E0,-2.458157766E-1,1.537303882E0
2.583012312E1,-3.895673807E-1,1.342517498E0,3.678869283E-1,1.445495337E0
2.584011913E1,-2.991127087E-1,1.279725418E0,1.058406259E0,1.687420922E0
2.585011513E1,-1.994768849E-1,1.297242507E0,1.826972471E0,2.249546078E0
2.586011013E1,-1.582681940E-1,1.386986742E0,2.539883130E0,2.898238665E0
2.587010613E1,3.581302643E-2,1.469327233E0,3.021822923E0,3.360300413E0
2.588010212E1,1.544765671E-1,1.495146491E0,3.385658900E0,3.704323451E0
2.589009813E1,-3.001887426E-2,1.338494760E0,3.454077170E0,3.704472763E0
2.590009413E1,-2.508978841E-1,9.416199674E-1,3.562370528E0,3.693248122E0
2.591009012E1,-4.498701543E-1,4.919312961E-1,3.761281110E0,3.819897269E0
2.592008612E1,-4.917407499E-1,1.700248251E-1,4.015360172E0,4.048930070E0
2.593008112E1,-3.838138667E-1,-1.366881676E-2,4.456474121E0,4.472992456E0
2.594007713E1,-3.337261789E-1,-1.041264854E-1,4.967610231E0,4.979896274E0
2.595007313E1,-2.993395807E-1,1.634399101E-1,5.302445188E0,5.313402089E0
2.596006912E1,-3.432754129E-1,7.077371154E-1,5.316594865E0,5.374468420E0
2.597006513E1,-3.421178104E-1,1.338960637E0,4.773040037E0,4.969081543E0
2.598006113E1,-2.614250650E-1,2.052411286E0,3.856909398E0,4.376812226E0
2.599005713E1,-2.434380063E-1,2.533817228E0,2.957075534E0,3.901767231E0
2.600005312E1,-5.722719660E-1,2.662831656E0,2.016368464E0,3.388791733E0
2.601004812E1,-7.263548693E-1,2.549123777E0,1.093156262E0,2.867161321E0
2.602004413E1,-6.743428628E-1,2.227190263E0,3.613643593E-1,2.354930777E0
2.603004013E1,-4.782120471E-1,1.697670652E0,-1.021368241E-1,1.766693051E0
2.604003612E1,-2.589803441E-1,1.032364077E0,-3.374662042E-2,1.064887430E0
2.605003213E1,-1.407772717E-1,2.838193893E-1,4.020440233E-1,5.118701814E-1
2.606002813E1,9.447214767E-2,-3.854204623E-1,8.400349742E-1,9.290493406E-1
2.607002413E1,5.000049122E-1,-8.993862596E-1,1.106500778E0,1.511040875E0
2.608002012E1,8.388570526E-1,-1.229274911E0,1.104244922E0,1.853147271E0
2.609001512E1,1.127777480E0,-1.376078762E0,8.656720912E-1,1.978601266E0
2.610001113E1,1.312808818E0,-1.387373974E0,5.973094511E-1,2.001262631E0
2.611000713E1,1.321918780E0,-1.329107347E0,1.949555254E-1,1.884675903E0
2.612000312E1,1.221461715E0,-1.230763027E0,-3.486922735E-1,1.768709318E0
2.612999912E1,1.195356675E0,-1.127992730E0,-9.801167196E-1,1.913602352E0
2.613999513E1,1.214640353E0,-1.046418736E0,-1.636481879E0,2.290942230E0
2.614999113E1,1.319882049E0,-1.000385508E0,-2.223215472E0,2.772281880E0
2.615998613E1,1.427242629E0,-1.037153092E0,-2.592349611E0,3.135759009E0
2.616998212E1,1.541333794E0,-1.178684436E0,-2.729370339E0,3.348801175E0
2.617997813E1,1.634609747E0,-1.371607396E0,-2.650059875E0,3.402362887E0
2.618997413E1,1.691573468E0,-1.560934976E0,-2.349348099E0,3.288977849E0
2.619997013E1,1.611578296E0,-1.677679022E0,-2.020759723E0,3.081438197E0
2.620996612E1,1.456918126E0,-1.774494149E0,-1.851989198E0,2.949797264E0
2.621996213E1,1.319058030E0,-1.815723597E0,-1.910526844E0,2.947351199E0
2.622995813E1,1.173258146E0,-1.815841273E0,-2.194769937E0,3.080718955E0
2.623995313E1,1.019141914E0,-1.877676894E0,-2.467108684E0,3.263578713E0
2.624994912E1,8.589379992E-1,-1.946396296E0,-2.696915368E0,3.435052479E0
2.625994512E1,8.434772301E-1,-2.016817530E0,-3.006137182E0,3.716970210E0
2.626994113E1,9.153900889E-1,-2.144752708E0,-3.251827828E0,4.001535632E0
2.627993713E1,9.903069547E-1,-2.254324705E0,-3.306126827E0,4.122276354E0
2.628993312E1,1.069418905E0,-2.376239444E0,-3.215351143E0,4.138677767E0
2.629992913E1,1.161430106E0,-2.478868019E0,-3.038789788E0,4.089981653E0
2.630992413E1,1.167432565E0,-2.481308354E0,-2.848236047E0,3.953762578E0
2.631992013E1,1.057121041E0,-2.383186521E0,-2.785105414E0,3.814956757E0
2.632991613E1,9.242110522E-1,-2.230264729E0,-2.887213587E0,3.763542098E0
2.633991212E1,7.563231651E-1,-2.176784048E0,-2.777120456E0,3.608713281E0
2.634990813E1,6.966429739E-1,-2.264132679E0,-2.460151666E0,3.415253203E0
2.635990413E1,7.341753741E-1,-2.328879628E0,-2.019082156E0,3.168499102E0
2.636990012E1,8.568452807E-1,-2.381330030E0,-1.378152477E0,2.881704495E0
2.637989612E1,1.003424744E0,-2.462690820E0,-5.750303900E-1,2.720729175E0
2.638989112E1,1.130935999E0,-2.484108878E0,3.014765918E-1,2.746033738E0
2.639988713E1,1.189604769E0,-2.451442970E0,9.623581409E-1,2.889786381E0
2.640988313E1,1.172441290E0,-2.417484680E0,1.484759497E0,3.069749423E0
2.641987912E1,9.678209022E-1,-2.427717015E0,1.956042740E0,3.264443353E0
2.642987513E1,5.057424925E-1,-2.536852810E0,2.520587903E0,3.611753179E0
2.643987113E1,1.002122131E-1,-2.786486526E0,3.079413319E0,4.154194993E0
2.644986713E1,-4.496801198E-2,-3.058401935E0,3.763614149E0,4.849807829E0
2.645986212E1,-6.519353092E-2,-3.381931885E0,4.606934674E0,5.715379301E0
2.646985812E1,7.208725199E-2,-3.753772116E0,5.573764181E0,6.720331004E0
2.647985413E1,4.192577876E-1,-3.837894545E0,6.354781453E0,7.435620953E0
2.648985013E1,1.320054542E0,-3.295657680E0,6.775734202E0,7.649475637E0
2.649984612E1,1.962995225E0,-2.208294839E0,6.507586155E0,7.146928985E0
2.650984213E1,2.232459919E0,-6.062869006E-1,5.223837560E0,5.713137487E0
2.651983813E1,1.681712870E0,1.085542237E0,3.454012266E0,3.992087281E0
2.652983313E1,6.056399792E-1,2.405651523E0,1.432623383E0,2.864676037E0
2.653982913E1,-5.563842040E-1,3.412772439E0,-1.391976464E-1,3.460629291E0
2.654982512E1,-2.065756971E0,3.986906451E0,-1.380003120E0,4.697572088E0
2.655982113E1,-3.374349800E0,4.114079298E0,-2.413181568E0,5.842544850E0
2.656981713E1,-4.070682433E0,3.958110960E0,-2.996801518E0,6.420118160E0
2.657981312E1,-4.349240863E0,3.667994339E0,-3.211175646E0,6.533125407E0
2.658980912E1,-4.205309019E0,3.212032556E0,-3.047271175E0,6.106360511E0
2.659980412E1,-3.527879557E0,2.499863616E0,-2.545930320E0,5.017670123E0
2.660980025E1,-2.606520338E0,1.647322910E0,-1.691981311E0,3.517161043E0
2.661979625E1,-1.815000004E0,8.988725817E-1,-7.225749367E-1,2.150421232E0
2.662979225E1,-1.168560786E0,2.144400559E-1,1.647979259E-2,1.188187877E0
2.663978825E1,-4.862298954E-1,-2.778811763E-1,5.040674114E-1,7.534729023E-1
2.664978425E1,1.534400019E-1,-4.481596244E-1,6.295469052E-1,7.878579751E-1
2.665978025E1,5.136246854E-1,-3.207559582E-1,3.917809904E-1,7.212399369E-1
2.666977525E1,8.028066292E-1,-4.191569231E-2,-1.479947823E-1,8.174092395E-1
2.667977125E1,8.282692069E-1,3.892713654E-1,-7.175071549E-1,1.162918137E0
2.668976725E1,7.810707745E-1,8.712721889E-1,-1.229395802E0,1.697233284E0
2.669976325E1,7.651838896E-1,1.124300214E0,-1.608586568E0,2.106444422E0
2.670975925E1,7.658914027E-1,1.159557170E0,-1.802756227E0,2.276201328E0
2.671975525E1,7.069771966E-1,1.057262105E0,-1.798424025E0,2.202713983E0
2.672975125E1,5.719357511E-1,9.261895307E-1,-1.614081196E0,1.946842484E0
2.673974625E1,4.773552838E-1,8.264366164E-1,-1.312919769E0,1.623152448E0
2.674974225E1,3.863027340E-1,7.475035174E-1,-9.221450847E-1,1.248336040E0
2.675973825E1,2.318264593E-1,7.794643251E-1,-5.704923660E-1,9.933628144E-1
2.676973425E1,7.277415365E-2,9.957857227E-1,-2.929706472E-1,1.040536921E0
2.677973025E1,-2.042501132E-1,1.236587293E0,-1.167987174E-1,1.258772490E0
2.678972625E1,-6.309737720E-1,1.504757559E0,-1.386620414E-1,1.637574540E0
2.679972225E1,-1.026331212E0,1.794833250E0,-3.254536843E-1,2.093012722E0
2.680971825E1,-1.315089817E0,2.148461889E0,-5.351892167E-1,2.575223721E0
2.681971325E1,-1.514003323E0,2.432550470E0,-7.578161055E-1,2.963746463E0
2.682970925E1,-1.683042673E0,2.577046863E0,-9.468992722E-1,3.220313867E0
2.683970525E1,-1.794613395E0,2.612756394E0,-1.025805109E0,3.331577604E0
2.684970125E1,-1.850397879E0,2.551436643E0,-9.797816741E-1,3.300571675E0
2.685969725E1,-1.843937144E0,2.442926939E0,-8.956905270E-1,3.189084153E0
2.686969325E1,-1.761467430E0,2.288289719E0,-7.500837475E-1,2.983565480E0
2.687968925E1,-1.545734262E0,2.110762697E0,-5.005544043E-1,2.663675709E0
2.688968425E1,-1.260518046E0,1.941242121E0,-1.912320185E-1,2.322476351E0
2.689968025E1,-9.779843862E-1,1.765643219E0,4.233618021E-2,2.018846648E0
2.690967625E1,-7.145518260E-1,1.581024986E0,2.739017075E-1,1.756486966E0
2.691967225E1,-4.567001407E-1,1.382562739E0,6.848954791E-1,1.609079415E0
2.692966825E1,-1.628051949E-1,1.225435629E0,1.280716814E0,1.780009430E0
2.693966425E1,6.174937472E-2,1.088281877E0,1.831098266E0,2.130983644E0
2.694966025E1,3.408511573E-1,9.385392156E-1,2.348162869E0,2.551647356E0
2.695965525E1,3.978502540E-1,7.727895091E-1,2.855336906E0,2.984700537E0
2.696965125E1,2.596852259E-1,4.453990808E-1,3.185921522E0,3.227369316E0
2.697964725E1,1.492001858E-1,8.110877484E-2,3.463358456E0,3.467519448E0
2.698964325E1,-1.008706096E-1,-1.795501587E-1,3.716226559E0,3.721928664E0
2.699963925E1,-2.599571215E-1,-2.627756256E-1,3.950657807E0,3.967912026E0
2.700963525E1,-2.381056380E-1,-3.441106877E-1,4.278848573E0,4.299261747E0
2.701963125E1,-2.247677006E-1,-3.411113584E-1,4.589472549E0,4.607617145E0
2.702962625E1,-1.298869787E-1,-3.710043713E-2,4.694758683E0,4.696701626E0
2.703962225E1,1.059344445E-1,4.943502161E-1,4.448496764E0,4.477133872E0
2.704961825E1,4.282986063E-1,1.136774298E0,3.781955110E0,3.972263833E0
2.705961425E1,5.691554001E-1,1.705811000E0,3.120117542E0,3.601230694E0
2.706961025E1,4.216456443E-1,1.995999396E0,2.309625624E0,3.081585495E0
2.707960625E1,3.408067185E-1,2.030578367E0,1.544995759E0,2.574181349E0
2.708960125E1,2.738232087E-1,1.831914538E0,8.488625157E-1,2.037512599E0
2.709959725E1,2.172987597E-1,1.457537346E0,2.536375970E-1,1.495314648E0
2.710959325E1,3.141771828E-1,1.004941439E0,3.455645978E-2,1.053474607E0
2.711958925E1,3.987831773E-1,4.536059403E-1,3.257536465E-1,6.862228572E-1
2.712958525E1,4.209112340E-1,-1.600143919E-1,8.005650991E-1,9.185180186E-1
2.713958125E1,5.467678732E-1,-6.746189976E-1,1.149395952E0,1.440547449E0
2.714957725E1,7.863044710E-1,-9.270719486E-1,1.258165857E0,1.749490910E0
2.715957225E1,1.031629228E0,-1.011565311E0,1.191194773E0,1.872556602E0
2.716956825E1,1.284500986E0,-9.916521066E-1,9.271193111E-1,1.868921320E0
2.717956425E1,1.474709303E0,-8.861404889E-1,5.071225816E-1,1.793651529E0
2.718956025E1,1.528444338E0,-7.655369152E-1,5.736703277E-3,1.709450722E0
2.719955625E1,1.530127459E0,-7.449463838E-1,-5.715817022E-1,1.795255078E0
2.720955225E1,1.484358378E0,-6.887314718E-1,-1.239762331E0,2.052968941E0
2.721954825E1,1.445456268E0,-6.526825102E-1,-1.864414532E0,2.447729525E0
2.722954325E1,1.381585669E0,-6.945675778E-1,-2.331047484E0,2.797317546E0
2.723953925E1,1.338605711E0,-7.843881192E-1,-2.698984698E0,3.113141238E0
2.724953525E1,1.215277261E0,-9.515813570E-1,-2.862171716E0,3.251835302E0
2.725953125E1,1.068288931E0,-1.142139630E0,-2.917348382E0,3.310082439E0
2.726952725E1,9.412808289E-1,-1.292995528E0,-2.849015481E0,3.267221487E0
2.727952325E1,8.779037355E-1,-1.397107542E0,-2.740442042E0,3.198850893E0
2.728951825E1,8.633196102E-1,-1.439074178E0,-2.662311546E0,3.147087226E0
2.729951425E1,8.714299907E-1,-1.333950450E0,-2.596004121E0,3.045989400E0
2.730951025E1,8.799495301E-1,-1.234896570E0,-2.571818867E0,2.985554053E0
2.731950625E1,9.371092790E-1,-1.192204879E0,-2.494729176E0,2.919451993E0
2.732950225E1,9.822394051E-1,-1.142888658E0,-2.345481920E0,2.787879871E0
2.733949825E1,9.853464693E-1,-1.127407497E0,-2.244502845E0,2.698100878E0
2.734949425E1,9.698098326E-1,-1.168542952E0,-2.173779602E0,2.651667683E0
2.735948925E1,8.932548693E-1,-1.239983209E0,-2.133156656E0,2.624084591E0
2.736948525E1,7.760873388E-1,-1.326899000E0,-2.042861613E0,2.556610272E0
2.737948125E1,6.842401524E-1,-1.457034193E0,-1.841915030E0,2.446177468E0
2.738947725E1,6.844154227E-1,-1.687791051E0,-1.629714897E0,2.443979080E0
2.739947325E1,7.673744027E-1,-1.961696851E0,-1.250255159E0,2.449541992E0
2.740946925E1,8.479507886E-1,-2.242971898E0,-7.103402227E-1,2.500905177E0
2.741946525E1,9.134485209E-1,-2.524834443E0,-1.967289859E-1,2.692188600E0
2.742946025E1,1.033518463E0,-2.720871119E0,1.952069557E-1,2.917088585E0
2.743945625E1,1.123483138E0,-2.769981883E0,5.699064749E-1,3.042993162E0
2.744945225E1,1.167585616E0,-2.758882990E0,7.720318562E-1,3.093658791E0
2.745944825E1,1.253874147E0,-2.689924145E0,8.485116827E-1,3.086723888E0
2.746944425E1,1.279505417E0,-2.557195566E0,9.816954678E-1,3.023261362E0
2.747944025E1,1.064162551E0,-2.556193353E0,1.249893801E0,3.037894157E0
2.748943525E1,5.660851733E-1,-2.760221418E0,1.624758212E0,3.252554988E0
2.749943125E1,-9.191077486E-2,-2.972947509E0,2.023474585E0,3.597403769E0
2.750942725E1,-5.313111971E-1,-3.241965914E0,2.344784347E0,4.036167516E0
2.751942325E1,-7.868339364E-1,-3.674527726E0,2.721960747E0,4.640078874E0
2.752941925E1,-9.012389499E-1,-4.167136348E0,3.286867853E0,5.383377868E0
2.753941525E1,-7.848716109E-1,-4.519122943E0,3.905020289E0,6.023925554E0
2.754941125E1,-3.574429241E-1,-4.675505264E0,4.279286529E0,6.348260244E0
2.755940625E1,3.769619532E-1,-4.307884676E0,4.308809121E0,6.104572609E0
2.756940225E1,1.267853670E0,-3.253538724E0,3.925230605E0,5.253608518E0
2.757939825E1,1.662032896E0,-1.741730007E0,3.132499605E0,3.950763286E0
2.758939425E1,1.244997343E0,-2.873664747E-1,1.764179222E0,2.178285152E0
2.759939025E1,6.991802269E-1,1.113971107E0,8.609089494E-2,1.318027412E0
2.760938567E1,1.674247876E-2,2.240291972E0,-1.400296467E0,2.641972488E0
2.761938067E1,-7.775269233E-1,2.944839651E0,-2.508219287E0,3.945604222E0
2.762937667E1,-1.792262229E0,3.130029449E0,-3.400706125E0,4.957226079E0
2.763937267E1,-2.612770427E0,3.024733082E0,-3.688256403E0,5.438640898E0
2.764936867E1,-2.987419952E0,2.702522848E0,-3.465475733E0,5.313927904E0
2.765936467E1,-3.072010452E0,2.154006658E0,-2.754067224E0,4.654232393E0
2.766936067E1,-3.061054232E0,1.501131701E0,-1.869263628E0,3.888135273E0
2.767935667E1,-2.821035969E0,1.013009939E0,-9.582393622E-1,3.146848543E0
2.768935167E1,-2.408290518E0,5.524817723E-1,4.115621209E-2,2.471192660E0
2.769934767E1,-2.051702165E0,1.154564890E-1,8.776963055E-1,2.234538605E0
2.770934367E1,-1.619130998E0,-2.238798009E-1,1.367249174E0,2.130980445E0
2.771933967E1,-1.066374991E0,-3.535787185E-1,1.433183547E0,1.821040530E0
2.772933567E1,-4.952483484E-1,-2.989040362E-1,1.283447464E0,1.407782633E0
2.773933167E1,-4.788884237E-2,-1.700149579E-1,9.817562789E-1,9.975188310E-1
2.774932667E1,3.061616734E-1,-3.901466936E-2,5.965902436E-1,6.716971292E-1
2.775932267E1,5.168690130E-1,9.386864193E-2,4.284021020E-2,5.270675309E-1
2.776931867E1,6.991258478E-1,2.561952422E-1,-5.819265962E-1,9.450140298E-1
2.777931467E1,8.982428366E-1,3.722117483E-1,-1.179058292E0,1.528253982E0
2.778931067E1,1.001271507E0,3.917866914E-1,-1.629954633E0,1.952637587E0
2.779930667E1,9.621150430E-1,4.226289998E-1,-1.860208629E0,2.136505739E0
2.780930267E1,7.606715932E-1,3.124150512E-1,-2.086844369E0,2.243021145E0
2.781929767E1,5.544876596E-1,3.556794769E-1,-1.875678023E0,1.987997108E0
2.782929367E1,3.674159351E-1,4.908049031E-1,-1.542280312E0,1.659672402E0
2.783928967E1,1.770099820E-1,6.850706032E-1,-1.131214035E0,1.334278628E0
2.784928567E1,-1.194833203E-1,9.305286033E-1,-8.520632815E-1,1.267348248E0
2.785928167E1,-5.768323557E-1,1.217305003E0,-8.157883251E-1,1.574826221E0
2.786927767E1,-1.034077895E0,1.510172958E0,-9.102103329E-1,2.044118956E0
2.787927267E1,-1.487024124E0,1.798391573E0,-1.109831352E0,2.584023727E0
2.788926867E1,-1.888252607E0,2.028740587E0,-1.290361211E0,3.057174894E0
2.789926467E1,-2.213592416E0,2.166086128E0,-1.480917292E0,3.432934098E0
2.790926067E1,-2.359557630E0,2.279083717E0,-1.674811547E0,3.683304022E0
2.791925667E1,-2.319292241E0,2.383967270E0,-1.744856513E0,3.755920752E0
2.792925267E1,-2.135491742E0,2.431117025E0,-1.631212369E0,3.623742369E0
2.793924767E1,-1.830632389E0,2.397401833E0,-1.353550901E0,3.306183682E0
2.794924367E1,-1.395670004E0,2.268625387E0,-9.433476734E-1,2.825678810E0
2.795923967E1,-9.450208542E-1,2.082559968E0,-4.231589037E-1,2.325765227E0
2.796923567E1,-5.676095425E-1,1.826548255E0,1.101527721E-1,1.915879108E0
2.797923167E1,-1.750748460E-1,1.622787116E0,7.780579966E-1,1.808165775E0
2.798922767E1,2.053109443E-1,1.481456843E0,1.510682543E0,2.125800722E0
2.799922367E1,3.899353167E-1,1.379438718E0,2.039060923E0,2.492522853E0
2.800921867E1,5.511208329E-1,1.366522803E0,2.301999686E0,2.733188851E0
2.801921467E1,6.718459556E-1,1.416468550E0,2.379864718E0,2.849827401E0
2.802921067E1,6.011879092E-1,1.453670436E0,2.458593968E0,2.918778673E0
2.803920667E1,3.451357046E-1,1.354517008E0,2.552245313E0,2.909946927E0
2.804920267E1,4.857574403E-3,1.122188565E0,2.694493452E0,2.918839792E0
2.805919867E1,-2.165370136E-1,7.720644544E-1,2.742340633E0,2.857167119E0
2.806919367E1,-3.499444547E-1,4.156379226E-1,2.756264023E0,2.809307275E0
2.807918967E1,-3.351208860E-1,7.559090361E-2,2.883008269E0,2.903404325E0
2.808918567E1,-1.930583963E-1,-4.306168811E-1,3.185061396E0,3.219832067E0
2.809918167E1,1.347575632E-1,-8.886681671E-1,3.683894965E0,3.791961607E0
2.810917767E1,7.029629369E-1,-9.573155022E-1,4.367537386E0,4.526145455E0
2.811917367E1,1.242897023E0,-6.133739452E-1,4.888399170E0,5.081089160E0
2.812916867E1,1.621520609E0,7.604596317E-2,5.018740624E0,5.274738811E0
2.813916467E1,1.179583006E0,1.032854073E0,4.270571254E0,4.549283729E0
2.814916067E1,5.341316747E-1,1.741122335E0,3.062559890E0,3.563155443E0
2.815915667E1,-2.690003521E-1,2.209496880E0,1.945727082E0,2.956364580E0
2.816915267E1,-9.847424519E-1,2.508021067E0,8.528386223E-1,2.826167207E0
2.817914867E1,-1.432053426E0,2.619701716E0,2.003109902E-1,2.992279832E0
2.818914467E1,-1.732771780E0,2.393999338E0,-6.812883317E-2,2.956073817E0
2.819913967E1,-1.755561888E0,1.876158810E0,2.105085343E-1,2.578038647E0
2.820913567E1,-1.300688271E0,1.166814734E0,9.919333577E-1,2.009273100E0
2.821913167E1,-7.881378655E-1,4.868134475E-1,1.815731199E0,2.038388681E0
2.822912767E1,-2.533526914E-1,-6.407744363E-2,2.369350839E0,2.383719133E0
2.823912367E1,2.129354212E-1,-5.062412600E-1,2.827563801E0,2.880406005E0
2.824911967E1,5.860154079E-1,-7.476302558E-1,2.798455192E0,2.955286199E0
2.825911467E1,8.114974920E-1,-7.607257531E-1,2.162029037E0,2.431378500E0
2.826911067E1,6.412777354E-1,-7.447275518E-1,1.207668718E0,1.557022798E0
2.827910667E1,1.876649246E-1,-8.329511455E-1,1.351776856E-1,8.644644246E-1
2.828910267E1,-3.968943805E-3,-8.793702903E-1,-9.487317896E-1,1.293599578E0
2.829909867E1,8.212078169E-2,-9.165819707E-1,-1.771733240E0,1.996473142E0
2.830909467E1,7.909645557E-2,-1.017050219E0,-2.295394086E0,2.511868111E0
2.831908967E1,7.101392247E-2,-1.244569911E0,-2.603273964E0,2.886352815E0
2.832908567E1,6.867357440E-2,-1.539312557E0,-2.748752689E0,3.151164952E0
2.833908167E1,1.292140373E-1,-1.797766944E0,-2.840341721E0,3.363956502E0
2.834907767E1,2.707184102E-1,-1.997989057E0,-2.912774105E0,3.542527589E0
2.835907367E1,4.380245724E-1,-2.169123757E0,-2.903074744E0,3.650315927E0
2.836906967E1,5.490106458E-1,-2.274924885E0,-2.896635790E0,3.723868260E0
2.837906467E1,5.861316944E-1,-2.261657406E0,-2.874680080E0,3.704379860E0
2.838906067E1,5.385680303E-1,-2.175464770E0,-2.799418228E0,3.586006819E0
2.839905667E1,5.134758007E-1,-2.137263740E0,-2.712014049E0,3.490927369E0
2.840905267E1,4.465194073E-1,-2.089498128E0,-2.704914359E0,3.447019539E0
2.841904867E1,3.515234953E-1,-2.001262474E0,-2.773013957E0,3.437764777E0
2.842904467E1,3.034333625E-1,-1.968954123E0,-2.881556990E0,3.503173252E0
2.843903967E1,3.035311572E-1,-1.982521563E0,-2.940132058E0,3.559058784E0
2.844903567E1,3.371023612E-1,-1.994612144E0,-2.870625620E0,3.511781180E0
2.845903167E1,3.816366559E-1,-2.063091371E0,-2.703459572E0,3.422087989E0
2.846902767E1,4.656902348E-1,-2.196678468E0,-2.472598050E0,3.340060598E0
2.847902367E1,5.506605108E-1,-2.290885006E0,-2.153927135E0,3.192300614E0
2.848901967E1,6.041568330E-1,-2.324748424E0,-1.805389813E0,3.004811657E0
2.849901467E1,6.846539891E-1,-2.436987775E0,-1.456082997E0,2.920246256E0
2.850901067E1,8.396762475E-1,-2.609027332E0,-9.096378905E-1,2.887822867E0
2.851900667E1,1.023112320E0,-2.754298189E0,-3.429959160E-1,2.958135144E0
2.852900267E1,1.278624095E0,-2.789911825E0,2.816147697E-1,3.081849193E0
2.853899867E1,1.482095359E0,-2.786861917E0,9.648104632E-1,3.300615887E0
2.854899467E1,1.689590093E0,-2.667810560E0,1.520208242E0,3.504705546E0
2.855898967E1,1.705267647E0,-2.485456369E0,1.910920361E0,3.568900074E0
2.856898567E1,1.412821495E0,-2.294277853E0,2.173009524E0,3.461465850E0
2.857898167E1,9.490171337E-1,-2.194926350E0,2.278202103E0,3.302807900E0
2.858897767E1,4.467375085E-1,-2.139324445E0,2.385449393E0,3.235220594E0
2.859897367E1,-5.494789347E-2,-2.109744112E0,2.615430325E0,3.360731360E0
2.860897025E1,-4.112903716E-1,-2.139018782E0,3.020227802E0,3.723753093E0
2.861896525E1,-5.148688267E-1,-2.348988349E0,3.524424437E0,4.266661902E0
2.862896125E1,-3.828367969E-1,-2.531807540E0,3.897572690E0,4.663441466E0
2.863895725E1,1.239845069E-1,-2.432639201E0,4.034142598E0,4.712474100E0
2.864895325E1,7.815113622E-1,-2.057054267E0,4.018004867E0,4.581112898E0
2.865894925E1,1.158366165E0,-1.392181409E0,3.869271582E0,4.272147448E0
2.866894525E1,1.128107409E0,-3.112543789E-1,3.277105342E0,3.479788073E0
2.867894025E1,6.433113970E-1,8.731447598E-1,2.181014947E0,2.435786839E0
2.868893625E1,9.539542302E-2,1.958478982E0,9.298189706E-1,2.170092977E0
2.869893225E1,-6.590364602E-1,2.702026420E0,-3.106052649E-1,2.798526659E0
2.870892825E1,-1.377762029E0,3.145693263E0,-1.386534460E0,3.703524284E0
2.871892425E1,-2.061788758E0,3.287033621E0,-2.212791640E0,4.466767260E0
2.872892025E1,-2.400769829E0,3.186841874E0,-2.568369010E0,4.745121313E0
2.873891525E1,-2.462123932E0,2.879736752E0,-2.536446721E0,4.559440754E0
2.874891125E1,-2.248282631E0,2.413341489E0,-2.116345326E0,3.918916875E0
2.875890725E1,-1.834942811E0,1.877454700E0,-1.336782256E0,2.945986773E0
2.876890325E1,-1.473902095E0,1.353981841E0,-5.091199905E-1,2.065153112E0
2.877889925E1,-1.215487761E0,9.342002892E-1,1.909876049E-2,1.533135819E0
2.878889525E1,-9.451939318E-1,6.115165772E-1,2.330208993E-1,1.149627258E0
2.879889025E1,-6.470919143E-1,4.001406815E-1,1.802790141E-1,7.818830049E-1
2.880888625E1,-3.509636244E-1,2.813530337E-1,-6.559874296E-2,4.545747357E-1
2.881888225E1,-4.596803203E-2,2.133885073E-1,-3.777125895E-1,4.362505189E-1
2.882887825E1,1.328117560E-1,1.726197463E-1,-6.412974697E-1,6.772731975E-1
2.883887425E1,2.569031207E-1,1.182032186E-1,-8.598997200E-1,9.052064641E-1
2.884887025E1,4.638102087E-1,6.004659243E-2,-1.057694069E0,1.156478381E0
2.885886525E1,7.008082379E-1,7.593508534E-2,-1.214178423E0,1.403968506E0
2.886886125E1,8.845296541E-1,1.461885043E-1,-1.395652024E0,1.658797263E0
2.887885725E1,1.039608484E0,1.846515620E-1,-1.551109022E0,1.876385142E0
2.888885325E1,1.114600779E0,2.996545994E-1,-1.560577419E0,1.941012534E0
2.889884925E1,9.831515707E-1,5.259097586E-1,-1.417969092E0,1.803830488E0
2.890884425E1,6.964465074E-1,7.248752314E-1,-1.351474555E0,1.684329336E0
2.891884025E1,3.716038571E-1,9.629710022E-1,-1.186770185E0,1.572840122E0
2.892883625E1,-2.240506858E-2,1.293386853E0,-8.673718768E-1,1.557461239E0
2.893883225E1,-4.969557354E-1,1.617972226E0,-7.578365707E-1,1.854485210E0
2.894882825E1,-9.368395762E-1,1.908201698E0,-7.609455353E-1,2.257861869E0
2.895882425E1,-1.269689111E0,2.170332522E0,-8.473831701E-1,2.653396302E0
2.896881925E1,-1.551996922E0,2.364822609E0,-1.141489347E0,3.050258735E0
2.897881525E1,-1.779129091E0,2.519032543E0,-1.400568947E0,3.387095902E0
